method_id,family_short,dataset_id,perturbation_axis,score
IVIS,metric,batch_6,batch_number,0.364
pCMF,linear,batch_6,batch_number,0.192157894736842
scGAE,deep,batch_6,batch_number,0.2608947368421052
scGBM,linear,batch_6,batch_number,0.6393157894736841
scScope,deep,batch_6,batch_number,0.2383157894736841
scvis,deep,batch_6,batch_number,0.276578947368421
tGPLVM,linear,batch_6,batch_number,0.6388947368421054
DRA,deep,batch_8,batch_number,0.2645263157894737
DREAM,deep,batch_8,batch_number,0.3294210526315789
EDGE,graph,batch_8,batch_number,0.612
GLMPCA,linear,batch_8,batch_number,0.5979999999999999
PCA,linear,batch_8,batch_number,0.6591052631578947
PHATE,graph,batch_8,batch_number,0.7023684210526315
PaCMAP,metric,batch_8,batch_number,0.2557368421052631
SAUCIE,deep,batch_8,batch_number,0.2117368421052632
SCDRHA,deep,batch_8,batch_number,0.4662105263157894
SIMLR,graph,batch_8,batch_number,0.6788947368421053
SPDR,graph,batch_8,batch_number,0.6736315789473682
SQuaD-MDS,metric,batch_8,batch_number,0.4821052631578947
SSNMDI,linear,batch_8,batch_number,0.2347894736842105
t-SNE,metric,batch_8,batch_number,0.6240526315789473
TriMap,metric,batch_8,batch_number,0.7177894736842105
UMAP,graph,batch_8,batch_number,0.6736315789473686
VAE,deep,batch_8,batch_number,0.5300526315789472
ZIFA,linear,batch_8,batch_number,0.6568421052631578
IVIS,metric,batch_8,batch_number,0.5186842105263159
pCMF,linear,batch_8,batch_number,0.1965263157894736
scGAE,deep,batch_8,batch_number,0.3091052631578947
scGBM,linear,batch_8,batch_number,0.6267894736842106
scScope,deep,batch_8,batch_number,0.2441052631578947
scvis,deep,batch_8,batch_number,0.2797368421052631
tGPLVM,linear,batch_8,batch_number,0.6825789473684211
DRA,deep,batch_10,batch_number,0.2418421052631578
DREAM,deep,batch_10,batch_number,0.3318421052631579
EDGE,graph,batch_10,batch_number,0.5982631578947368
GLMPCA,linear,batch_10,batch_number,0.6332631578947368
PCA,linear,batch_10,batch_number,0.6810526315789472
PHATE,graph,batch_10,batch_number,0.7186315789473684
PaCMAP,metric,batch_10,batch_number,0.2752105263157894
SAUCIE,deep,batch_10,batch_number,0.2081052631578947
SCDRHA,deep,batch_10,batch_number,0.4882631578947369
SIMLR,graph,batch_10,batch_number,0.6733684210526315
SPDR,graph,batch_10,batch_number,0.7088947368421052
SQuaD-MDS,metric,batch_10,batch_number,0.5008947368421053
SSNMDI,linear,batch_10,batch_number,0.2196315789473683
t-SNE,metric,batch_10,batch_number,0.6782631578947367
TriMap,metric,batch_10,batch_number,0.7092105263157895
UMAP,graph,batch_10,batch_number,0.6843684210526316
VAE,deep,batch_10,batch_number,0.5704210526315788
ZIFA,linear,batch_10,batch_number,0.6589473684210527
IVIS,metric,batch_10,batch_number,0.5093684210526316
pCMF,linear,batch_10,batch_number,0.1797368421052632
scGAE,deep,batch_10,batch_number,0.2787368421052632
scGBM,linear,batch_10,batch_number,0.6635263157894735
scScope,deep,batch_10,batch_number,0.2291052631578946
scvis,deep,batch_10,batch_number,0.3265263157894737
tGPLVM,linear,batch_10,batch_number,0.646842105263158
DRA,deep,batch_0.2,batch_strength,0.2270526315789474
DREAM,deep,batch_0.2,batch_strength,0.3826842105263158
EDGE,graph,batch_0.2,batch_strength,0.5625263157894738
GLMPCA,linear,batch_0.2,batch_strength,0.5771578947368421
PCA,linear,batch_0.2,batch_strength,0.5922105263157896
PHATE,graph,batch_0.2,batch_strength,0.6205789473684209
PaCMAP,metric,batch_0.2,batch_strength,0.2679999999999999
SAUCIE,deep,batch_0.2,batch_strength,0.2537368421052631
SCDRHA,deep,batch_0.2,batch_strength,0.4119999999999998
SIMLR,graph,batch_0.2,batch_strength,0.6462105263157895
SPDR,graph,batch_0.2,batch_strength,0.5998947368421054
SQuaD-MDS,metric,batch_0.2,batch_strength,0.4742631578947369
SSNMDI,linear,batch_0.2,batch_strength,0.2412631578947368
t-SNE,metric,batch_0.2,batch_strength,0.5978421052631578
TriMap,metric,batch_0.2,batch_strength,0.6473157894736843
UMAP,graph,batch_0.2,batch_strength,0.6206315789473683
VAE,deep,batch_0.2,batch_strength,0.595
ZIFA,linear,batch_0.2,batch_strength,0.5591052631578948
IVIS,metric,batch_0.2,batch_strength,0.5226315789473684
pCMF,linear,batch_0.2,batch_strength,0.2501578947368421
scGAE,deep,batch_0.2,batch_strength,0.3353157894736842
scGBM,linear,batch_0.2,batch_strength,0.5795263157894737
scScope,deep,batch_0.2,batch_strength,0.3366842105263157
scvis,deep,batch_0.2,batch_strength,0.3109473684210526
tGPLVM,linear,batch_0.2,batch_strength,0.5152105263157895
DRA,deep,batch_0.4,batch_strength,0.2244210526315789
DREAM,deep,batch_0.4,batch_strength,0.3916842105263158
EDGE,graph,batch_0.4,batch_strength,0.5627368421052632
GLMPCA,linear,batch_0.4,batch_strength,0.4003157894736842
PCA,linear,batch_0.4,batch_strength,0.6032631578947368
PHATE,graph,batch_0.4,batch_strength,0.6447368421052633
PaCMAP,metric,batch_0.4,batch_strength,0.2864736842105263
SAUCIE,deep,batch_0.4,batch_strength,0.2870526315789473
SCDRHA,deep,batch_0.4,batch_strength,0.4206842105263158
SIMLR,graph,batch_0.4,batch_strength,0.6498947368421052
SPDR,graph,batch_0.4,batch_strength,0.629157894736842
SQuaD-MDS,metric,batch_0.4,batch_strength,0.4651052631578948
SSNMDI,linear,batch_0.4,batch_strength,0.2642631578947368
t-SNE,metric,batch_0.4,batch_strength,0.630684210526316
TriMap,metric,batch_0.4,batch_strength,0.6406842105263157
UMAP,graph,batch_0.4,batch_strength,0.6080526315789473
VAE,deep,batch_0.4,batch_strength,0.5849473684210524
ZIFA,linear,batch_0.4,batch_strength,0.5567368421052631
IVIS,metric,batch_0.4,batch_strength,0.4245263157894736
pCMF,linear,batch_0.4,batch_strength,0.3965263157894736
scGAE,deep,batch_0.4,batch_strength,0.3437368421052632
scGBM,linear,batch_0.4,batch_strength,0.5828947368421054
scScope,deep,batch_0.4,batch_strength,0.3741052631578948
scvis,deep,batch_0.4,batch_strength,0.5793684210526316
tGPLVM,linear,batch_0.4,batch_strength,0.4923684210526316
DRA,deep,batch_0.6,batch_strength,0.2220526315789474
DREAM,deep,batch_0.6,batch_strength,0.4267368421052632
EDGE,graph,batch_0.6,batch_strength,0.5782105263157895
GLMPCA,linear,batch_0.6,batch_strength,0.4523684210526316
PCA,linear,batch_0.6,batch_strength,0.5767894736842105
PHATE,graph,batch_0.6,batch_strength,0.6647894736842105
PaCMAP,metric,batch_0.6,batch_strength,0.3287368421052631
SAUCIE,deep,batch_0.6,batch_strength,0.4014210526315789
SCDRHA,deep,batch_0.6,batch_strength,0.6186315789473682
SIMLR,graph,batch_0.6,batch_strength,0.6119473684210527
SPDR,graph,batch_0.6,batch_strength,0.6158947368421054
SQuaD-MDS,metric,batch_0.6,batch_strength,0.4482105263157894
SSNMDI,linear,batch_0.6,batch_strength,0.3135263157894736
t-SNE,metric,batch_0.6,batch_strength,0.615736842105263
TriMap,metric,batch_0.6,batch_strength,0.6181578947368421
UMAP,graph,batch_0.6,batch_strength,0.6465263157894737
VAE,deep,batch_0.6,batch_strength,0.5767894736842106
ZIFA,linear,batch_0.6,batch_strength,0.517263157894737
IVIS,metric,batch_0.6,batch_strength,0.4534736842105263
pCMF,linear,batch_0.6,batch_strength,0.424157894736842
scGAE,deep,batch_0.6,batch_strength,0.3577368421052631
scGBM,linear,batch_0.6,batch_strength,0.5558947368421054
scScope,deep,batch_0.6,batch_strength,0.4140526315789473
scvis,deep,batch_0.6,batch_strength,0.4981052631578946
tGPLVM,linear,batch_0.6,batch_strength,0.4500526315789472
DRA,deep,batch_0.8,batch_strength,0.242
DREAM,deep,batch_0.8,batch_strength,0.4418947368421053
EDGE,graph,batch_0.8,batch_strength,0.5256842105263158
GLMPCA,linear,batch_0.8,batch_strength,0.4444736842105263
PCA,linear,batch_0.8,batch_strength,0.5633157894736843
PHATE,graph,batch_0.8,batch_strength,0.6212631578947369
PaCMAP,metric,batch_0.8,batch_strength,0.3294210526315789
SAUCIE,deep,batch_0.8,batch_strength,0.4378947368421051
SCDRHA,deep,batch_0.8,batch_strength,0.6092631578947368
SIMLR,graph,batch_0.8,batch_strength,0.6192105263157895
SPDR,graph,batch_0.8,batch_strength,0.6203157894736842
SQuaD-MDS,metric,batch_0.8,batch_strength,0.4451052631578948
SSNMDI,linear,batch_0.8,batch_strength,0.3143157894736841
t-SNE,metric,batch_0.8,batch_strength,0.5967894736842105
TriMap,metric,batch_0.8,batch_strength,0.6142631578947367
UMAP,graph,batch_0.8,batch_strength,0.5998947368421051
VAE,deep,batch_0.8,batch_strength,0.5459473684210527
ZIFA,linear,batch_0.8,batch_strength,0.5158421052631579
IVIS,metric,batch_0.8,batch_strength,0.4511052631578946
pCMF,linear,batch_0.8,batch_strength,0.4172105263157895
scGAE,deep,batch_0.8,batch_strength,0.3601052631578946
scGBM,linear,batch_0.8,batch_strength,0.5559999999999999
scScope,deep,batch_0.8,batch_strength,0.4326315789473683
scvis,deep,batch_0.8,batch_strength,0.5127368421052632
tGPLVM,linear,batch_0.8,batch_strength,0.4459999999999999
DRA,deep,batch_1.0,batch_strength,0.2392631578947368
DREAM,deep,batch_1.0,batch_strength,0.4302631578947369
EDGE,graph,batch_1.0,batch_strength,0.5209473684210526
GLMPCA,linear,batch_1.0,batch_strength,0.4555263157894737
PCA,linear,batch_1.0,batch_strength,0.5579473684210526
PHATE,graph,batch_1.0,batch_strength,0.635842105263158
PaCMAP,metric,batch_1.0,batch_strength,0.3156842105263158
SAUCIE,deep,batch_1.0,batch_strength,0.2972631578947367
SCDRHA,deep,batch_1.0,batch_strength,0.5680526315789475
SIMLR,graph,batch_1.0,batch_strength,0.6733684210526316
SPDR,graph,batch_1.0,batch_strength,0.6315263157894737
SQuaD-MDS,metric,batch_1.0,batch_strength,0.4447368421052632
SSNMDI,linear,batch_1.0,batch_strength,0.2848421052631579
t-SNE,metric,batch_1.0,batch_strength,0.5801578947368421
TriMap,metric,batch_1.0,batch_strength,0.6169473684210527
UMAP,graph,batch_1.0,batch_strength,0.5880526315789474
VAE,deep,batch_1.0,batch_strength,0.5633157894736843
ZIFA,linear,batch_1.0,batch_strength,0.5446842105263159
IVIS,metric,batch_1.0,batch_strength,0.4368947368421051
pCMF,linear,batch_1.0,batch_strength,0.405578947368421
scGAE,deep,batch_1.0,batch_strength,0.3830526315789473
scGBM,linear,batch_1.0,batch_strength,0.5500526315789473
scScope,deep,batch_1.0,batch_strength,0.4056842105263158
scvis,deep,batch_1.0,batch_strength,0.5907894736842106
tGPLVM,linear,batch_1.0,batch_strength,0.4463157894736842
DRA,deep,dropout_-1,dropout,0.2722105263157894
DREAM,deep,dropout_-1,dropout,0.3013157894736842
EDGE,graph,dropout_-1,dropout,0.644
GLMPCA,linear,dropout_-1,dropout,0.6313684210526316
PCA,linear,dropout_-1,dropout,0.6662105263157894
PHATE,graph,dropout_-1,dropout,0.6977368421052631
PaCMAP,metric,dropout_-1,dropout,0.2660526315789474
SAUCIE,deep,dropout_-1,dropout,0.2085263157894737
SCDRHA,deep,dropout_-1,dropout,0.5368421052631579
SIMLR,graph,dropout_-1,dropout,0.6862631578947369
SPDR,graph,dropout_-1,dropout,0.7196842105263158
SQuaD-MDS,metric,dropout_-1,dropout,0.4911052631578948
SSNMDI,linear,dropout_-1,dropout,0.2182105263157894
t-SNE,metric,dropout_-1,dropout,0.6857368421052632
TriMap,metric,dropout_-1,dropout,0.7296315789473683
UMAP,graph,dropout_-1,dropout,0.6756315789473684
VAE,deep,dropout_-1,dropout,0.619736842105263
ZIFA,linear,dropout_-1,dropout,0.6727894736842106
IVIS,metric,dropout_-1,dropout,0.525
pCMF,linear,dropout_-1,dropout,0.2344210526315789
scGAE,deep,dropout_-1,dropout,0.248421052631579
scGBM,linear,dropout_-1,dropout,0.6436842105263157
scScope,deep,dropout_-1,dropout,0.2245263157894736
scvis,deep,dropout_-1,dropout,0.2738947368421052
tGPLVM,linear,dropout_-1,dropout,0.6636842105263158
DRA,deep,dropout_0,dropout,0.2551052631578948
DREAM,deep,dropout_0,dropout,0.3127894736842105
EDGE,graph,dropout_0,dropout,0.5825263157894737
GLMPCA,linear,dropout_0,dropout,0.6120000000000001
PCA,linear,dropout_0,dropout,0.6423684210526317
PHATE,graph,dropout_0,dropout,0.694578947368421
PaCMAP,metric,dropout_0,dropout,0.2692105263157894
SAUCIE,deep,dropout_0,dropout,0.2391578947368421
SCDRHA,deep,dropout_0,dropout,0.4306315789473684
SIMLR,graph,dropout_0,dropout,0.6863684210526316
SPDR,graph,dropout_0,dropout,0.7221052631578948
SQuaD-MDS,metric,dropout_0,dropout,0.487263157894737
SSNMDI,linear,dropout_0,dropout,0.2153684210526315
t-SNE,metric,dropout_0,dropout,0.6788947368421052
TriMap,metric,dropout_0,dropout,0.7330526315789472
UMAP,graph,dropout_0,dropout,0.676157894736842
VAE,deep,dropout_0,dropout,0.6712105263157894
ZIFA,linear,dropout_0,dropout,0.6756315789473684
IVIS,metric,dropout_0,dropout,0.5208947368421054
pCMF,linear,dropout_0,dropout,0.2197894736842104
scGAE,deep,dropout_0,dropout,0.2807894736842105
scGBM,linear,dropout_0,dropout,0.6331052631578947
scScope,deep,dropout_0,dropout,0.3288947368421054
scvis,deep,dropout_0,dropout,0.3063157894736842
tGPLVM,linear,dropout_0,dropout,0.5629473684210528
DRA,deep,dropout_1,dropout,0.2712105263157894
DREAM,deep,dropout_1,dropout,0.3207894736842104
EDGE,graph,dropout_1,dropout,0.5746842105263157
GLMPCA,linear,dropout_1,dropout,0.6444736842105263
PCA,linear,dropout_1,dropout,0.6243157894736842
PHATE,graph,dropout_1,dropout,0.6837894736842106
PaCMAP,metric,dropout_1,dropout,0.2754736842105263
SAUCIE,deep,dropout_1,dropout,0.2320526315789474
SCDRHA,deep,dropout_1,dropout,0.2896842105263157
SIMLR,graph,dropout_1,dropout,0.6514736842105263
SPDR,graph,dropout_1,dropout,0.7009473684210527
SQuaD-MDS,metric,dropout_1,dropout,0.4774736842105264
SSNMDI,linear,dropout_1,dropout,0.257578947368421
t-SNE,metric,dropout_1,dropout,0.6638947368421053
TriMap,metric,dropout_1,dropout,0.7110526315789474
UMAP,graph,dropout_1,dropout,0.669
VAE,deep,dropout_1,dropout,0.5681052631578948
ZIFA,linear,dropout_1,dropout,0.6351578947368421
IVIS,metric,dropout_1,dropout,0.6144736842105264
pCMF,linear,dropout_1,dropout,0.2336842105263157
scGAE,deep,dropout_1,dropout,0.2853157894736842
scGBM,linear,dropout_1,dropout,0.6200526315789473
scScope,deep,dropout_1,dropout,0.2762105263157894
scvis,deep,dropout_1,dropout,0.2485263157894736
tGPLVM,linear,dropout_1,dropout,0.2094210526315789
DRA,deep,dropout_2,dropout,0.2201578947368421
DREAM,deep,dropout_2,dropout,0.2740526315789473
EDGE,graph,dropout_2,dropout,0.4409473684210527
GLMPCA,linear,dropout_2,dropout,0.5744210526315789
PCA,linear,dropout_2,dropout,0.5805263157894736
PHATE,graph,dropout_2,dropout,0.6569473684210527
PaCMAP,metric,dropout_2,dropout,0.2441052631578947
SAUCIE,deep,dropout_2,dropout,0.2530526315789473
SCDRHA,deep,dropout_2,dropout,0.4420526315789474
SIMLR,graph,dropout_2,dropout,0.6231052631578947
SPDR,graph,dropout_2,dropout,0.6924736842105264
SQuaD-MDS,metric,dropout_2,dropout,0.446421052631579
SSNMDI,linear,dropout_2,dropout,0.2253684210526315
t-SNE,metric,dropout_2,dropout,0.6378947368421052
TriMap,metric,dropout_2,dropout,0.6904736842105265
UMAP,graph,dropout_2,dropout,0.616842105263158
VAE,deep,dropout_2,dropout,0.5641052631578948
ZIFA,linear,dropout_2,dropout,0.6157894736842104
IVIS,metric,dropout_2,dropout,0.4668947368421053
pCMF,linear,dropout_2,dropout,0.2076315789473684
scGAE,deep,dropout_2,dropout,0.3917368421052631
scGBM,linear,dropout_2,dropout,0.5818947368421054
scScope,deep,dropout_2,dropout,0.2621052631578947
scvis,deep,dropout_2,dropout,0.2753157894736842
tGPLVM,linear,dropout_2,dropout,0.2503157894736842
DRA,deep,dropout_3,dropout,0.2323157894736842
DREAM,deep,dropout_3,dropout,0.2166315789473684
EDGE,graph,dropout_3,dropout,0.3451578947368421
GLMPCA,linear,dropout_3,dropout,0.4741578947368421
PCA,linear,dropout_3,dropout,0.3866842105263157
PHATE,graph,dropout_3,dropout,0.4413157894736841
PaCMAP,metric,dropout_3,dropout,0.2511578947368421
SAUCIE,deep,dropout_3,dropout,0.2407368421052631
SCDRHA,deep,dropout_3,dropout,0.3727894736842105
SIMLR,graph,dropout_3,dropout,0.467736842105263
SPDR,graph,dropout_3,dropout,0.4943157894736842
SQuaD-MDS,metric,dropout_3,dropout,0.4252105263157894
SSNMDI,linear,dropout_3,dropout,0.2248421052631579
t-SNE,metric,dropout_3,dropout,0.4646315789473685
TriMap,metric,dropout_3,dropout,0.5310000000000001
UMAP,graph,dropout_3,dropout,0.4481578947368421
VAE,deep,dropout_3,dropout,0.4132631578947368
ZIFA,linear,dropout_3,dropout,0.585578947368421
IVIS,metric,dropout_3,dropout,0.4011052631578947
pCMF,linear,dropout_3,dropout,0.3186315789473684
scGAE,deep,dropout_3,dropout,0.3096315789473683
scGBM,linear,dropout_3,dropout,0.4868947368421052
scScope,deep,dropout_3,dropout,0.3226315789473684
scvis,deep,dropout_3,dropout,0.3031052631578947
tGPLVM,linear,dropout_3,dropout,0.2458947368421052
DRA,deep,de_prob_0.05,de_prob,0.2626842105263158
DREAM,deep,de_prob_0.05,de_prob,0.262157894736842
EDGE,graph,de_prob_0.05,de_prob,0.3178947368421052
GLMPCA,linear,de_prob_0.05,de_prob,0.4977368421052631
PCA,linear,de_prob_0.05,de_prob,0.5666315789473685
PHATE,graph,de_prob_0.05,de_prob,0.6087894736842105
PaCMAP,metric,de_prob_0.05,de_prob,0.2888421052631578
SAUCIE,deep,de_prob_0.05,de_prob,0.198
SCDRHA,deep,de_prob_0.05,de_prob,0.3745263157894737
SIMLR,graph,de_prob_0.05,de_prob,0.4807368421052631
SPDR,graph,de_prob_0.05,de_prob,0.6152105263157895
SQuaD-MDS,metric,de_prob_0.05,de_prob,0.4039473684210526
SSNMDI,linear,de_prob_0.05,de_prob,0.2485789473684211
t-SNE,metric,de_prob_0.05,de_prob,0.6456842105263157
TriMap,metric,de_prob_0.05,de_prob,0.6184736842105264
UMAP,graph,de_prob_0.05,de_prob,0.277578947368421
VAE,deep,de_prob_0.05,de_prob,0.5619473684210526
ZIFA,linear,de_prob_0.05,de_prob,0.5646842105263158
IVIS,metric,de_prob_0.05,de_prob,0.2564736842105262
pCMF,linear,de_prob_0.05,de_prob,0.1989473684210526
scGAE,deep,de_prob_0.05,de_prob,0.2416842105263157
scGBM,linear,de_prob_0.05,de_prob,0.5007368421052633
scScope,deep,de_prob_0.05,de_prob,0.2544736842105263
scvis,deep,de_prob_0.05,de_prob,0.2908947368421052
tGPLVM,linear,de_prob_0.05,de_prob,0.2236315789473684
DRA,deep,de_prob_0.15,de_prob,0.2584210526315789
DREAM,deep,de_prob_0.15,de_prob,0.4339473684210527
EDGE,graph,de_prob_0.15,de_prob,0.6915789473684211
GLMPCA,linear,de_prob_0.15,de_prob,0.6935263157894735
PCA,linear,de_prob_0.15,de_prob,0.6422105263157895
PHATE,graph,de_prob_0.15,de_prob,0.7254736842105263
PaCMAP,metric,de_prob_0.15,de_prob,0.2507368421052631
SAUCIE,deep,de_prob_0.15,de_prob,0.2484210526315789
SCDRHA,deep,de_prob_0.15,de_prob,0.5734736842105262
SIMLR,graph,de_prob_0.15,de_prob,0.6842631578947368
SPDR,graph,de_prob_0.15,de_prob,0.6853157894736842
SQuaD-MDS,metric,de_prob_0.15,de_prob,0.499578947368421
SSNMDI,linear,de_prob_0.15,de_prob,0.2140526315789474
t-SNE,metric,de_prob_0.15,de_prob,0.649
TriMap,metric,de_prob_0.15,de_prob,0.7203157894736842
UMAP,graph,de_prob_0.15,de_prob,0.725421052631579
VAE,deep,de_prob_0.15,de_prob,0.6952105263157895
ZIFA,linear,de_prob_0.15,de_prob,0.6513157894736842
IVIS,metric,de_prob_0.15,de_prob,0.6323684210526317
pCMF,linear,de_prob_0.15,de_prob,0.2177368421052631
scGAE,deep,de_prob_0.15,de_prob,0.4565263157894736
scGBM,linear,de_prob_0.15,de_prob,0.6556842105263158
scScope,deep,de_prob_0.15,de_prob,0.2486842105263157
scvis,deep,de_prob_0.15,de_prob,0.2483684210526315
tGPLVM,linear,de_prob_0.15,de_prob,0.711578947368421
DRA,deep,de_prob_0.2,de_prob,0.2527368421052631
DREAM,deep,de_prob_0.2,de_prob,0.5853684210526316
EDGE,graph,de_prob_0.2,de_prob,0.743157894736842
GLMPCA,linear,de_prob_0.2,de_prob,0.6940526315789475
PCA,linear,de_prob_0.2,de_prob,0.7173684210526314
PHATE,graph,de_prob_0.2,de_prob,0.7512105263157896
PaCMAP,metric,de_prob_0.2,de_prob,0.2535263157894737
SAUCIE,deep,de_prob_0.2,de_prob,0.2441052631578947
SCDRHA,deep,de_prob_0.2,de_prob,0.582578947368421
SIMLR,graph,de_prob_0.2,de_prob,0.7066842105263158
SPDR,graph,de_prob_0.2,de_prob,0.7264736842105264
SQuaD-MDS,metric,de_prob_0.2,de_prob,0.543
SSNMDI,linear,de_prob_0.2,de_prob,0.2174736842105263
t-SNE,metric,de_prob_0.2,de_prob,0.7127368421052631
TriMap,metric,de_prob_0.2,de_prob,0.751
UMAP,graph,de_prob_0.2,de_prob,0.7181578947368422
VAE,deep,de_prob_0.2,de_prob,0.672421052631579
ZIFA,linear,de_prob_0.2,de_prob,0.711736842105263
IVIS,metric,de_prob_0.2,de_prob,0.7203684210526317
pCMF,linear,de_prob_0.2,de_prob,0.2112631578947368
scGAE,deep,de_prob_0.2,de_prob,0.4555789473684211
scGBM,linear,de_prob_0.2,de_prob,0.6949473684210526
scScope,deep,de_prob_0.2,de_prob,0.3593684210526315
scvis,deep,de_prob_0.2,de_prob,0.1949473684210526
tGPLVM,linear,de_prob_0.2,de_prob,0.755157894736842
DRA,deep,de_prob_0.25,de_prob,0.217578947368421
DREAM,deep,de_prob_0.25,de_prob,0.5996842105263157
EDGE,graph,de_prob_0.25,de_prob,0.7363684210526316
GLMPCA,linear,de_prob_0.25,de_prob,0.7379473684210526
PCA,linear,de_prob_0.25,de_prob,0.7341578947368422
PHATE,graph,de_prob_0.25,de_prob,0.7753157894736843
PaCMAP,metric,de_prob_0.25,de_prob,0.2597894736842105
SAUCIE,deep,de_prob_0.25,de_prob,0.2397894736842104
SCDRHA,deep,de_prob_0.25,de_prob,0.7222631578947368
SIMLR,graph,de_prob_0.25,de_prob,0.7234210526315789
SPDR,graph,de_prob_0.25,de_prob,0.7268947368421053
SQuaD-MDS,metric,de_prob_0.25,de_prob,0.5456842105263158
SSNMDI,linear,de_prob_0.25,de_prob,0.2173157894736842
t-SNE,metric,de_prob_0.25,de_prob,0.7007368421052632
TriMap,metric,de_prob_0.25,de_prob,0.787578947368421
UMAP,graph,de_prob_0.25,de_prob,0.6985789473684211
VAE,deep,de_prob_0.25,de_prob,0.7354736842105264
ZIFA,linear,de_prob_0.25,de_prob,0.7254736842105262
IVIS,metric,de_prob_0.25,de_prob,0.7483157894736842
pCMF,linear,de_prob_0.25,de_prob,0.213
scGAE,deep,de_prob_0.25,de_prob,0.4936315789473685
scGBM,linear,de_prob_0.25,de_prob,0.7212631578947368
scScope,deep,de_prob_0.25,de_prob,0.4547368421052631
scvis,deep,de_prob_0.25,de_prob,0.2901052631578947
tGPLVM,linear,de_prob_0.25,de_prob,0.7662105263157895
DRA,deep,de_prob_0.3,de_prob,0.2644736842105263
DREAM,deep,de_prob_0.3,de_prob,0.6383684210526315
EDGE,graph,de_prob_0.3,de_prob,0.774157894736842
GLMPCA,linear,de_prob_0.3,de_prob,0.7113684210526315
PCA,linear,de_prob_0.3,de_prob,0.7405263157894735
PHATE,graph,de_prob_0.3,de_prob,0.7691052631578948
PaCMAP,metric,de_prob_0.3,de_prob,0.2608947368421053
SAUCIE,deep,de_prob_0.3,de_prob,0.2685263157894737
SCDRHA,deep,de_prob_0.3,de_prob,0.5699473684210524
SIMLR,graph,de_prob_0.3,de_prob,0.7264736842105263
SPDR,graph,de_prob_0.3,de_prob,0.7291052631578947
SQuaD-MDS,metric,de_prob_0.3,de_prob,0.5591578947368421
SSNMDI,linear,de_prob_0.3,de_prob,0.2281052631578947
t-SNE,metric,de_prob_0.3,de_prob,0.7061052631578947
TriMap,metric,de_prob_0.3,de_prob,0.7672105263157895
UMAP,graph,de_prob_0.3,de_prob,0.7278947368421052
VAE,deep,de_prob_0.3,de_prob,0.7057368421052632
ZIFA,linear,de_prob_0.3,de_prob,0.7440000000000001
IVIS,metric,de_prob_0.3,de_prob,0.7424736842105263
pCMF,linear,de_prob_0.3,de_prob,0.1944736842105263
scGAE,deep,de_prob_0.3,de_prob,0.6014736842105262
scGBM,linear,de_prob_0.3,de_prob,0.6891578947368423
scScope,deep,de_prob_0.3,de_prob,0.5732105263157896
scvis,deep,de_prob_0.3,de_prob,0.2353157894736842
tGPLVM,linear,de_prob_0.3,de_prob,0.7222631578947368
DRA,deep,de_0.2,de_strength,0.2342105263157895
DREAM,deep,de_0.2,de_strength,0.2517894736842105
EDGE,graph,de_0.2,de_strength,0.267
GLMPCA,linear,de_0.2,de_strength,0.5054736842105264
PCA,linear,de_0.2,de_strength,0.5122631578947368
PHATE,graph,de_0.2,de_strength,0.5878947368421052
PaCMAP,metric,de_0.2,de_strength,0.254
SAUCIE,deep,de_0.2,de_strength,0.2295263157894736
SCDRHA,deep,de_0.2,de_strength,0.4170526315789473
SIMLR,graph,de_0.2,de_strength,0.3841052631578946
SPDR,graph,de_0.2,de_strength,0.6247894736842105
SQuaD-MDS,metric,de_0.2,de_strength,0.4401052631578947
SSNMDI,linear,de_0.2,de_strength,0.2335263157894737
t-SNE,metric,de_0.2,de_strength,0.6281052631578948
TriMap,metric,de_0.2,de_strength,0.6392105263157896
UMAP,graph,de_0.2,de_strength,0.2727368421052631
VAE,deep,de_0.2,de_strength,0.5187894736842107
ZIFA,linear,de_0.2,de_strength,0.5151052631578947
IVIS,metric,de_0.2,de_strength,0.2929473684210527
pCMF,linear,de_0.2,de_strength,0.2139473684210527
scGAE,deep,de_0.2,de_strength,0.2721052631578947
scGBM,linear,de_0.2,de_strength,0.5087368421052632
scScope,deep,de_0.2,de_strength,0.2359473684210526
scvis,deep,de_0.2,de_strength,0.273157894736842
tGPLVM,linear,de_0.2,de_strength,0.2556842105263158
DRA,deep,de_0.4,de_strength,0.2630526315789473
DREAM,deep,de_0.4,de_strength,0.5757368421052631
EDGE,graph,de_0.4,de_strength,0.7241578947368421
GLMPCA,linear,de_0.4,de_strength,0.7237894736842104
PCA,linear,de_0.4,de_strength,0.7426842105263158
PHATE,graph,de_0.4,de_strength,0.7641052631578947
PaCMAP,metric,de_0.4,de_strength,0.2774210526315789
SAUCIE,deep,de_0.4,de_strength,0.2352105263157894
SCDRHA,deep,de_0.4,de_strength,0.5673684210526316
SIMLR,graph,de_0.4,de_strength,0.7193684210526315
SPDR,graph,de_0.4,de_strength,0.7662631578947369
SQuaD-MDS,metric,de_0.4,de_strength,0.5411052631578948
SSNMDI,linear,de_0.4,de_strength,0.2083157894736842
t-SNE,metric,de_0.4,de_strength,0.7136842105263157
TriMap,metric,de_0.4,de_strength,0.7337894736842105
UMAP,graph,de_0.4,de_strength,0.7413157894736842
VAE,deep,de_0.4,de_strength,0.7441052631578948
ZIFA,linear,de_0.4,de_strength,0.7296842105263157
