dataset_id,method_raw,metric,metric_value,component_domain,perturbation_axis,axis_order,method_id,parent_method,parameter_label,method_family,method_order
gene_2w,scGAE,k-nearest,0.6,global,gene_number,2,scGAE,scGAE,20k,deep generative/autoencoder,14.0
gene_2w,scGAE,centroid_distance,0.894,global,gene_number,2,scGAE,scGAE,20k,deep generative/autoencoder,14.0
gene_2w,scGAE,T_30,0.6,local,gene_number,2,scGAE,scGAE,20k,deep generative/autoencoder,14.0
gene_2w,scGAE,C_30,0.355,local,gene_number,2,scGAE,scGAE,20k,deep generative/autoencoder,14.0
gene_2w,scGAE,Mrre_false_30,0.607,local,gene_number,2,scGAE,scGAE,20k,deep generative/autoencoder,14.0
gene_2w,scGAE,Mrre_missing_30,0.335,local,gene_number,2,scGAE,scGAE,20k,deep generative/autoencoder,14.0
gene_2w,scGAE,Pearson,0.076,global,gene_number,2,scGAE,scGAE,20k,deep generative/autoencoder,14.0
gene_2w,scGAE,nh_30,0.582,local,gene_number,2,scGAE,scGAE,20k,deep generative/autoencoder,14.0
gene_2w,scGAE,ARI,0.01,cluster,gene_number,2,scGAE,scGAE,20k,deep generative/autoencoder,14.0
gene_2w,scGAE,NMI,0.01,cluster,gene_number,2,scGAE,scGAE,20k,deep generative/autoencoder,14.0
gene_2w,scGAE,SIL,0.4,cluster,gene_number,2,scGAE,scGAE,20k,deep generative/autoencoder,14.0
gene_2w,scGAE,COMP,0.01,cluster,gene_number,2,scGAE,scGAE,20k,deep generative/autoencoder,14.0
gene_2w,scGAE,HOMO,0.01,cluster,gene_number,2,scGAE,scGAE,20k,deep generative/autoencoder,14.0
gene_2w,scGBM,knn_30,0.897,local,gene_number,2,scGBM,scGBM,20k,linear/probabilistic,5.0
gene_2w,scGBM,svm,0.898,local,gene_number,2,scGBM,scGBM,20k,linear/probabilistic,5.0
gene_2w,scGBM,nkr_30,0.044,local,gene_number,2,scGBM,scGBM,20k,linear/probabilistic,5.0
gene_2w,scGBM,aji_30,0.023,local,gene_number,2,scGBM,scGBM,20k,linear/probabilistic,5.0
gene_2w,scGBM,random_triplet,0.591,global,gene_number,2,scGBM,scGBM,20k,linear/probabilistic,5.0
gene_2w,scGBM,spearman,0.244,global,gene_number,2,scGBM,scGBM,20k,linear/probabilistic,5.0
gene_2w,scGBM,k-nearest,0.4,global,gene_number,2,scGBM,scGBM,20k,linear/probabilistic,5.0
gene_2w,scGBM,centroid_distance,0.67,global,gene_number,2,scGBM,scGBM,20k,linear/probabilistic,5.0
gene_2w,scGBM,T_30,0.653,local,gene_number,2,scGBM,scGBM,20k,linear/probabilistic,5.0
gene_2w,scGBM,C_30,0.764,local,gene_number,2,scGBM,scGBM,20k,linear/probabilistic,5.0
gene_2w,scGBM,Mrre_false_30,0.648,local,gene_number,2,scGBM,scGBM,20k,linear/probabilistic,5.0
gene_2w,scGBM,Mrre_missing_30,0.796,local,gene_number,2,scGBM,scGBM,20k,linear/probabilistic,5.0
gene_2w,scGBM,Pearson,0.229,global,gene_number,2,scGBM,scGBM,20k,linear/probabilistic,5.0
gene_2w,scGBM,nh_30,0.855,local,gene_number,2,scGBM,scGBM,20k,linear/probabilistic,5.0
gene_2w,scGBM,ARI,0.85,cluster,gene_number,2,scGBM,scGBM,20k,linear/probabilistic,5.0
gene_2w,scGBM,NMI,0.82,cluster,gene_number,2,scGBM,scGBM,20k,linear/probabilistic,5.0
gene_2w,scGBM,SIL,0.57,cluster,gene_number,2,scGBM,scGBM,20k,linear/probabilistic,5.0
gene_2w,scGBM,COMP,0.82,cluster,gene_number,2,scGBM,scGBM,20k,linear/probabilistic,5.0
gene_2w,scGBM,HOMO,0.82,cluster,gene_number,2,scGBM,scGBM,20k,linear/probabilistic,5.0
gene_2w,scScope,knn_30,0.562,local,gene_number,2,scScope,scScope,20k,deep generative/autoencoder,12.0
gene_2w,scScope,svm,0.56,local,gene_number,2,scScope,scScope,20k,deep generative/autoencoder,12.0
gene_2w,scScope,nkr_30,0.025,local,gene_number,2,scScope,scScope,20k,deep generative/autoencoder,12.0
gene_2w,scScope,aji_30,0.014,local,gene_number,2,scScope,scScope,20k,deep generative/autoencoder,12.0
gene_2w,scScope,random_triplet,0.539,global,gene_number,2,scScope,scScope,20k,deep generative/autoencoder,12.0
gene_2w,scScope,spearman,0.067,global,gene_number,2,scScope,scScope,20k,deep generative/autoencoder,12.0
gene_2w,scScope,k-nearest,0.6,global,gene_number,2,scScope,scScope,20k,deep generative/autoencoder,12.0
gene_2w,scScope,centroid_distance,0.776,global,gene_number,2,scScope,scScope,20k,deep generative/autoencoder,12.0
gene_2w,scScope,T_30,0.559,local,gene_number,2,scScope,scScope,20k,deep generative/autoencoder,12.0
gene_2w,scScope,C_30,0.483,local,gene_number,2,scScope,scScope,20k,deep generative/autoencoder,12.0
gene_2w,scScope,Mrre_false_30,0.558,local,gene_number,2,scScope,scScope,20k,deep generative/autoencoder,12.0
gene_2w,scScope,Mrre_missing_30,0.474,local,gene_number,2,scScope,scScope,20k,deep generative/autoencoder,12.0
gene_2w,scScope,Pearson,0.097,global,gene_number,2,scScope,scScope,20k,deep generative/autoencoder,12.0
gene_2w,scScope,nh_30,0.439,local,gene_number,2,scScope,scScope,20k,deep generative/autoencoder,12.0
gene_2w,scScope,ARI,0.15,cluster,gene_number,2,scScope,scScope,20k,deep generative/autoencoder,12.0
gene_2w,scScope,NMI,0.17,cluster,gene_number,2,scScope,scScope,20k,deep generative/autoencoder,12.0
gene_2w,scScope,SIL,0.37,cluster,gene_number,2,scScope,scScope,20k,deep generative/autoencoder,12.0
gene_2w,scScope,COMP,0.17,cluster,gene_number,2,scScope,scScope,20k,deep generative/autoencoder,12.0
gene_2w,scScope,HOMO,0.18,cluster,gene_number,2,scScope,scScope,20k,deep generative/autoencoder,12.0
gene_2w,scvis,knn_30,0.288,local,gene_number,2,scvis,scvis,20k,deep generative/autoencoder,9.0
gene_2w,scvis,svm,0.306,local,gene_number,2,scvis,scvis,20k,deep generative/autoencoder,9.0
gene_2w,scvis,nkr_30,0.015,local,gene_number,2,scvis,scvis,20k,deep generative/autoencoder,9.0
gene_2w,scvis,aji_30,0.009,local,gene_number,2,scvis,scvis,20k,deep generative/autoencoder,9.0
gene_2w,scvis,random_triplet,0.538,global,gene_number,2,scvis,scvis,20k,deep generative/autoencoder,9.0
gene_2w,scvis,spearman,0.357,global,gene_number,2,scvis,scvis,20k,deep generative/autoencoder,9.0
gene_2w,scvis,k-nearest,0.4,global,gene_number,2,scvis,scvis,20k,deep generative/autoencoder,9.0
gene_2w,scvis,centroid_distance,0.589,global,gene_number,2,scvis,scvis,20k,deep generative/autoencoder,9.0
gene_2w,scvis,T_30,0.51,local,gene_number,2,scvis,scvis,20k,deep generative/autoencoder,9.0
gene_2w,scvis,C_30,0.355,local,gene_number,2,scvis,scvis,20k,deep generative/autoencoder,9.0
gene_2w,scvis,Mrre_false_30,0.509,local,gene_number,2,scvis,scvis,20k,deep generative/autoencoder,9.0
gene_2w,scvis,Mrre_missing_30,0.338,local,gene_number,2,scvis,scvis,20k,deep generative/autoencoder,9.0
gene_2w,scvis,Pearson,0.369,global,gene_number,2,scvis,scvis,20k,deep generative/autoencoder,9.0
gene_2w,scvis,nh_30,0.237,local,gene_number,2,scvis,scvis,20k,deep generative/autoencoder,9.0
gene_2w,scvis,ARI,0.01,cluster,gene_number,2,scvis,scvis,20k,deep generative/autoencoder,9.0
gene_2w,scvis,NMI,0.01,cluster,gene_number,2,scvis,scvis,20k,deep generative/autoencoder,9.0
gene_2w,scvis,SIL,0.86,cluster,gene_number,2,scvis,scvis,20k,deep generative/autoencoder,9.0
gene_2w,scvis,COMP,0.02,cluster,gene_number,2,scvis,scvis,20k,deep generative/autoencoder,9.0
gene_2w,scvis,HOMO,0.01,cluster,gene_number,2,scvis,scvis,20k,deep generative/autoencoder,9.0
gene_2w,tGPLVM,knn_30,1.0,local,gene_number,2,tGPLVM,tGPLVM,20k,linear/probabilistic,7.0
gene_2w,tGPLVM,svm,1.0,local,gene_number,2,tGPLVM,tGPLVM,20k,linear/probabilistic,7.0
gene_2w,tGPLVM,nkr_30,0.05,local,gene_number,2,tGPLVM,tGPLVM,20k,linear/probabilistic,7.0
gene_2w,tGPLVM,aji_30,0.026,local,gene_number,2,tGPLVM,tGPLVM,20k,linear/probabilistic,7.0
gene_2w,tGPLVM,random_triplet,0.586,global,gene_number,2,tGPLVM,tGPLVM,20k,linear/probabilistic,7.0
gene_2w,tGPLVM,spearman,0.217,global,gene_number,2,tGPLVM,tGPLVM,20k,linear/probabilistic,7.0
gene_2w,tGPLVM,k-nearest,0.6,global,gene_number,2,tGPLVM,tGPLVM,20k,linear/probabilistic,7.0
gene_2w,tGPLVM,centroid_distance,0.832,global,gene_number,2,tGPLVM,tGPLVM,20k,linear/probabilistic,7.0
gene_2w,tGPLVM,T_30,0.672,local,gene_number,2,tGPLVM,tGPLVM,20k,linear/probabilistic,7.0
gene_2w,tGPLVM,C_30,0.771,local,gene_number,2,tGPLVM,tGPLVM,20k,linear/probabilistic,7.0
gene_2w,tGPLVM,Mrre_false_30,0.666,local,gene_number,2,tGPLVM,tGPLVM,20k,linear/probabilistic,7.0
gene_2w,tGPLVM,Mrre_missing_30,0.807,local,gene_number,2,tGPLVM,tGPLVM,20k,linear/probabilistic,7.0
gene_2w,tGPLVM,Pearson,0.215,global,gene_number,2,tGPLVM,tGPLVM,20k,linear/probabilistic,7.0
gene_2w,tGPLVM,nh_30,1.0,local,gene_number,2,tGPLVM,tGPLVM,20k,linear/probabilistic,7.0
gene_2w,tGPLVM,ARI,1.0,cluster,gene_number,2,tGPLVM,tGPLVM,20k,linear/probabilistic,7.0
gene_2w,tGPLVM,NMI,1.0,cluster,gene_number,2,tGPLVM,tGPLVM,20k,linear/probabilistic,7.0
gene_2w,tGPLVM,SIL,0.9,cluster,gene_number,2,tGPLVM,tGPLVM,20k,linear/probabilistic,7.0
gene_2w,tGPLVM,COMP,1.0,cluster,gene_number,2,tGPLVM,tGPLVM,20k,linear/probabilistic,7.0
gene_2w,tGPLVM,HOMO,1.0,cluster,gene_number,2,tGPLVM,tGPLVM,20k,linear/probabilistic,7.0
gene_3w,DRA,knn_30,0.263,local,gene_number,3,DRA,DRA,30k,deep generative/autoencoder,16.0
gene_3w,DRA,svm,0.291,local,gene_number,3,DRA,DRA,30k,deep generative/autoencoder,16.0
gene_3w,DRA,nkr_30,0.015,local,gene_number,3,DRA,DRA,30k,deep generative/autoencoder,16.0
gene_3w,DRA,aji_30,0.007,local,gene_number,3,DRA,DRA,30k,deep generative/autoencoder,16.0
gene_3w,DRA,random_triplet,0.514,global,gene_number,3,DRA,DRA,30k,deep generative/autoencoder,16.0
gene_3w,DRA,spearman,0.05,global,gene_number,3,DRA,DRA,30k,deep generative/autoencoder,16.0
gene_3w,DRA,k-nearest,0.4,global,gene_number,3,DRA,DRA,30k,deep generative/autoencoder,16.0
gene_3w,DRA,centroid_distance,0.633,global,gene_number,3,DRA,DRA,30k,deep generative/autoencoder,16.0
gene_3w,DRA,T_30,0.505,local,gene_number,3,DRA,DRA,30k,deep generative/autoencoder,16.0
gene_3w,DRA,C_30,0.524,local,gene_number,3,DRA,DRA,30k,deep generative/autoencoder,16.0
gene_3w,DRA,Mrre_false_30,0.5,local,gene_number,3,DRA,DRA,30k,deep generative/autoencoder,16.0
gene_3w,DRA,Mrre_missing_30,0.542,local,gene_number,3,DRA,DRA,30k,deep generative/autoencoder,16.0
gene_3w,DRA,Pearson,0.045,global,gene_number,3,DRA,DRA,30k,deep generative/autoencoder,16.0
gene_3w,DRA,nh_30,0.229,local,gene_number,3,DRA,DRA,30k,deep generative/autoencoder,16.0
gene_3w,DRA,ARI,0.0,cluster,gene_number,3,DRA,DRA,30k,deep generative/autoencoder,16.0
gene_3w,DRA,NMI,0.0,cluster,gene_number,3,DRA,DRA,30k,deep generative/autoencoder,16.0
gene_3w,DRA,SIL,0.32,cluster,gene_number,3,DRA,DRA,30k,deep generative/autoencoder,16.0
gene_3w,DRA,COMP,0.0,cluster,gene_number,3,DRA,DRA,30k,deep generative/autoencoder,16.0
gene_3w,DRA,HOMO,0.0,cluster,gene_number,3,DRA,DRA,30k,deep generative/autoencoder,16.0
gene_3w,DREAM,knn_30,0.608,local,gene_number,3,DREAM,DREAM,30k,deep generative/autoencoder,15.0
gene_3w,DREAM,svm,0.615,local,gene_number,3,DREAM,DREAM,30k,deep generative/autoencoder,15.0
gene_3w,DREAM,nkr_30,0.027,local,gene_number,3,DREAM,DREAM,30k,deep generative/autoencoder,15.0
gene_3w,DREAM,aji_30,0.014,local,gene_number,3,DREAM,DREAM,30k,deep generative/autoencoder,15.0
gene_3w,DREAM,random_triplet,0.543,global,gene_number,3,DREAM,DREAM,30k,deep generative/autoencoder,15.0
gene_3w,DREAM,spearman,0.103,global,gene_number,3,DREAM,DREAM,30k,deep generative/autoencoder,15.0
gene_3w,DREAM,k-nearest,0.8,global,gene_number,3,DREAM,DREAM,30k,deep generative/autoencoder,15.0
gene_3w,DREAM,centroid_distance,0.95,global,gene_number,3,DREAM,DREAM,30k,deep generative/autoencoder,15.0
gene_3w,DREAM,T_30,0.574,local,gene_number,3,DREAM,DREAM,30k,deep generative/autoencoder,15.0
gene_3w,DREAM,C_30,0.618,local,gene_number,3,DREAM,DREAM,30k,deep generative/autoencoder,15.0
gene_3w,DREAM,Mrre_false_30,0.566,local,gene_number,3,DREAM,DREAM,30k,deep generative/autoencoder,15.0
gene_3w,DREAM,Mrre_missing_30,0.607,local,gene_number,3,DREAM,DREAM,30k,deep generative/autoencoder,15.0
gene_3w,DREAM,Pearson,0.114,global,gene_number,3,DREAM,DREAM,30k,deep generative/autoencoder,15.0
gene_3w,DREAM,nh_30,0.49,local,gene_number,3,DREAM,DREAM,30k,deep generative/autoencoder,15.0
gene_3w,DREAM,ARI,0.21,cluster,gene_number,3,DREAM,DREAM,30k,deep generative/autoencoder,15.0
gene_3w,DREAM,NMI,0.27,cluster,gene_number,3,DREAM,DREAM,30k,deep generative/autoencoder,15.0
gene_3w,DREAM,SIL,0.32,cluster,gene_number,3,DREAM,DREAM,30k,deep generative/autoencoder,15.0
gene_3w,DREAM,COMP,0.26,cluster,gene_number,3,DREAM,DREAM,30k,deep generative/autoencoder,15.0
gene_3w,DREAM,HOMO,0.27,cluster,gene_number,3,DREAM,DREAM,30k,deep generative/autoencoder,15.0
gene_3w,EDGE,knn_30,0.959,local,gene_number,3,EDGE,EDGE,30k,graph/diffusion,20.0
gene_3w,EDGE,svm,0.962,local,gene_number,3,EDGE,EDGE,30k,graph/diffusion,20.0
gene_3w,EDGE,nkr_30,0.052,local,gene_number,3,EDGE,EDGE,30k,graph/diffusion,20.0
gene_3w,EDGE,aji_30,0.027,local,gene_number,3,EDGE,EDGE,30k,graph/diffusion,20.0
gene_3w,EDGE,random_triplet,0.583,global,gene_number,3,EDGE,EDGE,30k,graph/diffusion,20.0
gene_3w,EDGE,spearman,0.193,global,gene_number,3,EDGE,EDGE,30k,graph/diffusion,20.0
gene_3w,EDGE,k-nearest,0.6,global,gene_number,3,EDGE,EDGE,30k,graph/diffusion,20.0
gene_3w,EDGE,centroid_distance,0.956,global,gene_number,3,EDGE,EDGE,30k,graph/diffusion,20.0
gene_3w,EDGE,T_30,0.678,local,gene_number,3,EDGE,EDGE,30k,graph/diffusion,20.0
gene_3w,EDGE,C_30,0.764,local,gene_number,3,EDGE,EDGE,30k,graph/diffusion,20.0
gene_3w,EDGE,Mrre_false_30,0.673,local,gene_number,3,EDGE,EDGE,30k,graph/diffusion,20.0
gene_3w,EDGE,Mrre_missing_30,0.777,local,gene_number,3,EDGE,EDGE,30k,graph/diffusion,20.0
gene_3w,EDGE,Pearson,0.182,global,gene_number,3,EDGE,EDGE,30k,graph/diffusion,20.0
gene_3w,EDGE,nh_30,0.934,local,gene_number,3,EDGE,EDGE,30k,graph/diffusion,20.0
gene_3w,EDGE,ARI,0.91,cluster,gene_number,3,EDGE,EDGE,30k,graph/diffusion,20.0
gene_3w,EDGE,NMI,0.86,cluster,gene_number,3,EDGE,EDGE,30k,graph/diffusion,20.0
gene_3w,EDGE,SIL,0.51,cluster,gene_number,3,EDGE,EDGE,30k,graph/diffusion,20.0
gene_3w,EDGE,COMP,0.86,cluster,gene_number,3,EDGE,EDGE,30k,graph/diffusion,20.0
gene_3w,EDGE,HOMO,0.86,cluster,gene_number,3,EDGE,EDGE,30k,graph/diffusion,20.0
gene_3w,GLMPCA,knn_30,0.94,local,gene_number,3,GLMPCA,GLMPCA,30k,linear/probabilistic,2.0
gene_3w,GLMPCA,svm,0.942,local,gene_number,3,GLMPCA,GLMPCA,30k,linear/probabilistic,2.0
gene_3w,GLMPCA,nkr_30,0.051,local,gene_number,3,GLMPCA,GLMPCA,30k,linear/probabilistic,2.0
gene_3w,GLMPCA,aji_30,0.027,local,gene_number,3,GLMPCA,GLMPCA,30k,linear/probabilistic,2.0
gene_3w,GLMPCA,random_triplet,0.607,global,gene_number,3,GLMPCA,GLMPCA,30k,linear/probabilistic,2.0
gene_3w,GLMPCA,spearman,0.277,global,gene_number,3,GLMPCA,GLMPCA,30k,linear/probabilistic,2.0
gene_3w,GLMPCA,k-nearest,0.8,global,gene_number,3,GLMPCA,GLMPCA,30k,linear/probabilistic,2.0
gene_3w,GLMPCA,centroid_distance,0.844,global,gene_number,3,GLMPCA,GLMPCA,30k,linear/probabilistic,2.0
gene_3w,GLMPCA,T_30,0.675,local,gene_number,3,GLMPCA,GLMPCA,30k,linear/probabilistic,2.0
gene_3w,GLMPCA,C_30,0.795,local,gene_number,3,GLMPCA,GLMPCA,30k,linear/probabilistic,2.0
gene_3w,GLMPCA,Mrre_false_30,0.667,local,gene_number,3,GLMPCA,GLMPCA,30k,linear/probabilistic,2.0
gene_3w,GLMPCA,Mrre_missing_30,0.81,local,gene_number,3,GLMPCA,GLMPCA,30k,linear/probabilistic,2.0
gene_3w,GLMPCA,Pearson,0.261,global,gene_number,3,GLMPCA,GLMPCA,30k,linear/probabilistic,2.0
gene_3w,GLMPCA,nh_30,0.91,local,gene_number,3,GLMPCA,GLMPCA,30k,linear/probabilistic,2.0
gene_3w,GLMPCA,ARI,0.87,cluster,gene_number,3,GLMPCA,GLMPCA,30k,linear/probabilistic,2.0
gene_3w,GLMPCA,NMI,0.84,cluster,gene_number,3,GLMPCA,GLMPCA,30k,linear/probabilistic,2.0
gene_3w,GLMPCA,SIL,0.53,cluster,gene_number,3,GLMPCA,GLMPCA,30k,linear/probabilistic,2.0
gene_3w,GLMPCA,COMP,0.84,cluster,gene_number,3,GLMPCA,GLMPCA,30k,linear/probabilistic,2.0
gene_3w,GLMPCA,HOMO,0.84,cluster,gene_number,3,GLMPCA,GLMPCA,30k,linear/probabilistic,2.0
gene_3w,PCA,knn_30,0.917,local,gene_number,3,PCA,PCA,30k,linear/probabilistic,1.0
gene_3w,PCA,svm,0.911,local,gene_number,3,PCA,PCA,30k,linear/probabilistic,1.0
gene_3w,PCA,nkr_30,0.049,local,gene_number,3,PCA,PCA,30k,linear/probabilistic,1.0
gene_3w,PCA,aji_30,0.026,local,gene_number,3,PCA,PCA,30k,linear/probabilistic,1.0
gene_3w,PCA,random_triplet,0.601,global,gene_number,3,PCA,PCA,30k,linear/probabilistic,1.0
gene_3w,PCA,spearman,0.253,global,gene_number,3,PCA,PCA,30k,linear/probabilistic,1.0
gene_3w,PCA,k-nearest,0.8,global,gene_number,3,PCA,PCA,30k,linear/probabilistic,1.0
gene_3w,PCA,centroid_distance,0.975,global,gene_number,3,PCA,PCA,30k,linear/probabilistic,1.0
gene_3w,PCA,T_30,0.672,local,gene_number,3,PCA,PCA,30k,linear/probabilistic,1.0
gene_3w,PCA,C_30,0.797,local,gene_number,3,PCA,PCA,30k,linear/probabilistic,1.0
gene_3w,PCA,Mrre_false_30,0.663,local,gene_number,3,PCA,PCA,30k,linear/probabilistic,1.0
gene_3w,PCA,Mrre_missing_30,0.811,local,gene_number,3,PCA,PCA,30k,linear/probabilistic,1.0
gene_3w,PCA,Pearson,0.236,global,gene_number,3,PCA,PCA,30k,linear/probabilistic,1.0
gene_3w,PCA,nh_30,0.892,local,gene_number,3,PCA,PCA,30k,linear/probabilistic,1.0
gene_3w,PCA,ARI,0.79,cluster,gene_number,3,PCA,PCA,30k,linear/probabilistic,1.0
gene_3w,PCA,NMI,0.88,cluster,gene_number,3,PCA,PCA,30k,linear/probabilistic,1.0
gene_3w,PCA,SIL,0.65,cluster,gene_number,3,PCA,PCA,30k,linear/probabilistic,1.0
gene_3w,PCA,COMP,0.87,cluster,gene_number,3,PCA,PCA,30k,linear/probabilistic,1.0
gene_3w,PCA,HOMO,0.89,cluster,gene_number,3,PCA,PCA,30k,linear/probabilistic,1.0
gene_3w,PHATE,knn_30,0.997,local,gene_number,3,PHATE,PHATE,30k,graph/diffusion,19.0
gene_3w,PHATE,svm,0.997,local,gene_number,3,PHATE,PHATE,30k,graph/diffusion,19.0
gene_3w,PHATE,nkr_30,0.053,local,gene_number,3,PHATE,PHATE,30k,graph/diffusion,19.0
gene_3w,PHATE,aji_30,0.027,local,gene_number,3,PHATE,PHATE,30k,graph/diffusion,19.0
gene_3w,PHATE,random_triplet,0.605,global,gene_number,3,PHATE,PHATE,30k,graph/diffusion,19.0
gene_3w,PHATE,spearman,0.235,global,gene_number,3,PHATE,PHATE,30k,graph/diffusion,19.0
gene_3w,PHATE,k-nearest,0.6,global,gene_number,3,PHATE,PHATE,30k,graph/diffusion,19.0
gene_3w,PHATE,centroid_distance,0.956,global,gene_number,3,PHATE,PHATE,30k,graph/diffusion,19.0
gene_3w,PHATE,T_30,0.685,local,gene_number,3,PHATE,PHATE,30k,graph/diffusion,19.0
gene_3w,PHATE,C_30,0.789,local,gene_number,3,PHATE,PHATE,30k,graph/diffusion,19.0
gene_3w,PHATE,Mrre_false_30,0.679,local,gene_number,3,PHATE,PHATE,30k,graph/diffusion,19.0
gene_3w,PHATE,Mrre_missing_30,0.799,local,gene_number,3,PHATE,PHATE,30k,graph/diffusion,19.0
gene_3w,PHATE,Pearson,0.227,global,gene_number,3,PHATE,PHATE,30k,graph/diffusion,19.0
gene_3w,PHATE,nh_30,0.997,local,gene_number,3,PHATE,PHATE,30k,graph/diffusion,19.0
gene_3w,PHATE,ARI,1.0,cluster,gene_number,3,PHATE,PHATE,30k,graph/diffusion,19.0
gene_3w,PHATE,NMI,0.99,cluster,gene_number,3,PHATE,PHATE,30k,graph/diffusion,19.0
gene_3w,PHATE,SIL,0.88,cluster,gene_number,3,PHATE,PHATE,30k,graph/diffusion,19.0
gene_3w,PHATE,COMP,0.99,cluster,gene_number,3,PHATE,PHATE,30k,graph/diffusion,19.0
gene_3w,PHATE,HOMO,0.99,cluster,gene_number,3,PHATE,PHATE,30k,graph/diffusion,19.0
gene_3w,PaCMAP,knn_30,0.257,local,gene_number,3,PaCMAP,PaCMAP,30k,metric/structure-aware,23.0
gene_3w,PaCMAP,svm,0.301,local,gene_number,3,PaCMAP,PaCMAP,30k,metric/structure-aware,23.0
gene_3w,PaCMAP,nkr_30,0.015,local,gene_number,3,PaCMAP,PaCMAP,30k,metric/structure-aware,23.0
gene_3w,PaCMAP,aji_30,0.008,local,gene_number,3,PaCMAP,PaCMAP,30k,metric/structure-aware,23.0
gene_3w,PaCMAP,random_triplet,0.498,global,gene_number,3,PaCMAP,PaCMAP,30k,metric/structure-aware,23.0
gene_3w,PaCMAP,spearman,-0.0,global,gene_number,3,PaCMAP,PaCMAP,30k,metric/structure-aware,23.0
gene_3w,PaCMAP,k-nearest,0.2,global,gene_number,3,PaCMAP,PaCMAP,30k,metric/structure-aware,23.0
gene_3w,PaCMAP,centroid_distance,0.24,global,gene_number,3,PaCMAP,PaCMAP,30k,metric/structure-aware,23.0
gene_3w,PaCMAP,T_30,0.501,local,gene_number,3,PaCMAP,PaCMAP,30k,metric/structure-aware,23.0
gene_3w,PaCMAP,C_30,0.497,local,gene_number,3,PaCMAP,PaCMAP,30k,metric/structure-aware,23.0
gene_3w,PaCMAP,Mrre_false_30,0.499,local,gene_number,3,PaCMAP,PaCMAP,30k,metric/structure-aware,23.0
gene_3w,PaCMAP,Mrre_missing_30,0.492,local,gene_number,3,PaCMAP,PaCMAP,30k,metric/structure-aware,23.0
gene_3w,PaCMAP,Pearson,0.017,global,gene_number,3,PaCMAP,PaCMAP,30k,metric/structure-aware,23.0
gene_3w,PaCMAP,nh_30,0.222,local,gene_number,3,PaCMAP,PaCMAP,30k,metric/structure-aware,23.0
gene_3w,PaCMAP,ARI,-0.0,cluster,gene_number,3,PaCMAP,PaCMAP,30k,metric/structure-aware,23.0
gene_3w,PaCMAP,NMI,0.0,cluster,gene_number,3,PaCMAP,PaCMAP,30k,metric/structure-aware,23.0
gene_3w,PaCMAP,SIL,0.94,cluster,gene_number,3,PaCMAP,PaCMAP,30k,metric/structure-aware,23.0
gene_3w,PaCMAP,COMP,0.0,cluster,gene_number,3,PaCMAP,PaCMAP,30k,metric/structure-aware,23.0
gene_3w,PaCMAP,HOMO,0.0,cluster,gene_number,3,PaCMAP,PaCMAP,30k,metric/structure-aware,23.0
gene_3w,ParametricUMAP200,knn_30,0.997,local,gene_number,3,Parametric UMAP 200,UMAP,30k,graph/diffusion,17.2
gene_3w,ParametricUMAP200,svm,0.998,local,gene_number,3,Parametric UMAP 200,UMAP,30k,graph/diffusion,17.2
gene_3w,ParametricUMAP200,nkr_30,0.062,local,gene_number,3,Parametric UMAP 200,UMAP,30k,graph/diffusion,17.2
gene_3w,ParametricUMAP200,aji_30,0.03,local,gene_number,3,Parametric UMAP 200,UMAP,30k,graph/diffusion,17.2
gene_3w,ParametricUMAP200,random_triplet,0.588,global,gene_number,3,Parametric UMAP 200,UMAP,30k,graph/diffusion,17.2
gene_3w,ParametricUMAP200,spearman,0.232,global,gene_number,3,Parametric UMAP 200,UMAP,30k,graph/diffusion,17.2
gene_3w,ParametricUMAP200,k-nearest,0.8,global,gene_number,3,Parametric UMAP 200,UMAP,30k,graph/diffusion,17.2
gene_3w,ParametricUMAP200,centroid_distance,0.832,global,gene_number,3,Parametric UMAP 200,UMAP,30k,graph/diffusion,17.2
gene_3w,ParametricUMAP200,T_30,0.691,local,gene_number,3,Parametric UMAP 200,UMAP,30k,graph/diffusion,17.2
gene_3w,ParametricUMAP200,C_30,0.795,local,gene_number,3,Parametric UMAP 200,UMAP,30k,graph/diffusion,17.2
gene_3w,ParametricUMAP200,Mrre_false_30,0.682,local,gene_number,3,Parametric UMAP 200,UMAP,30k,graph/diffusion,17.2
gene_3w,ParametricUMAP200,Mrre_missing_30,0.828,local,gene_number,3,Parametric UMAP 200,UMAP,30k,graph/diffusion,17.2
gene_3w,ParametricUMAP200,Pearson,0.218,global,gene_number,3,Parametric UMAP 200,UMAP,30k,graph/diffusion,17.2
gene_3w,ParametricUMAP200,nh_30,0.996,local,gene_number,3,Parametric UMAP 200,UMAP,30k,graph/diffusion,17.2
gene_3w,ParametricUMAP200,ARI,0.99,cluster,gene_number,3,Parametric UMAP 200,UMAP,30k,graph/diffusion,17.2
gene_3w,ParametricUMAP200,NMI,0.99,cluster,gene_number,3,Parametric UMAP 200,UMAP,30k,graph/diffusion,17.2
gene_3w,ParametricUMAP200,SIL,0.78,cluster,gene_number,3,Parametric UMAP 200,UMAP,30k,graph/diffusion,17.2
gene_3w,ParametricUMAP200,COMP,0.99,cluster,gene_number,3,Parametric UMAP 200,UMAP,30k,graph/diffusion,17.2
gene_3w,ParametricUMAP200,HOMO,0.99,cluster,gene_number,3,Parametric UMAP 200,UMAP,30k,graph/diffusion,17.2
