parameter_level_rows,metric_component_rows,method_raw_count,method_id_count,parent_method_count,perturbation_axis_count,parameter_dataset_count,complete_parameter_dataset_count,incomplete_parameter_dataset_count,available_score_rows,missing_score_rows,max_abs_axis_score_diff_vs_published,mean_abs_axis_score_diff_vs_published
1417,25633,29,29,26,9,49,47,2,1359,58,0.21239148148987197,0.07668037771424584
