method_raw,dataset_id,score,local_score,global_score,cluster_score,n_score_metrics,complete_score_inputs,source_layer,method_id,parent_method,perturbation_axis,perturbation_axis_label,axis_order,parameter_label,method_family,method_order,param_group,param_value,cells,genes,sparsity_pct,n_batches,n_groups,size_mb,score_available
ZIFA,out_0.1,0.6625789473684212,0.6287777777777778,0.546,0.8399999999999999,19,True,standard_metric_files,ZIFA,ZIFA,out,outlier proportion,1,0.1,linear/probabilistic,4.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
ivis,out_0.1,0.26726315789473687,0.36,0.2776,0.09000000000000001,19,True,standard_metric_files,IVIS,IVIS,out,outlier proportion,1,0.1,metric/structure-aware,22.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
pCMF,out_0.1,0.18394736842105266,0.3008888888888889,0.1534,0.004,19,True,standard_metric_files,pCMF,pCMF,out,outlier proportion,1,0.1,linear/probabilistic,3.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
scGAE,out_0.1,0.2388421052631579,0.3424444444444445,0.19119999999999998,0.1,19,True,standard_metric_files,scGAE,scGAE,out,outlier proportion,1,0.1,deep generative/autoencoder,14.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
scGBM,out_0.1,0.639,0.6242222222222222,0.5386,0.7660000000000001,19,True,standard_metric_files,scGBM,scGBM,out,outlier proportion,1,0.1,linear/probabilistic,5.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
scScope,out_0.1,0.2562631578947368,0.32122222222222224,0.3176,0.078,19,True,standard_metric_files,scScope,scScope,out,outlier proportion,1,0.1,deep generative/autoencoder,12.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
scvis,out_0.1,0.2707894736842105,0.2853333333333333,0.34140000000000004,0.174,19,True,standard_metric_files,scvis,scvis,out,outlier proportion,1,0.1,deep generative/autoencoder,9.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
tGPLVM,out_0.1,0.678,0.6404444444444445,0.5276,0.8960000000000001,19,True,standard_metric_files,tGPLVM,tGPLVM,out,outlier proportion,1,0.1,linear/probabilistic,7.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
DRA,out_0.2,0.25515789473684214,0.31488888888888883,0.33880000000000005,0.064,19,True,standard_metric_files,DRA,DRA,out,outlier proportion,2,0.2,deep generative/autoencoder,16.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
DREAM,out_0.2,0.2753157894736841,0.32855555555555555,0.3848,0.07,19,True,standard_metric_files,DREAM,DREAM,out,outlier proportion,2,0.2,deep generative/autoencoder,15.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
EDGE,out_0.2,0.6587894736842106,0.6797777777777778,0.37179999999999996,0.9079999999999998,19,True,standard_metric_files,EDGE,EDGE,out,outlier proportion,2,0.2,graph/diffusion,20.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
GLMPCA,out_0.2,0.5806315789473684,0.612888888888889,0.4112,0.692,19,True,standard_metric_files,GLMPCA,GLMPCA,out,outlier proportion,2,0.2,linear/probabilistic,2.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
PCA,out_0.2,0.6749999999999998,0.6694444444444444,0.458,0.9019999999999999,19,True,standard_metric_files,PCA,PCA,out,outlier proportion,2,0.2,linear/probabilistic,1.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
PHATE,out_0.2,0.7014210526315788,0.6781111111111111,0.45279999999999987,0.992,19,True,standard_metric_files,PHATE,PHATE,out,outlier proportion,2,0.2,graph/diffusion,19.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
PaCMAP,out_0.2,0.2738421052631579,0.3142222222222222,0.289,0.186,19,True,standard_metric_files,PaCMAP,PaCMAP,out,outlier proportion,2,0.2,metric/structure-aware,23.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
ParametricUMAP200,out_0.2,0.7005789473684211,0.6869999999999999,0.4516,0.974,19,True,standard_metric_files,Parametric UMAP 200,UMAP,out,outlier proportion,2,0.2,graph/diffusion,17.2,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
ParametricUMAP50,out_0.2,0.6967368421052631,0.6861111111111111,0.4406,0.9719999999999999,19,True,standard_metric_files,Parametric UMAP 50,UMAP,out,outlier proportion,2,0.2,graph/diffusion,17.1,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
SAUCIE,out_0.2,0.2566842105263158,0.2945555555555555,0.3672,0.078,19,True,standard_metric_files,SAUCIE,SAUCIE,out,outlier proportion,2,0.2,deep generative/autoencoder,11.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
SCDRHA,out_0.2,0.4656842105263158,0.5778888888888889,0.2774,0.45199999999999996,19,True,standard_metric_files,SCDRHA,SCDRHA,out,outlier proportion,2,0.2,deep generative/autoencoder,13.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
SIMLR,out_0.2,0.652,0.6801111111111111,0.2654,0.9879999999999999,19,True,standard_metric_files,SIMLR,SIMLR,out,outlier proportion,2,0.2,graph/diffusion,18.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
SPDR,out_0.2,0.6692105263157895,0.6996666666666667,0.3076,0.976,19,True,standard_metric_files,SPDR,SPDR,out,outlier proportion,2,0.2,graph/diffusion,21.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
SQuaD_MDS,out_0.2,0.469,0.5201111111111111,0.52,0.32599999999999996,19,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,out,outlier proportion,2,0.2,metric/structure-aware,26.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
SQuaD_MDS_hybrid,out_0.2,0.6191052631578946,0.6765555555555555,0.3268,0.808,19,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,out,outlier proportion,2,0.2,metric/structure-aware,25.1,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
SSNMDI,out_0.2,0.21510526315789472,0.31422222222222224,0.14179999999999998,0.11000000000000001,19,True,standard_metric_files,SSNMDI,SSNMDI,out,outlier proportion,2,0.2,linear/probabilistic,6.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
TSNE,out_0.2,0.6974736842105264,0.6965555555555556,0.42860000000000004,0.968,19,True,standard_metric_files,t-SNE,t-SNE,out,outlier proportion,2,0.2,metric/structure-aware,24.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
TriMap,out_0.2,0.7149473684210527,0.7012222222222222,0.47859999999999997,0.976,19,True,standard_metric_files,TriMap,TriMap,out,outlier proportion,2,0.2,metric/structure-aware,25.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
UMAP,out_0.2,0.6908421052631578,0.6858888888888888,0.4406,0.95,19,True,standard_metric_files,UMAP,UMAP,out,outlier proportion,2,0.2,graph/diffusion,17.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
VAE,out_0.2,0.6470526315789474,0.6826666666666665,0.41000000000000003,0.8200000000000001,19,True,standard_metric_files,VAE,VAE,out,outlier proportion,2,0.2,deep generative/autoencoder,8.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
ZIFA,out_0.2,0.6652631578947368,0.6608888888888889,0.4483999999999999,0.89,19,True,standard_metric_files,ZIFA,ZIFA,out,outlier proportion,2,0.2,linear/probabilistic,4.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
ivis,out_0.2,0.3763157894736842,0.4548888888888889,0.3532,0.258,19,True,standard_metric_files,IVIS,IVIS,out,outlier proportion,2,0.2,metric/structure-aware,22.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
pCMF,out_0.2,0.23036842105263156,0.31,0.25939999999999996,0.057999999999999996,19,True,standard_metric_files,pCMF,pCMF,out,outlier proportion,2,0.2,linear/probabilistic,3.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
scGAE,out_0.2,0.25878947368421046,0.3458888888888889,0.2528,0.10800000000000001,19,True,standard_metric_files,scGAE,scGAE,out,outlier proportion,2,0.2,deep generative/autoencoder,14.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
scGBM,out_0.2,0.6104736842105264,0.6294444444444446,0.45879999999999993,0.728,19,True,standard_metric_files,scGBM,scGBM,out,outlier proportion,2,0.2,linear/probabilistic,5.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
scScope,out_0.2,0.269578947368421,0.343,0.329,0.078,19,True,standard_metric_files,scScope,scScope,out,outlier proportion,2,0.2,deep generative/autoencoder,12.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
scvis,out_0.2,0.189578947368421,0.26422222222222225,0.1328,0.11200000000000002,19,True,standard_metric_files,scvis,scvis,out,outlier proportion,2,0.2,deep generative/autoencoder,9.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
tGPLVM,out_0.2,0.6967368421052631,0.683,0.43220000000000003,0.986,19,True,standard_metric_files,tGPLVM,tGPLVM,out,outlier proportion,2,0.2,linear/probabilistic,7.0,out,0.2,2000.0,3000.0,56.9,1.0,5.0,59.0,True
DRA,out_0.3,0.2537894736842105,0.3135555555555556,0.336,0.064,19,True,standard_metric_files,DRA,DRA,out,outlier proportion,3,0.3,deep generative/autoencoder,16.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
DREAM,out_0.3,0.2634736842105262,0.33133333333333337,0.32880000000000004,0.076,19,True,standard_metric_files,DREAM,DREAM,out,outlier proportion,3,0.3,deep generative/autoencoder,15.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
EDGE,out_0.3,0.6872631578947369,0.6917777777777778,0.4524,0.914,19,True,standard_metric_files,EDGE,EDGE,out,outlier proportion,3,0.3,graph/diffusion,20.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
GLMPCA,out_0.3,0.6541052631578949,0.6703333333333332,0.543,0.736,19,True,standard_metric_files,GLMPCA,GLMPCA,out,outlier proportion,3,0.3,linear/probabilistic,2.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
PCA,out_0.3,0.6719473684210526,0.6619999999999999,0.5398,0.8220000000000001,19,True,standard_metric_files,PCA,PCA,out,outlier proportion,3,0.3,linear/probabilistic,1.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
PHATE,out_0.3,0.7228421052631578,0.6912222222222222,0.5065999999999999,0.9960000000000001,19,True,standard_metric_files,PHATE,PHATE,out,outlier proportion,3,0.3,graph/diffusion,19.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
PaCMAP,out_0.3,0.26857894736842103,0.3117777777777777,0.2714,0.188,19,True,standard_metric_files,PaCMAP,PaCMAP,out,outlier proportion,3,0.3,metric/structure-aware,23.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
ParametricUMAP200,out_0.3,0.724421052631579,0.6968888888888888,0.5164,0.982,19,True,standard_metric_files,Parametric UMAP 200,UMAP,out,outlier proportion,3,0.3,graph/diffusion,17.2,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
ParametricUMAP50,out_0.3,0.7155263157894737,0.6966666666666668,0.485,0.9800000000000001,19,True,standard_metric_files,Parametric UMAP 50,UMAP,out,outlier proportion,3,0.3,graph/diffusion,17.1,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
SAUCIE,out_0.3,0.2556315789473683,0.29188888888888886,0.37,0.07600000000000001,19,True,standard_metric_files,SAUCIE,SAUCIE,out,outlier proportion,3,0.3,deep generative/autoencoder,11.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
SCDRHA,out_0.3,0.5193157894736842,0.6455555555555557,0.34540000000000004,0.466,19,True,standard_metric_files,SCDRHA,SCDRHA,out,outlier proportion,3,0.3,deep generative/autoencoder,13.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
SIMLR,out_0.3,0.6788421052631578,0.6922222222222221,0.3456,0.9879999999999999,19,True,standard_metric_files,SIMLR,SIMLR,out,outlier proportion,3,0.3,graph/diffusion,18.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
SPDR,out_0.3,0.6863684210526316,0.7115555555555556,0.34940000000000004,0.9780000000000001,19,True,standard_metric_files,SPDR,SPDR,out,outlier proportion,3,0.3,graph/diffusion,21.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
SQuaD_MDS,out_0.3,0.5111052631578946,0.5412222222222222,0.616,0.352,19,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,out,outlier proportion,3,0.3,metric/structure-aware,26.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
SQuaD_MDS_hybrid,out_0.3,0.6894736842105262,0.6926666666666667,0.5551999999999999,0.818,19,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,out,outlier proportion,3,0.3,metric/structure-aware,25.1,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
SSNMDI,out_0.3,0.2517894736842105,0.30766666666666664,0.289,0.11399999999999999,19,True,standard_metric_files,SSNMDI,SSNMDI,out,outlier proportion,3,0.3,linear/probabilistic,6.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
TSNE,out_0.3,0.6708421052631579,0.7094444444444444,0.3022,0.97,19,True,standard_metric_files,t-SNE,t-SNE,out,outlier proportion,3,0.3,metric/structure-aware,24.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
TriMap,out_0.3,0.6927894736842106,0.7123333333333333,0.37239999999999995,0.9780000000000001,19,True,standard_metric_files,TriMap,TriMap,out,outlier proportion,3,0.3,metric/structure-aware,25.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
UMAP,out_0.3,0.7212105263157895,0.6961111111111111,0.5256,0.9620000000000001,19,True,standard_metric_files,UMAP,UMAP,out,outlier proportion,3,0.3,graph/diffusion,17.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
VAE,out_0.3,0.6272105263157894,0.6973333333333334,0.2822,0.8459999999999999,19,True,standard_metric_files,VAE,VAE,out,outlier proportion,3,0.3,deep generative/autoencoder,8.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
ZIFA,out_0.3,0.6708421052631579,0.6621111111111111,0.5334,0.8240000000000001,19,True,standard_metric_files,ZIFA,ZIFA,out,outlier proportion,3,0.3,linear/probabilistic,4.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
ivis,out_0.3,0.33352631578947367,0.4282222222222222,0.30460000000000004,0.19200000000000003,19,True,standard_metric_files,IVIS,IVIS,out,outlier proportion,3,0.3,metric/structure-aware,22.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
pCMF,out_0.3,0.21663157894736845,0.30833333333333335,0.24219999999999997,0.026000000000000002,19,True,standard_metric_files,pCMF,pCMF,out,outlier proportion,3,0.3,linear/probabilistic,3.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
scGAE,out_0.3,0.24515789473684207,0.3244444444444444,0.24159999999999998,0.10600000000000001,19,True,standard_metric_files,scGAE,scGAE,out,outlier proportion,3,0.3,deep generative/autoencoder,14.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
scGBM,out_0.3,0.650157894736842,0.65,0.5186,0.7820000000000001,19,True,standard_metric_files,scGBM,scGBM,out,outlier proportion,3,0.3,linear/probabilistic,5.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
scScope,out_0.3,0.25057894736842096,0.34344444444444444,0.25,0.084,19,True,standard_metric_files,scScope,scScope,out,outlier proportion,3,0.3,deep generative/autoencoder,12.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
scvis,out_0.3,0.21005263157894735,0.2996666666666667,0.1528,0.10600000000000001,19,True,standard_metric_files,scvis,scvis,out,outlier proportion,3,0.3,deep generative/autoencoder,9.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
tGPLVM,out_0.3,0.7068947368421052,0.6811111111111111,0.5402,0.9199999999999999,19,True,standard_metric_files,tGPLVM,tGPLVM,out,outlier proportion,3,0.3,linear/probabilistic,7.0,out,0.3,2000.0,3000.0,54.8,1.0,5.0,61.0,True
DRA,out_0.4,0.21831578947368424,0.3141111111111112,0.2002,0.064,19,True,standard_metric_files,DRA,DRA,out,outlier proportion,4,0.4,deep generative/autoencoder,16.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
DREAM,out_0.4,0.2964736842105264,0.3775555555555556,0.30500000000000005,0.142,19,True,standard_metric_files,DREAM,DREAM,out,outlier proportion,4,0.4,deep generative/autoencoder,15.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
EDGE,out_0.4,0.6925263157894737,0.6952222222222222,0.44820000000000004,0.932,19,True,standard_metric_files,EDGE,EDGE,out,outlier proportion,4,0.4,graph/diffusion,20.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
GLMPCA,out_0.4,0.6888421052631578,0.6908888888888888,0.4840000000000001,0.89,19,True,standard_metric_files,GLMPCA,GLMPCA,out,outlier proportion,4,0.4,linear/probabilistic,2.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
PCA,out_0.4,0.6777368421052631,0.6688888888888889,0.5493999999999999,0.8220000000000001,19,True,standard_metric_files,PCA,PCA,out,outlier proportion,4,0.4,linear/probabilistic,1.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
PHATE,out_0.4,0.7114210526315791,0.6914444444444444,0.4648,0.994,19,True,standard_metric_files,PHATE,PHATE,out,outlier proportion,4,0.4,graph/diffusion,19.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
PaCMAP,out_0.4,0.27457894736842103,0.3135555555555556,0.29300000000000004,0.186,19,True,standard_metric_files,PaCMAP,PaCMAP,out,outlier proportion,4,0.4,metric/structure-aware,23.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
ParametricUMAP200,out_0.4,0.7393157894736841,0.6982222222222222,0.5666,0.986,19,True,standard_metric_files,Parametric UMAP 200,UMAP,out,outlier proportion,4,0.4,graph/diffusion,17.2,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
ParametricUMAP50,out_0.4,0.714,0.697888888888889,0.4709999999999999,0.986,19,True,standard_metric_files,Parametric UMAP 50,UMAP,out,outlier proportion,4,0.4,graph/diffusion,17.1,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
SAUCIE,out_0.4,0.2568421052631579,0.2825555555555555,0.39139999999999997,0.076,19,True,standard_metric_files,SAUCIE,SAUCIE,out,outlier proportion,4,0.4,deep generative/autoencoder,11.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
SCDRHA,out_0.4,0.5587368421052631,0.6237777777777778,0.40040000000000003,0.6000000000000001,19,True,standard_metric_files,SCDRHA,SCDRHA,out,outlier proportion,4,0.4,deep generative/autoencoder,13.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
SIMLR,out_0.4,0.7436315789473684,0.6944444444444443,0.5898,0.986,19,True,standard_metric_files,SIMLR,SIMLR,out,outlier proportion,4,0.4,graph/diffusion,18.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
SPDR,out_0.4,0.6903157894736842,0.7142222222222222,0.35960000000000003,0.9780000000000001,19,True,standard_metric_files,SPDR,SPDR,out,outlier proportion,4,0.4,graph/diffusion,21.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
SQuaD_MDS,out_0.4,0.5147894736842105,0.5399999999999999,0.6502,0.33399999999999996,19,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,out,outlier proportion,4,0.4,metric/structure-aware,26.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
SQuaD_MDS_hybrid,out_0.4,0.6830526315789474,0.7015555555555556,0.44480000000000003,0.8879999999999999,19,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,out,outlier proportion,4,0.4,metric/structure-aware,25.1,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
SSNMDI,out_0.4,0.2238421052631579,0.3093333333333333,0.17980000000000002,0.11400000000000002,19,True,standard_metric_files,SSNMDI,SSNMDI,out,outlier proportion,4,0.4,linear/probabilistic,6.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
TSNE,out_0.4,0.7123684210526315,0.7111111111111111,0.45899999999999996,0.968,19,True,standard_metric_files,t-SNE,t-SNE,out,outlier proportion,4,0.4,metric/structure-aware,24.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
TriMap,out_0.4,0.7371578947368421,0.714,0.5399999999999999,0.976,19,True,standard_metric_files,TriMap,TriMap,out,outlier proportion,4,0.4,metric/structure-aware,25.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
UMAP,out_0.4,0.6958947368421053,0.6962222222222221,0.4151999999999999,0.976,19,True,standard_metric_files,UMAP,UMAP,out,outlier proportion,4,0.4,graph/diffusion,17.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
VAE,out_0.4,0.6699999999999999,0.6992222222222222,0.42939999999999995,0.858,19,True,standard_metric_files,VAE,VAE,out,outlier proportion,4,0.4,deep generative/autoencoder,8.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
ZIFA,out_0.4,0.6860000000000002,0.6642222222222223,0.5372,0.874,19,True,standard_metric_files,ZIFA,ZIFA,out,outlier proportion,4,0.4,linear/probabilistic,4.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
ivis,out_0.4,0.5434736842105264,0.5713333333333334,0.39280000000000004,0.644,19,True,standard_metric_files,IVIS,IVIS,out,outlier proportion,4,0.4,metric/structure-aware,22.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
pCMF,out_0.4,0.21726315789473685,0.3098888888888889,0.2238,0.044,19,True,standard_metric_files,pCMF,pCMF,out,outlier proportion,4,0.4,linear/probabilistic,3.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
scGAE,out_0.4,0.24984210526315795,0.293,0.32399999999999995,0.098,19,True,standard_metric_files,scGAE,scGAE,out,outlier proportion,4,0.4,deep generative/autoencoder,14.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
scGBM,out_0.4,0.6612631578947369,0.6546666666666667,0.5424,0.792,19,True,standard_metric_files,scGBM,scGBM,out,outlier proportion,4,0.4,linear/probabilistic,5.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
scScope,out_0.4,0.2672105263157894,0.3443333333333334,0.3116,0.084,19,True,standard_metric_files,scScope,scScope,out,outlier proportion,4,0.4,deep generative/autoencoder,12.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
scvis,out_0.4,0.227578947368421,0.2697777777777778,0.2692,0.11000000000000001,19,True,standard_metric_files,scvis,scvis,out,outlier proportion,4,0.4,deep generative/autoencoder,9.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
tGPLVM,out_0.4,0.5733157894736842,0.5917777777777778,0.4614,0.6519999999999999,19,True,standard_metric_files,tGPLVM,tGPLVM,out,outlier proportion,4,0.4,linear/probabilistic,7.0,out,0.4,2000.0,3000.0,49.2,1.0,5.0,66.0,True
DRA,out_0.5,0.25694736842105265,0.3138888888888889,0.34739999999999993,0.064,19,True,standard_metric_files,DRA,DRA,out,outlier proportion,5,0.5,deep generative/autoencoder,16.0,out,0.5,2000.0,3000.0,42.9,1.0,5.0,71.0,True
DREAM,out_0.5,0.3652631578947368,0.44011111111111106,0.3718,0.22399999999999998,19,True,standard_metric_files,DREAM,DREAM,out,outlier proportion,5,0.5,deep generative/autoencoder,15.0,out,0.5,2000.0,3000.0,42.9,1.0,5.0,71.0,True
EDGE,out_0.5,0.7284736842105263,0.7022222222222223,0.5741999999999999,0.93,19,True,standard_metric_files,EDGE,EDGE,out,outlier proportion,5,0.5,graph/diffusion,20.0,out,0.5,2000.0,3000.0,42.9,1.0,5.0,71.0,True
GLMPCA,out_0.5,0.6799473684210527,0.674,0.5646,0.806,19,True,standard_metric_files,GLMPCA,GLMPCA,out,outlier proportion,5,0.5,linear/probabilistic,2.0,out,0.5,2000.0,3000.0,42.9,1.0,5.0,71.0,True
PCA,out_0.5,0.692421052631579,0.6721111111111111,0.5994,0.8220000000000001,19,True,standard_metric_files,PCA,PCA,out,outlier proportion,5,0.5,linear/probabilistic,1.0,out,0.5,2000.0,3000.0,42.9,1.0,5.0,71.0,True
PHATE,out_0.5,0.7517894736842106,0.6991111111111111,0.6024,0.9960000000000001,19,True,standard_metric_files,PHATE,PHATE,out,outlier proportion,5,0.5,graph/diffusion,19.0,out,0.5,2000.0,3000.0,42.9,1.0,5.0,71.0,True
PaCMAP,out_0.5,0.2646842105263158,0.31522222222222224,0.2504,0.188,19,True,standard_metric_files,PaCMAP,PaCMAP,out,outlier proportion,5,0.5,metric/structure-aware,23.0,out,0.5,2000.0,3000.0,42.9,1.0,5.0,71.0,True
