method_raw,value,method_id,parent_method,dataset_category,dataset_id,clustering_algorithm,metric,source_file
PCA,0.63,PCA,PCA,simulate,cell_500,spectral,ARI,metric\cluster\simulate\cell_500\indicators\spectral_ARI.csv
PHATE,1.0,PHATE,PHATE,simulate,cell_500,spectral,ARI,metric\cluster\simulate\cell_500\indicators\spectral_ARI.csv
ivis,0.09,IVIS,IVIS,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
scGAE,0.02,scGAE,scGAE,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
scGBM,0.78,scGBM,scGBM,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
SPDR,0.87,SPDR,SPDR,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
pCMF,0.01,pCMF,pCMF,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
SQuaD_MDS_hybrid,0.32,SQuaD-MDS hybrid,SQuaD-MDS,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
SCDRHA,0.64,SCDRHA,SCDRHA,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
TSNE,0.87,t-SNE,t-SNE,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
UMAP,0.91,UMAP,UMAP,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
VAE,0.89,VAE,VAE,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
DREAM,0.08,DREAM,DREAM,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
ZIFA,0.75,ZIFA,ZIFA,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
SSNMDI,0.01,SSNMDI,SSNMDI,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
tGPLVM,0.79,tGPLVM,tGPLVM,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
SQuaD_MDS,0.29,SQuaD-MDS,SQuaD-MDS,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
GLMPCA,0.77,GLMPCA,GLMPCA,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
PaCMAP,0.01,PaCMAP,PaCMAP,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
ParametricUMAP200,0.95,Parametric UMAP 200,UMAP,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
scScope,0.01,scScope,scScope,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
scvis,0.01,scvis,scvis,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
EDGE,0.54,EDGE,EDGE,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
TriMap,0.99,TriMap,TriMap,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
ParametricUMAP50,0.96,Parametric UMAP 50,UMAP,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
DRA,0.01,DRA,DRA,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
SIMLR,0.88,SIMLR,SIMLR,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
SAUCIE,0.02,SAUCIE,SAUCIE,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
PCA,0.77,PCA,PCA,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
PHATE,0.99,PHATE,PHATE,simulate,cell_500,spectral,COMP,metric\cluster\simulate\cell_500\indicators\spectral_COMP.csv
ivis,0.1,IVIS,IVIS,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
scGAE,0.02,scGAE,scGAE,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
scGBM,0.78,scGBM,scGBM,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
SPDR,0.86,SPDR,SPDR,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
pCMF,0.01,pCMF,pCMF,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
SQuaD_MDS_hybrid,0.33,SQuaD-MDS hybrid,SQuaD-MDS,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
SCDRHA,0.51,SCDRHA,SCDRHA,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
TSNE,0.86,t-SNE,t-SNE,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
UMAP,0.91,UMAP,UMAP,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
VAE,0.89,VAE,VAE,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
DREAM,0.08,DREAM,DREAM,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
ZIFA,0.73,ZIFA,ZIFA,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
SSNMDI,0.01,SSNMDI,SSNMDI,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
tGPLVM,0.8,tGPLVM,tGPLVM,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
SQuaD_MDS,0.3,SQuaD-MDS,SQuaD-MDS,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
GLMPCA,0.78,GLMPCA,GLMPCA,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
PaCMAP,0.01,PaCMAP,PaCMAP,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
ParametricUMAP200,0.94,Parametric UMAP 200,UMAP,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
scScope,0.01,scScope,scScope,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
scvis,0.01,scvis,scvis,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
EDGE,0.55,EDGE,EDGE,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
TriMap,0.99,TriMap,TriMap,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
ParametricUMAP50,0.96,Parametric UMAP 50,UMAP,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
DRA,0.01,DRA,DRA,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
SIMLR,0.85,SIMLR,SIMLR,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
SAUCIE,0.02,SAUCIE,SAUCIE,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
PCA,0.75,PCA,PCA,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
PHATE,0.99,PHATE,PHATE,simulate,cell_500,spectral,HOMO,metric\cluster\simulate\cell_500\indicators\spectral_HOMO.csv
ivis,0.09,IVIS,IVIS,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
scGAE,0.02,scGAE,scGAE,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
scGBM,0.78,scGBM,scGBM,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
SPDR,0.86,SPDR,SPDR,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
pCMF,0.01,pCMF,pCMF,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
SQuaD_MDS_hybrid,0.33,SQuaD-MDS hybrid,SQuaD-MDS,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
SCDRHA,0.57,SCDRHA,SCDRHA,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
TSNE,0.86,t-SNE,t-SNE,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
UMAP,0.91,UMAP,UMAP,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
VAE,0.89,VAE,VAE,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
DREAM,0.08,DREAM,DREAM,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
ZIFA,0.74,ZIFA,ZIFA,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
SSNMDI,0.01,SSNMDI,SSNMDI,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
tGPLVM,0.79,tGPLVM,tGPLVM,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
SQuaD_MDS,0.29,SQuaD-MDS,SQuaD-MDS,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
GLMPCA,0.78,GLMPCA,GLMPCA,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
PaCMAP,0.01,PaCMAP,PaCMAP,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
ParametricUMAP200,0.95,Parametric UMAP 200,UMAP,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
scScope,0.01,scScope,scScope,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
scvis,0.01,scvis,scvis,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
EDGE,0.55,EDGE,EDGE,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
TriMap,0.99,TriMap,TriMap,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
ParametricUMAP50,0.96,Parametric UMAP 50,UMAP,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
DRA,0.01,DRA,DRA,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
SIMLR,0.86,SIMLR,SIMLR,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
SAUCIE,0.02,SAUCIE,SAUCIE,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
PCA,0.76,PCA,PCA,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
PHATE,0.99,PHATE,PHATE,simulate,cell_500,spectral,NMI,metric\cluster\simulate\cell_500\indicators\spectral_NMI.csv
ivis,0.32,IVIS,IVIS,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
scGAE,0.47,scGAE,scGAE,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
scGBM,0.52,scGBM,scGBM,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
SPDR,0.42,SPDR,SPDR,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
pCMF,-0.18,pCMF,pCMF,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
SQuaD_MDS_hybrid,0.3,SQuaD-MDS hybrid,SQuaD-MDS,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
SCDRHA,-0.24,SCDRHA,SCDRHA,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
TSNE,0.43,t-SNE,t-SNE,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
UMAP,0.48,UMAP,UMAP,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
VAE,0.58,VAE,VAE,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
DREAM,0.29,DREAM,DREAM,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
ZIFA,0.32,ZIFA,ZIFA,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
SSNMDI,0.84,SSNMDI,SSNMDI,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
tGPLVM,0.51,tGPLVM,tGPLVM,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
SQuaD_MDS,0.33,SQuaD-MDS,SQuaD-MDS,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
GLMPCA,0.48,GLMPCA,GLMPCA,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
PaCMAP,0.45,PaCMAP,PaCMAP,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
ParametricUMAP200,0.65,Parametric UMAP 200,UMAP,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
scScope,0.34,scScope,scScope,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
scvis,0.35,scvis,scvis,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
EDGE,0.38,EDGE,EDGE,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
TriMap,0.85,TriMap,TriMap,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
ParametricUMAP50,0.66,Parametric UMAP 50,UMAP,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
DRA,0.29,DRA,DRA,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
SIMLR,0.47,SIMLR,SIMLR,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
SAUCIE,0.4,SAUCIE,SAUCIE,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
PCA,0.36,PCA,PCA,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
PHATE,0.78,PHATE,PHATE,simulate,cell_500,spectral,SIL,metric\cluster\simulate\cell_500\indicators\spectral_SIL.csv
ivis,0.68,IVIS,IVIS,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
scGAE,0.0,scGAE,scGAE,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
scGBM,0.78,scGBM,scGBM,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
SPDR,1.0,SPDR,SPDR,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
pCMF,-0.0,pCMF,pCMF,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
SQuaD_MDS_hybrid,0.79,SQuaD-MDS hybrid,SQuaD-MDS,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
SCDRHA,0.01,SCDRHA,SCDRHA,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
TSNE,1.0,t-SNE,t-SNE,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
UMAP,0.98,UMAP,UMAP,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
VAE,0.92,VAE,VAE,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
DREAM,0.02,DREAM,DREAM,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
ZIFA,0.79,ZIFA,ZIFA,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
SSNMDI,-0.0,SSNMDI,SSNMDI,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
tGPLVM,0.93,tGPLVM,tGPLVM,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
SQuaD_MDS,0.27,SQuaD-MDS,SQuaD-MDS,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
GLMPCA,0.93,GLMPCA,GLMPCA,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
PaCMAP,-0.0,PaCMAP,PaCMAP,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
ParametricUMAP200,1.0,Parametric UMAP 200,UMAP,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
scScope,0.7,scScope,scScope,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
scvis,0.01,scvis,scvis,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
EDGE,0.97,EDGE,EDGE,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
TriMap,1.0,TriMap,TriMap,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
ParametricUMAP50,1.0,Parametric UMAP 50,UMAP,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
DRA,0.0,DRA,DRA,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
SIMLR,1.0,SIMLR,SIMLR,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
SAUCIE,0.0,SAUCIE,SAUCIE,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
PCA,0.93,PCA,PCA,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
PHATE,1.0,PHATE,PHATE,simulate,cell_5k,kmeans,ARI,metric\cluster\simulate\cell_5k\indicators\kmeans_ARI.csv
ivis,0.74,IVIS,IVIS,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
scGAE,0.0,scGAE,scGAE,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
scGBM,0.86,scGBM,scGBM,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
SPDR,0.99,SPDR,SPDR,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
pCMF,0.0,pCMF,pCMF,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
SQuaD_MDS_hybrid,0.75,SQuaD-MDS hybrid,SQuaD-MDS,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
SCDRHA,0.01,SCDRHA,SCDRHA,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
TSNE,1.0,t-SNE,t-SNE,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
UMAP,0.97,UMAP,UMAP,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
VAE,0.9,VAE,VAE,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
DREAM,0.03,DREAM,DREAM,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
ZIFA,0.87,ZIFA,ZIFA,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
tGPLVM,0.9,tGPLVM,tGPLVM,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
SQuaD_MDS,0.31,SQuaD-MDS,SQuaD-MDS,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
GLMPCA,0.9,GLMPCA,GLMPCA,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
ParametricUMAP200,0.99,Parametric UMAP 200,UMAP,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
scScope,0.73,scScope,scScope,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
scvis,0.0,scvis,scvis,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
EDGE,0.95,EDGE,EDGE,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
TriMap,1.0,TriMap,TriMap,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
ParametricUMAP50,0.99,Parametric UMAP 50,UMAP,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
DRA,0.0,DRA,DRA,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
SIMLR,1.0,SIMLR,SIMLR,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
SAUCIE,0.0,SAUCIE,SAUCIE,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
PCA,0.91,PCA,PCA,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
PHATE,1.0,PHATE,PHATE,simulate,cell_5k,kmeans,COMP,metric\cluster\simulate\cell_5k\indicators\kmeans_COMP.csv
ivis,0.77,IVIS,IVIS,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
scGAE,0.0,scGAE,scGAE,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
scGBM,0.89,scGBM,scGBM,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
SPDR,0.99,SPDR,SPDR,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
pCMF,0.0,pCMF,pCMF,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
SQuaD_MDS_hybrid,0.77,SQuaD-MDS hybrid,SQuaD-MDS,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
SCDRHA,0.01,SCDRHA,SCDRHA,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
TSNE,1.0,t-SNE,t-SNE,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
UMAP,0.98,UMAP,UMAP,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
VAE,0.92,VAE,VAE,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
DREAM,0.03,DREAM,DREAM,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
ZIFA,0.9,ZIFA,ZIFA,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
tGPLVM,0.9,tGPLVM,tGPLVM,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
SQuaD_MDS,0.32,SQuaD-MDS,SQuaD-MDS,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
GLMPCA,0.9,GLMPCA,GLMPCA,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
ParametricUMAP200,1.0,Parametric UMAP 200,UMAP,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
scScope,0.76,scScope,scScope,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
scvis,0.0,scvis,scvis,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
EDGE,0.95,EDGE,EDGE,simulate,cell_5k,kmeans,HOMO,metric\cluster\simulate\cell_5k\indicators\kmeans_HOMO.csv
