method_id,knn_10,knn_30,nkr_30,aji_30,T_30,C_30,nh_30,svm,panel,random_triplet,spearman,k-nearest,centroid_distance,AUC,Qglobal,Pearson,score,rank,C_10,C_20,Mrre_false_10,Mrre_false_20,Mrre_false_30,Mrre_missing_10,Mrre_missing_20,Mrre_missing_30,T_10,T_20,aji_10,aji_20,knn_20,nh_10,nh_20,nkr_10,nkr_20,source,method_raw,parent_method,metric,value,dataset_category,dataset_id,structure_table,raw_metric_value,structure_metric_class,family,family_label,local_score,global_score,structure_mean
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,T_30,0.61,TI,parenchyme,dr2,0.61,Local,deep generative/autoencoder,deep,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,T_30,0.503,TI,parenchyme,dr2,0.503,Local,linear/probabilistic,linear,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,T_30,0.69,TI,parenchyme,dr2,0.69,Local,metric/structure-aware,metric,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,T_30,0.65,TI,parenchyme,dr2,0.65,Local,linear/probabilistic,linear,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,T_30,0.693,TI,parenchyme,dr2,0.693,Local,metric/structure-aware,metric,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,T_30,0.717,TI,parenchyme,dr2,0.717,Local,graph/diffusion,graph,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,T_30,0.663,TI,parenchyme,dr2,0.663,Local,graph/diffusion,graph,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,T_30,0.513,TI,parenchyme,dr2,0.513,Local,linear/probabilistic,linear,,,
Parametric UMAP 50,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP50,UMAP,T_30,0.668,TI,parenchyme,dr2,0.668,Local,graph/diffusion,graph,,,
Parametric UMAP 200,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP200,UMAP,T_30,0.665,TI,parenchyme,dr2,0.665,Local,graph/diffusion,graph,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,T_30,0.647,TI,parenchyme,dr2,0.647,Local,metric/structure-aware,metric,,,
SQuaD-MDS hybrid,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS_hybrid,SQuaD-MDS,T_30,0.665,TI,parenchyme,dr2,0.665,Local,metric/structure-aware,metric,,,
VASC,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VASC,VASC,C_30,0.804,TI,parenchyme,dr2,0.804,Local,deep generative/autoencoder,deep,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,C_30,0.675,TI,parenchyme,dr2,0.675,Local,linear/probabilistic,linear,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,C_30,0.505,TI,parenchyme,dr2,0.505,Local,deep generative/autoencoder,deep,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,C_30,0.721,TI,parenchyme,dr2,0.721,Local,deep generative/autoencoder,deep,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,C_30,0.883,TI,parenchyme,dr2,0.883,Local,deep generative/autoencoder,deep,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,C_30,0.547,TI,parenchyme,dr2,0.547,Local,deep generative/autoencoder,deep,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,C_30,0.831,TI,parenchyme,dr2,0.831,Local,graph/diffusion,graph,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,C_30,0.722,TI,parenchyme,dr2,0.722,Local,graph/diffusion,graph,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,C_30,0.801,TI,parenchyme,dr2,0.801,Local,linear/probabilistic,linear,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,C_30,0.849,TI,parenchyme,dr2,0.849,Local,metric/structure-aware,metric,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,C_30,0.558,TI,parenchyme,dr2,0.558,Local,metric/structure-aware,metric,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,C_30,0.688,TI,parenchyme,dr2,0.688,Local,linear/probabilistic,linear,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,C_30,0.826,TI,parenchyme,dr2,0.826,Local,graph/diffusion,graph,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,C_30,0.633,TI,parenchyme,dr2,0.633,Local,deep generative/autoencoder,deep,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,C_30,0.725,TI,parenchyme,dr2,0.725,Local,deep generative/autoencoder,deep,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,C_30,0.524,TI,parenchyme,dr2,0.524,Local,deep generative/autoencoder,deep,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,C_30,0.797,TI,parenchyme,dr2,0.797,Local,linear/probabilistic,linear,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,C_30,0.416,TI,parenchyme,dr2,0.416,Local,deep generative/autoencoder,deep,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,C_30,0.527,TI,parenchyme,dr2,0.527,Local,linear/probabilistic,linear,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,C_30,0.831,TI,parenchyme,dr2,0.831,Local,metric/structure-aware,metric,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,C_30,0.821,TI,parenchyme,dr2,0.821,Local,linear/probabilistic,linear,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,C_30,0.823,TI,parenchyme,dr2,0.823,Local,metric/structure-aware,metric,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,C_30,0.841,TI,parenchyme,dr2,0.841,Local,graph/diffusion,graph,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,C_30,0.752,TI,parenchyme,dr2,0.752,Local,graph/diffusion,graph,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,C_30,0.492,TI,parenchyme,dr2,0.492,Local,linear/probabilistic,linear,,,
Parametric UMAP 50,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP50,UMAP,C_30,0.837,TI,parenchyme,dr2,0.837,Local,graph/diffusion,graph,,,
Parametric UMAP 200,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP200,UMAP,C_30,0.83,TI,parenchyme,dr2,0.83,Local,graph/diffusion,graph,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,C_30,0.822,TI,parenchyme,dr2,0.822,Local,metric/structure-aware,metric,,,
SQuaD-MDS hybrid,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS_hybrid,SQuaD-MDS,C_30,0.842,TI,parenchyme,dr2,0.842,Local,metric/structure-aware,metric,,,
VASC,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VASC,VASC,Pearson,0.282,TI,parenchyme,dr3,0.282,Global,deep generative/autoencoder,deep,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,Pearson,0.801,TI,parenchyme,dr3,0.801,Global,linear/probabilistic,linear,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,Pearson,-0.004,TI,parenchyme,dr3,-0.004,Global,deep generative/autoencoder,deep,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,Pearson,0.329,TI,parenchyme,dr3,0.329,Global,deep generative/autoencoder,deep,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,Pearson,0.399,TI,parenchyme,dr3,0.399,Global,deep generative/autoencoder,deep,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,Pearson,0.107,TI,parenchyme,dr3,0.107,Global,deep generative/autoencoder,deep,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,Pearson,0.161,TI,parenchyme,dr3,0.161,Global,graph/diffusion,graph,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,Pearson,0.119,TI,parenchyme,dr3,0.119,Global,graph/diffusion,graph,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,Pearson,0.17,TI,parenchyme,dr3,0.17,Global,linear/probabilistic,linear,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,Pearson,0.218,TI,parenchyme,dr3,0.218,Global,metric/structure-aware,metric,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,Pearson,0.028,TI,parenchyme,dr3,0.028,Global,metric/structure-aware,metric,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,Pearson,0.395,TI,parenchyme,dr3,0.395,Global,linear/probabilistic,linear,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,Pearson,0.116,TI,parenchyme,dr3,0.116,Global,graph/diffusion,graph,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,Pearson,0.605,TI,parenchyme,dr3,0.605,Global,deep generative/autoencoder,deep,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,Pearson,0.563,TI,parenchyme,dr3,0.563,Global,deep generative/autoencoder,deep,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,Pearson,0.256,TI,parenchyme,dr3,0.256,Global,deep generative/autoencoder,deep,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,Pearson,0.163,TI,parenchyme,dr3,0.163,Global,linear/probabilistic,linear,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,Pearson,0.275,TI,parenchyme,dr3,0.275,Global,deep generative/autoencoder,deep,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,Pearson,0.058,TI,parenchyme,dr3,0.058,Global,linear/probabilistic,linear,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,Pearson,0.274,TI,parenchyme,dr3,0.274,Global,metric/structure-aware,metric,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,Pearson,0.671,TI,parenchyme,dr3,0.671,Global,linear/probabilistic,linear,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,Pearson,0.253,TI,parenchyme,dr3,0.253,Global,metric/structure-aware,metric,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,Pearson,0.205,TI,parenchyme,dr3,0.205,Global,graph/diffusion,graph,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,Pearson,0.449,TI,parenchyme,dr3,0.449,Global,graph/diffusion,graph,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,Pearson,-0.008,TI,parenchyme,dr3,-0.008,Global,linear/probabilistic,linear,,,
Parametric UMAP 50,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP50,UMAP,Pearson,0.217,TI,parenchyme,dr3,0.217,Global,graph/diffusion,graph,,,
Parametric UMAP 200,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP200,UMAP,Pearson,0.221,TI,parenchyme,dr3,0.221,Global,graph/diffusion,graph,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,Pearson,0.822,TI,parenchyme,dr3,0.822,Global,metric/structure-aware,metric,,,
SQuaD-MDS hybrid,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS_hybrid,SQuaD-MDS,Pearson,0.297,TI,parenchyme,dr3,0.297,Global,metric/structure-aware,metric,,,
VASC,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VASC,VASC,nh_30,0.828,TI,parenchyme,dr3,0.828,Local,deep generative/autoencoder,deep,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,nh_30,0.641,TI,parenchyme,dr3,0.641,Local,linear/probabilistic,linear,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,nh_30,0.237,TI,parenchyme,dr3,0.237,Local,deep generative/autoencoder,deep,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,nh_30,0.588,TI,parenchyme,dr3,0.588,Local,deep generative/autoencoder,deep,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,nh_30,0.785,TI,parenchyme,dr3,0.785,Local,deep generative/autoencoder,deep,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,nh_30,0.259,TI,parenchyme,dr3,0.259,Local,deep generative/autoencoder,deep,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,nh_30,0.766,TI,parenchyme,dr3,0.766,Local,graph/diffusion,graph,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,nh_30,0.635,TI,parenchyme,dr3,0.635,Local,graph/diffusion,graph,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,nh_30,0.837,TI,parenchyme,dr3,0.837,Local,linear/probabilistic,linear,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,nh_30,0.809,TI,parenchyme,dr3,0.809,Local,metric/structure-aware,metric,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,nh_30,0.242,TI,parenchyme,dr3,0.242,Local,metric/structure-aware,metric,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,nh_30,0.341,TI,parenchyme,dr3,0.341,Local,linear/probabilistic,linear,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,nh_30,0.82,TI,parenchyme,dr3,0.82,Local,graph/diffusion,graph,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,nh_30,0.313,TI,parenchyme,dr3,0.313,Local,deep generative/autoencoder,deep,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,nh_30,0.619,TI,parenchyme,dr3,0.619,Local,deep generative/autoencoder,deep,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,nh_30,0.509,TI,parenchyme,dr3,0.509,Local,deep generative/autoencoder,deep,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,nh_30,0.843,TI,parenchyme,dr3,0.843,Local,linear/probabilistic,linear,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,nh_30,0.507,TI,parenchyme,dr3,0.507,Local,deep generative/autoencoder,deep,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,nh_30,0.241,TI,parenchyme,dr3,0.241,Local,linear/probabilistic,linear,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,nh_30,0.803,TI,parenchyme,dr3,0.803,Local,metric/structure-aware,metric,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,nh_30,0.693,TI,parenchyme,dr3,0.693,Local,linear/probabilistic,linear,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,nh_30,0.846,TI,parenchyme,dr3,0.846,Local,metric/structure-aware,metric,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,nh_30,0.81,TI,parenchyme,dr3,0.81,Local,graph/diffusion,graph,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,nh_30,0.797,TI,parenchyme,dr3,0.797,Local,graph/diffusion,graph,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,nh_30,0.252,TI,parenchyme,dr3,0.252,Local,linear/probabilistic,linear,,,
Parametric UMAP 50,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP50,UMAP,nh_30,0.783,TI,parenchyme,dr3,0.783,Local,graph/diffusion,graph,,,
Parametric UMAP 200,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ParametricUMAP200,UMAP,nh_30,0.764,TI,parenchyme,dr3,0.764,Local,graph/diffusion,graph,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,nh_30,0.625,TI,parenchyme,dr3,0.625,Local,metric/structure-aware,metric,,,
SQuaD-MDS hybrid,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS_hybrid,SQuaD-MDS,nh_30,0.763,TI,parenchyme,dr3,0.763,Local,metric/structure-aware,metric,,,
VASC,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VASC,VASC,aji_30,0.08,TI,phagocyte,dr1,0.08,Local,deep generative/autoencoder,deep,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,aji_30,0.067,TI,phagocyte,dr1,0.067,Local,linear/probabilistic,linear,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,aji_30,0.023,TI,phagocyte,dr1,0.023,Local,deep generative/autoencoder,deep,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,aji_30,0.052,TI,phagocyte,dr1,0.052,Local,deep generative/autoencoder,deep,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,aji_30,0.121,TI,phagocyte,dr1,0.121,Local,deep generative/autoencoder,deep,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,aji_30,0.044,TI,phagocyte,dr1,0.044,Local,deep generative/autoencoder,deep,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,aji_30,0.091,TI,phagocyte,dr1,0.091,Local,graph/diffusion,graph,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,aji_30,0.081,TI,phagocyte,dr1,0.081,Local,graph/diffusion,graph,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,aji_30,0.081,TI,phagocyte,dr1,0.081,Local,linear/probabilistic,linear,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,aji_30,0.073,TI,phagocyte,dr1,0.073,Local,metric/structure-aware,metric,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,aji_30,0.026,TI,phagocyte,dr1,0.026,Local,metric/structure-aware,metric,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,aji_30,0.048,TI,phagocyte,dr1,0.048,Local,linear/probabilistic,linear,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,aji_30,0.095,TI,phagocyte,dr1,0.095,Local,graph/diffusion,graph,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,aji_30,0.035,TI,phagocyte,dr1,0.035,Local,deep generative/autoencoder,deep,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,aji_30,0.084,TI,phagocyte,dr1,0.084,Local,deep generative/autoencoder,deep,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,aji_30,0.066,TI,phagocyte,dr1,0.066,Local,deep generative/autoencoder,deep,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,aji_30,0.084,TI,phagocyte,dr1,0.084,Local,linear/probabilistic,linear,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,aji_30,0.061,TI,phagocyte,dr1,0.061,Local,deep generative/autoencoder,deep,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,aji_30,0.023,TI,phagocyte,dr1,0.023,Local,linear/probabilistic,linear,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,aji_30,0.098,TI,phagocyte,dr1,0.098,Local,metric/structure-aware,metric,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,aji_30,0.078,TI,phagocyte,dr1,0.078,Local,linear/probabilistic,linear,,,
