method_raw,value,method_id,parent_method,dataset_category,dataset_id,clustering_algorithm,metric,family
scvis,0.43,scvis,scvis,SIMLR,Usoskin,kmeans,HOMO,deep
EDGE,0.61,EDGE,EDGE,SIMLR,Usoskin,kmeans,HOMO,graph
TriMap,0.85,TriMap,TriMap,SIMLR,Usoskin,kmeans,HOMO,metric
ParametricUMAP50,0.62,Parametric UMAP 50,UMAP,SIMLR,Usoskin,kmeans,HOMO,graph
DRA,0.0,DRA,DRA,SIMLR,Usoskin,kmeans,HOMO,deep
SIMLR,0.89,SIMLR,SIMLR,SIMLR,Usoskin,kmeans,HOMO,graph
SAUCIE,0.04,SAUCIE,SAUCIE,SIMLR,Usoskin,kmeans,HOMO,deep
PCA,0.45,PCA,PCA,SIMLR,Usoskin,kmeans,HOMO,linear
PHATE,0.86,PHATE,PHATE,SIMLR,Usoskin,kmeans,HOMO,graph
ivis,0.5,IVIS,IVIS,SIMLR,Usoskin,kmeans,NMI,metric
scGAE,0.15,scGAE,scGAE,SIMLR,Usoskin,kmeans,NMI,deep
VASC,0.42,VASC,VASC,SIMLR,Usoskin,kmeans,NMI,deep
scGBM,0.69,scGBM,scGBM,SIMLR,Usoskin,kmeans,NMI,linear
SPDR,0.88,SPDR,SPDR,SIMLR,Usoskin,kmeans,NMI,graph
pCMF,0.01,pCMF,pCMF,SIMLR,Usoskin,kmeans,NMI,linear
SQuaD_MDS_hybrid,0.52,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Usoskin,kmeans,NMI,metric
SCDRHA,0.55,SCDRHA,SCDRHA,SIMLR,Usoskin,kmeans,NMI,deep
TSNE,0.67,t-SNE,t-SNE,SIMLR,Usoskin,kmeans,NMI,metric
UMAP,0.63,UMAP,UMAP,SIMLR,Usoskin,kmeans,NMI,graph
VAE,0.09,VAE,VAE,SIMLR,Usoskin,kmeans,NMI,deep
DREAM,0.73,DREAM,DREAM,SIMLR,Usoskin,kmeans,NMI,deep
ZIFA,0.46,ZIFA,ZIFA,SIMLR,Usoskin,kmeans,NMI,linear
SSNMDI,0.36,SSNMDI,SSNMDI,SIMLR,Usoskin,kmeans,NMI,linear
tGPLVM,0.42,tGPLVM,tGPLVM,SIMLR,Usoskin,kmeans,NMI,linear
SQuaD_MDS,0.36,SQuaD-MDS,SQuaD-MDS,SIMLR,Usoskin,kmeans,NMI,metric
GLMPCA,0.7,GLMPCA,GLMPCA,SIMLR,Usoskin,kmeans,NMI,linear
PaCMAP,0.51,PaCMAP,PaCMAP,SIMLR,Usoskin,kmeans,NMI,metric
ParametricUMAP200,0.59,Parametric UMAP 200,UMAP,SIMLR,Usoskin,kmeans,NMI,graph
scScope,0.08,scScope,scScope,SIMLR,Usoskin,kmeans,NMI,deep
scvis,0.52,scvis,scvis,SIMLR,Usoskin,kmeans,NMI,deep
EDGE,0.6,EDGE,EDGE,SIMLR,Usoskin,kmeans,NMI,graph
TriMap,0.87,TriMap,TriMap,SIMLR,Usoskin,kmeans,NMI,metric
ParametricUMAP50,0.61,Parametric UMAP 50,UMAP,SIMLR,Usoskin,kmeans,NMI,graph
DRA,0.0,DRA,DRA,SIMLR,Usoskin,kmeans,NMI,deep
SIMLR,0.89,SIMLR,SIMLR,SIMLR,Usoskin,kmeans,NMI,graph
SAUCIE,0.04,SAUCIE,SAUCIE,SIMLR,Usoskin,kmeans,NMI,deep
PCA,0.44,PCA,PCA,SIMLR,Usoskin,kmeans,NMI,linear
PHATE,0.87,PHATE,PHATE,SIMLR,Usoskin,kmeans,NMI,graph
ivis,0.38,IVIS,IVIS,SIMLR,Usoskin,kmeans,SIL,metric
scGAE,0.51,scGAE,scGAE,SIMLR,Usoskin,kmeans,SIL,deep
VASC,0.4,VASC,VASC,SIMLR,Usoskin,kmeans,SIL,deep
scGBM,0.55,scGBM,scGBM,SIMLR,Usoskin,kmeans,SIL,linear
SPDR,0.74,SPDR,SPDR,SIMLR,Usoskin,kmeans,SIL,graph
pCMF,0.63,pCMF,pCMF,SIMLR,Usoskin,kmeans,SIL,linear
SQuaD_MDS_hybrid,0.44,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Usoskin,kmeans,SIL,metric
SCDRHA,0.51,SCDRHA,SCDRHA,SIMLR,Usoskin,kmeans,SIL,deep
TSNE,0.51,t-SNE,t-SNE,SIMLR,Usoskin,kmeans,SIL,metric
UMAP,0.54,UMAP,UMAP,SIMLR,Usoskin,kmeans,SIL,graph
VAE,0.55,VAE,VAE,SIMLR,Usoskin,kmeans,SIL,deep
DREAM,0.41,DREAM,DREAM,SIMLR,Usoskin,kmeans,SIL,deep
ZIFA,0.45,ZIFA,ZIFA,SIMLR,Usoskin,kmeans,SIL,linear
SSNMDI,0.66,SSNMDI,SSNMDI,SIMLR,Usoskin,kmeans,SIL,linear
tGPLVM,0.48,tGPLVM,tGPLVM,SIMLR,Usoskin,kmeans,SIL,linear
SQuaD_MDS,0.33,SQuaD-MDS,SQuaD-MDS,SIMLR,Usoskin,kmeans,SIL,metric
GLMPCA,0.55,GLMPCA,GLMPCA,SIMLR,Usoskin,kmeans,SIL,linear
PaCMAP,0.65,PaCMAP,PaCMAP,SIMLR,Usoskin,kmeans,SIL,metric
ParametricUMAP200,0.56,Parametric UMAP 200,UMAP,SIMLR,Usoskin,kmeans,SIL,graph
scScope,0.49,scScope,scScope,SIMLR,Usoskin,kmeans,SIL,deep
scvis,0.66,scvis,scvis,SIMLR,Usoskin,kmeans,SIL,deep
EDGE,0.64,EDGE,EDGE,SIMLR,Usoskin,kmeans,SIL,graph
TriMap,0.66,TriMap,TriMap,SIMLR,Usoskin,kmeans,SIL,metric
ParametricUMAP50,0.55,Parametric UMAP 50,UMAP,SIMLR,Usoskin,kmeans,SIL,graph
DRA,0.44,DRA,DRA,SIMLR,Usoskin,kmeans,SIL,deep
SIMLR,0.72,SIMLR,SIMLR,SIMLR,Usoskin,kmeans,SIL,graph
SAUCIE,0.5,SAUCIE,SAUCIE,SIMLR,Usoskin,kmeans,SIL,deep
PCA,0.44,PCA,PCA,SIMLR,Usoskin,kmeans,SIL,linear
PHATE,0.71,PHATE,PHATE,SIMLR,Usoskin,kmeans,SIL,graph
ivis,0.23,IVIS,IVIS,SIMLR,Usoskin,louvain,ARI,metric
scGAE,0.11,scGAE,scGAE,SIMLR,Usoskin,louvain,ARI,deep
VASC,0.27,VASC,VASC,SIMLR,Usoskin,louvain,ARI,deep
scGBM,0.36,scGBM,scGBM,SIMLR,Usoskin,louvain,ARI,linear
SPDR,0.32,SPDR,SPDR,SIMLR,Usoskin,louvain,ARI,graph
pCMF,0.0,pCMF,pCMF,SIMLR,Usoskin,louvain,ARI,linear
SQuaD_MDS_hybrid,0.25,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Usoskin,louvain,ARI,metric
SCDRHA,0.26,SCDRHA,SCDRHA,SIMLR,Usoskin,louvain,ARI,deep
TSNE,0.31,t-SNE,t-SNE,SIMLR,Usoskin,louvain,ARI,metric
UMAP,0.26,UMAP,UMAP,SIMLR,Usoskin,louvain,ARI,graph
VAE,0.06,VAE,VAE,SIMLR,Usoskin,louvain,ARI,deep
DREAM,0.32,DREAM,DREAM,SIMLR,Usoskin,louvain,ARI,deep
ZIFA,0.2,ZIFA,ZIFA,SIMLR,Usoskin,louvain,ARI,linear
SSNMDI,0.15,SSNMDI,SSNMDI,SIMLR,Usoskin,louvain,ARI,linear
tGPLVM,0.16,tGPLVM,tGPLVM,SIMLR,Usoskin,louvain,ARI,linear
SQuaD_MDS,0.21,SQuaD-MDS,SQuaD-MDS,SIMLR,Usoskin,louvain,ARI,metric
GLMPCA,0.35,GLMPCA,GLMPCA,SIMLR,Usoskin,louvain,ARI,linear
PaCMAP,0.19,PaCMAP,PaCMAP,SIMLR,Usoskin,louvain,ARI,metric
ParametricUMAP200,0.25,Parametric UMAP 200,UMAP,SIMLR,Usoskin,louvain,ARI,graph
scScope,0.03,scScope,scScope,SIMLR,Usoskin,louvain,ARI,deep
scvis,0.19,scvis,scvis,SIMLR,Usoskin,louvain,ARI,deep
EDGE,0.22,EDGE,EDGE,SIMLR,Usoskin,louvain,ARI,graph
TriMap,0.26,TriMap,TriMap,SIMLR,Usoskin,louvain,ARI,metric
ParametricUMAP50,0.24,Parametric UMAP 50,UMAP,SIMLR,Usoskin,louvain,ARI,graph
DRA,0.0,DRA,DRA,SIMLR,Usoskin,louvain,ARI,deep
SIMLR,0.3,SIMLR,SIMLR,SIMLR,Usoskin,louvain,ARI,graph
SAUCIE,0.02,SAUCIE,SAUCIE,SIMLR,Usoskin,louvain,ARI,deep
PCA,0.21,PCA,PCA,SIMLR,Usoskin,louvain,ARI,linear
PHATE,0.36,PHATE,PHATE,SIMLR,Usoskin,louvain,ARI,graph
ivis,0.33,IVIS,IVIS,SIMLR,Usoskin,louvain,COMP,metric
scGAE,0.18,scGAE,scGAE,SIMLR,Usoskin,louvain,COMP,deep
VASC,0.37,VASC,VASC,SIMLR,Usoskin,louvain,COMP,deep
scGBM,0.47,scGBM,scGBM,SIMLR,Usoskin,louvain,COMP,linear
SPDR,0.46,SPDR,SPDR,SIMLR,Usoskin,louvain,COMP,graph
pCMF,0.02,pCMF,pCMF,SIMLR,Usoskin,louvain,COMP,linear
SQuaD_MDS_hybrid,0.35,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Usoskin,louvain,COMP,metric
SCDRHA,0.36,SCDRHA,SCDRHA,SIMLR,Usoskin,louvain,COMP,deep
TSNE,0.42,t-SNE,t-SNE,SIMLR,Usoskin,louvain,COMP,metric
UMAP,0.37,UMAP,UMAP,SIMLR,Usoskin,louvain,COMP,graph
VAE,0.1,VAE,VAE,SIMLR,Usoskin,louvain,COMP,deep
DREAM,0.46,DREAM,DREAM,SIMLR,Usoskin,louvain,COMP,deep
ZIFA,0.31,ZIFA,ZIFA,SIMLR,Usoskin,louvain,COMP,linear
SSNMDI,0.28,SSNMDI,SSNMDI,SIMLR,Usoskin,louvain,COMP,linear
tGPLVM,0.25,tGPLVM,tGPLVM,SIMLR,Usoskin,louvain,COMP,linear
SQuaD_MDS,0.31,SQuaD-MDS,SQuaD-MDS,SIMLR,Usoskin,louvain,COMP,metric
GLMPCA,0.46,GLMPCA,GLMPCA,SIMLR,Usoskin,louvain,COMP,linear
PaCMAP,0.3,PaCMAP,PaCMAP,SIMLR,Usoskin,louvain,COMP,metric
ParametricUMAP200,0.37,Parametric UMAP 200,UMAP,SIMLR,Usoskin,louvain,COMP,graph
scScope,0.06,scScope,scScope,SIMLR,Usoskin,louvain,COMP,deep
scvis,0.33,scvis,scvis,SIMLR,Usoskin,louvain,COMP,deep
EDGE,0.36,EDGE,EDGE,SIMLR,Usoskin,louvain,COMP,graph
TriMap,0.42,TriMap,TriMap,SIMLR,Usoskin,louvain,COMP,metric
ParametricUMAP50,0.37,Parametric UMAP 50,UMAP,SIMLR,Usoskin,louvain,COMP,graph
DRA,0.01,DRA,DRA,SIMLR,Usoskin,louvain,COMP,deep
SIMLR,0.46,SIMLR,SIMLR,SIMLR,Usoskin,louvain,COMP,graph
SAUCIE,0.05,SAUCIE,SAUCIE,SIMLR,Usoskin,louvain,COMP,deep
PCA,0.32,PCA,PCA,SIMLR,Usoskin,louvain,COMP,linear
PHATE,0.49,PHATE,PHATE,SIMLR,Usoskin,louvain,COMP,graph
ivis,0.6,IVIS,IVIS,SIMLR,Usoskin,louvain,HOMO,metric
scGAE,0.37,scGAE,scGAE,SIMLR,Usoskin,louvain,HOMO,deep
VASC,0.73,VASC,VASC,SIMLR,Usoskin,louvain,HOMO,deep
scGBM,0.83,scGBM,scGBM,SIMLR,Usoskin,louvain,HOMO,linear
SPDR,0.92,SPDR,SPDR,SIMLR,Usoskin,louvain,HOMO,graph
pCMF,0.04,pCMF,pCMF,SIMLR,Usoskin,louvain,HOMO,linear
SQuaD_MDS_hybrid,0.64,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Usoskin,louvain,HOMO,metric
SCDRHA,0.68,SCDRHA,SCDRHA,SIMLR,Usoskin,louvain,HOMO,deep
TSNE,0.8,t-SNE,t-SNE,SIMLR,Usoskin,louvain,HOMO,metric
UMAP,0.71,UMAP,UMAP,SIMLR,Usoskin,louvain,HOMO,graph
VAE,0.2,VAE,VAE,SIMLR,Usoskin,louvain,HOMO,deep
DREAM,0.88,DREAM,DREAM,SIMLR,Usoskin,louvain,HOMO,deep
ZIFA,0.6,ZIFA,ZIFA,SIMLR,Usoskin,louvain,HOMO,linear
SSNMDI,0.56,SSNMDI,SSNMDI,SIMLR,Usoskin,louvain,HOMO,linear
tGPLVM,0.45,tGPLVM,tGPLVM,SIMLR,Usoskin,louvain,HOMO,linear
SQuaD_MDS,0.57,SQuaD-MDS,SQuaD-MDS,SIMLR,Usoskin,louvain,HOMO,metric
GLMPCA,0.81,GLMPCA,GLMPCA,SIMLR,Usoskin,louvain,HOMO,linear
PaCMAP,0.61,PaCMAP,PaCMAP,SIMLR,Usoskin,louvain,HOMO,metric
ParametricUMAP200,0.74,Parametric UMAP 200,UMAP,SIMLR,Usoskin,louvain,HOMO,graph
scScope,0.11,scScope,scScope,SIMLR,Usoskin,louvain,HOMO,deep
scvis,0.72,scvis,scvis,SIMLR,Usoskin,louvain,HOMO,deep
EDGE,0.72,EDGE,EDGE,SIMLR,Usoskin,louvain,HOMO,graph
TriMap,0.88,TriMap,TriMap,SIMLR,Usoskin,louvain,HOMO,metric
ParametricUMAP50,0.7,Parametric UMAP 50,UMAP,SIMLR,Usoskin,louvain,HOMO,graph
DRA,0.02,DRA,DRA,SIMLR,Usoskin,louvain,HOMO,deep
SIMLR,0.91,SIMLR,SIMLR,SIMLR,Usoskin,louvain,HOMO,graph
SAUCIE,0.1,SAUCIE,SAUCIE,SIMLR,Usoskin,louvain,HOMO,deep
PCA,0.63,PCA,PCA,SIMLR,Usoskin,louvain,HOMO,linear
PHATE,0.88,PHATE,PHATE,SIMLR,Usoskin,louvain,HOMO,graph
ivis,0.42,IVIS,IVIS,SIMLR,Usoskin,louvain,NMI,metric
scGAE,0.24,scGAE,scGAE,SIMLR,Usoskin,louvain,NMI,deep
VASC,0.49,VASC,VASC,SIMLR,Usoskin,louvain,NMI,deep
scGBM,0.6,scGBM,scGBM,SIMLR,Usoskin,louvain,NMI,linear
SPDR,0.61,SPDR,SPDR,SIMLR,Usoskin,louvain,NMI,graph
pCMF,0.02,pCMF,pCMF,SIMLR,Usoskin,louvain,NMI,linear
SQuaD_MDS_hybrid,0.45,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Usoskin,louvain,NMI,metric
SCDRHA,0.47,SCDRHA,SCDRHA,SIMLR,Usoskin,louvain,NMI,deep
TSNE,0.55,t-SNE,t-SNE,SIMLR,Usoskin,louvain,NMI,metric
UMAP,0.49,UMAP,UMAP,SIMLR,Usoskin,louvain,NMI,graph
VAE,0.13,VAE,VAE,SIMLR,Usoskin,louvain,NMI,deep
DREAM,0.6,DREAM,DREAM,SIMLR,Usoskin,louvain,NMI,deep
ZIFA,0.41,ZIFA,ZIFA,SIMLR,Usoskin,louvain,NMI,linear
SSNMDI,0.37,SSNMDI,SSNMDI,SIMLR,Usoskin,louvain,NMI,linear
tGPLVM,0.32,tGPLVM,tGPLVM,SIMLR,Usoskin,louvain,NMI,linear
SQuaD_MDS,0.4,SQuaD-MDS,SQuaD-MDS,SIMLR,Usoskin,louvain,NMI,metric
GLMPCA,0.58,GLMPCA,GLMPCA,SIMLR,Usoskin,louvain,NMI,linear
PaCMAP,0.4,PaCMAP,PaCMAP,SIMLR,Usoskin,louvain,NMI,metric
ParametricUMAP200,0.49,Parametric UMAP 200,UMAP,SIMLR,Usoskin,louvain,NMI,graph
scScope,0.08,scScope,scScope,SIMLR,Usoskin,louvain,NMI,deep
scvis,0.46,scvis,scvis,SIMLR,Usoskin,louvain,NMI,deep
EDGE,0.48,EDGE,EDGE,SIMLR,Usoskin,louvain,NMI,graph
TriMap,0.57,TriMap,TriMap,SIMLR,Usoskin,louvain,NMI,metric
ParametricUMAP50,0.48,Parametric UMAP 50,UMAP,SIMLR,Usoskin,louvain,NMI,graph
DRA,0.02,DRA,DRA,SIMLR,Usoskin,louvain,NMI,deep
SIMLR,0.61,SIMLR,SIMLR,SIMLR,Usoskin,louvain,NMI,graph
SAUCIE,0.07,SAUCIE,SAUCIE,SIMLR,Usoskin,louvain,NMI,deep
PCA,0.42,PCA,PCA,SIMLR,Usoskin,louvain,NMI,linear
PHATE,0.63,PHATE,PHATE,SIMLR,Usoskin,louvain,NMI,graph
ivis,0.28,IVIS,IVIS,SIMLR,Usoskin,louvain,SIL,metric
scGAE,0.45,scGAE,scGAE,SIMLR,Usoskin,louvain,SIL,deep
VASC,0.4,VASC,VASC,SIMLR,Usoskin,louvain,SIL,deep
scGBM,0.36,scGBM,scGBM,SIMLR,Usoskin,louvain,SIL,linear
SPDR,0.41,SPDR,SPDR,SIMLR,Usoskin,louvain,SIL,graph
pCMF,-0.04,pCMF,pCMF,SIMLR,Usoskin,louvain,SIL,linear
SQuaD_MDS_hybrid,0.27,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Usoskin,louvain,SIL,metric
SCDRHA,0.39,SCDRHA,SCDRHA,SIMLR,Usoskin,louvain,SIL,deep
TSNE,0.42,t-SNE,t-SNE,SIMLR,Usoskin,louvain,SIL,metric
UMAP,0.33,UMAP,UMAP,SIMLR,Usoskin,louvain,SIL,graph
VAE,0.6,VAE,VAE,SIMLR,Usoskin,louvain,SIL,deep
DREAM,0.37,DREAM,DREAM,SIMLR,Usoskin,louvain,SIL,deep
ZIFA,0.27,ZIFA,ZIFA,SIMLR,Usoskin,louvain,SIL,linear
SSNMDI,0.52,SSNMDI,SSNMDI,SIMLR,Usoskin,louvain,SIL,linear
tGPLVM,0.23,tGPLVM,tGPLVM,SIMLR,Usoskin,louvain,SIL,linear
SQuaD_MDS,0.26,SQuaD-MDS,SQuaD-MDS,SIMLR,Usoskin,louvain,SIL,metric
GLMPCA,0.35,GLMPCA,GLMPCA,SIMLR,Usoskin,louvain,SIL,linear
PaCMAP,0.45,PaCMAP,PaCMAP,SIMLR,Usoskin,louvain,SIL,metric
ParametricUMAP200,0.35,Parametric UMAP 200,UMAP,SIMLR,Usoskin,louvain,SIL,graph
scScope,0.32,scScope,scScope,SIMLR,Usoskin,louvain,SIL,deep
scvis,0.46,scvis,scvis,SIMLR,Usoskin,louvain,SIL,deep
EDGE,0.43,EDGE,EDGE,SIMLR,Usoskin,louvain,SIL,graph
TriMap,0.42,TriMap,TriMap,SIMLR,Usoskin,louvain,SIL,metric
ParametricUMAP50,0.36,Parametric UMAP 50,UMAP,SIMLR,Usoskin,louvain,SIL,graph
DRA,0.31,DRA,DRA,SIMLR,Usoskin,louvain,SIL,deep
SIMLR,0.43,SIMLR,SIMLR,SIMLR,Usoskin,louvain,SIL,graph
SAUCIE,0.38,SAUCIE,SAUCIE,SIMLR,Usoskin,louvain,SIL,deep
PCA,0.32,PCA,PCA,SIMLR,Usoskin,louvain,SIL,linear
PHATE,0.32,PHATE,PHATE,SIMLR,Usoskin,louvain,SIL,graph
ivis,0.46,IVIS,IVIS,SIMLR,Usoskin,spectral,ARI,metric
scGAE,0.25,scGAE,scGAE,SIMLR,Usoskin,spectral,ARI,deep
VASC,0.52,VASC,VASC,SIMLR,Usoskin,spectral,ARI,deep
scGBM,0.49,scGBM,scGBM,SIMLR,Usoskin,spectral,ARI,linear
SPDR,0.55,SPDR,SPDR,SIMLR,Usoskin,spectral,ARI,graph
pCMF,0.0,pCMF,pCMF,SIMLR,Usoskin,spectral,ARI,linear
SQuaD_MDS_hybrid,0.47,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Usoskin,spectral,ARI,metric
SCDRHA,0.33,SCDRHA,SCDRHA,SIMLR,Usoskin,spectral,ARI,deep
TSNE,0.65,t-SNE,t-SNE,SIMLR,Usoskin,spectral,ARI,metric
UMAP,0.55,UMAP,UMAP,SIMLR,Usoskin,spectral,ARI,graph
VAE,0.07,VAE,VAE,SIMLR,Usoskin,spectral,ARI,deep
DREAM,0.63,DREAM,DREAM,SIMLR,Usoskin,spectral,ARI,deep
ZIFA,0.35,ZIFA,ZIFA,SIMLR,Usoskin,spectral,ARI,linear
SSNMDI,0.14,SSNMDI,SSNMDI,SIMLR,Usoskin,spectral,ARI,linear
tGPLVM,0.3,tGPLVM,tGPLVM,SIMLR,Usoskin,spectral,ARI,linear
SQuaD_MDS,0.37,SQuaD-MDS,SQuaD-MDS,SIMLR,Usoskin,spectral,ARI,metric
GLMPCA,0.49,GLMPCA,GLMPCA,SIMLR,Usoskin,spectral,ARI,linear
PaCMAP,0.38,PaCMAP,PaCMAP,SIMLR,Usoskin,spectral,ARI,metric
ParametricUMAP200,0.52,Parametric UMAP 200,UMAP,SIMLR,Usoskin,spectral,ARI,graph
scScope,0.06,scScope,scScope,SIMLR,Usoskin,spectral,ARI,deep
scvis,0.51,scvis,scvis,SIMLR,Usoskin,spectral,ARI,deep
EDGE,0.52,EDGE,EDGE,SIMLR,Usoskin,spectral,ARI,graph
TriMap,0.76,TriMap,TriMap,SIMLR,Usoskin,spectral,ARI,metric
ParametricUMAP50,0.48,Parametric UMAP 50,UMAP,SIMLR,Usoskin,spectral,ARI,graph
DRA,-0.0,DRA,DRA,SIMLR,Usoskin,spectral,ARI,deep
SIMLR,0.5,SIMLR,SIMLR,SIMLR,Usoskin,spectral,ARI,graph
SAUCIE,0.03,SAUCIE,SAUCIE,SIMLR,Usoskin,spectral,ARI,deep
PCA,0.27,PCA,PCA,SIMLR,Usoskin,spectral,ARI,linear
PHATE,0.65,PHATE,PHATE,SIMLR,Usoskin,spectral,ARI,graph
ivis,0.49,IVIS,IVIS,SIMLR,Usoskin,spectral,COMP,metric
scGAE,0.29,scGAE,scGAE,SIMLR,Usoskin,spectral,COMP,deep
VASC,0.54,VASC,VASC,SIMLR,Usoskin,spectral,COMP,deep
scGBM,0.6,scGBM,scGBM,SIMLR,Usoskin,spectral,COMP,linear
SPDR,0.62,SPDR,SPDR,SIMLR,Usoskin,spectral,COMP,graph
pCMF,0.01,pCMF,pCMF,SIMLR,Usoskin,spectral,COMP,linear
SQuaD_MDS_hybrid,0.51,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Usoskin,spectral,COMP,metric
SCDRHA,0.4,SCDRHA,SCDRHA,SIMLR,Usoskin,spectral,COMP,deep
TSNE,0.68,t-SNE,t-SNE,SIMLR,Usoskin,spectral,COMP,metric
UMAP,0.61,UMAP,UMAP,SIMLR,Usoskin,spectral,COMP,graph
VAE,0.11,VAE,VAE,SIMLR,Usoskin,spectral,COMP,deep
DREAM,0.72,DREAM,DREAM,SIMLR,Usoskin,spectral,COMP,deep
ZIFA,0.4,ZIFA,ZIFA,SIMLR,Usoskin,spectral,COMP,linear
SSNMDI,0.19,SSNMDI,SSNMDI,SIMLR,Usoskin,spectral,COMP,linear
tGPLVM,0.37,tGPLVM,tGPLVM,SIMLR,Usoskin,spectral,COMP,linear
SQuaD_MDS,0.38,SQuaD-MDS,SQuaD-MDS,SIMLR,Usoskin,spectral,COMP,metric
GLMPCA,0.59,GLMPCA,GLMPCA,SIMLR,Usoskin,spectral,COMP,linear
PaCMAP,0.43,PaCMAP,PaCMAP,SIMLR,Usoskin,spectral,COMP,metric
ParametricUMAP200,0.57,Parametric UMAP 200,UMAP,SIMLR,Usoskin,spectral,COMP,graph
scScope,0.08,scScope,scScope,SIMLR,Usoskin,spectral,COMP,deep
scvis,0.57,scvis,scvis,SIMLR,Usoskin,spectral,COMP,deep
EDGE,0.58,EDGE,EDGE,SIMLR,Usoskin,spectral,COMP,graph
TriMap,0.76,TriMap,TriMap,SIMLR,Usoskin,spectral,COMP,metric
ParametricUMAP50,0.53,Parametric UMAP 50,UMAP,SIMLR,Usoskin,spectral,COMP,graph
DRA,0.0,DRA,DRA,SIMLR,Usoskin,spectral,COMP,deep
SIMLR,0.61,SIMLR,SIMLR,SIMLR,Usoskin,spectral,COMP,graph
SAUCIE,0.05,SAUCIE,SAUCIE,SIMLR,Usoskin,spectral,COMP,deep
PCA,0.38,PCA,PCA,SIMLR,Usoskin,spectral,COMP,linear
PHATE,0.73,PHATE,PHATE,SIMLR,Usoskin,spectral,COMP,graph
ivis,0.51,IVIS,IVIS,SIMLR,Usoskin,spectral,HOMO,metric
scGAE,0.31,scGAE,scGAE,SIMLR,Usoskin,spectral,HOMO,deep
VASC,0.56,VASC,VASC,SIMLR,Usoskin,spectral,HOMO,deep
scGBM,0.62,scGBM,scGBM,SIMLR,Usoskin,spectral,HOMO,linear
SPDR,0.65,SPDR,SPDR,SIMLR,Usoskin,spectral,HOMO,graph
pCMF,0.01,pCMF,pCMF,SIMLR,Usoskin,spectral,HOMO,linear
SQuaD_MDS_hybrid,0.52,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Usoskin,spectral,HOMO,metric
SCDRHA,0.41,SCDRHA,SCDRHA,SIMLR,Usoskin,spectral,HOMO,deep
TSNE,0.68,t-SNE,t-SNE,SIMLR,Usoskin,spectral,HOMO,metric
UMAP,0.63,UMAP,UMAP,SIMLR,Usoskin,spectral,HOMO,graph
VAE,0.11,VAE,VAE,SIMLR,Usoskin,spectral,HOMO,deep
DREAM,0.73,DREAM,DREAM,SIMLR,Usoskin,spectral,HOMO,deep
ZIFA,0.42,ZIFA,ZIFA,SIMLR,Usoskin,spectral,HOMO,linear
SSNMDI,0.19,SSNMDI,SSNMDI,SIMLR,Usoskin,spectral,HOMO,linear
tGPLVM,0.39,tGPLVM,tGPLVM,SIMLR,Usoskin,spectral,HOMO,linear
SQuaD_MDS,0.4,SQuaD-MDS,SQuaD-MDS,SIMLR,Usoskin,spectral,HOMO,metric
GLMPCA,0.61,GLMPCA,GLMPCA,SIMLR,Usoskin,spectral,HOMO,linear
PaCMAP,0.44,PaCMAP,PaCMAP,SIMLR,Usoskin,spectral,HOMO,metric
ParametricUMAP200,0.59,Parametric UMAP 200,UMAP,SIMLR,Usoskin,spectral,HOMO,graph
scScope,0.08,scScope,scScope,SIMLR,Usoskin,spectral,HOMO,deep
scvis,0.59,scvis,scvis,SIMLR,Usoskin,spectral,HOMO,deep
EDGE,0.6,EDGE,EDGE,SIMLR,Usoskin,spectral,HOMO,graph
TriMap,0.72,TriMap,TriMap,SIMLR,Usoskin,spectral,HOMO,metric
ParametricUMAP50,0.55,Parametric UMAP 50,UMAP,SIMLR,Usoskin,spectral,HOMO,graph
DRA,0.0,DRA,DRA,SIMLR,Usoskin,spectral,HOMO,deep
SIMLR,0.61,SIMLR,SIMLR,SIMLR,Usoskin,spectral,HOMO,graph
SAUCIE,0.05,SAUCIE,SAUCIE,SIMLR,Usoskin,spectral,HOMO,deep
PCA,0.38,PCA,PCA,SIMLR,Usoskin,spectral,HOMO,linear
PHATE,0.75,PHATE,PHATE,SIMLR,Usoskin,spectral,HOMO,graph
ivis,0.5,IVIS,IVIS,SIMLR,Usoskin,spectral,NMI,metric
scGAE,0.3,scGAE,scGAE,SIMLR,Usoskin,spectral,NMI,deep
VASC,0.55,VASC,VASC,SIMLR,Usoskin,spectral,NMI,deep
scGBM,0.61,scGBM,scGBM,SIMLR,Usoskin,spectral,NMI,linear
SPDR,0.64,SPDR,SPDR,SIMLR,Usoskin,spectral,NMI,graph
pCMF,0.01,pCMF,pCMF,SIMLR,Usoskin,spectral,NMI,linear
SQuaD_MDS_hybrid,0.52,SQuaD-MDS hybrid,SQuaD-MDS,SIMLR,Usoskin,spectral,NMI,metric
SCDRHA,0.4,SCDRHA,SCDRHA,SIMLR,Usoskin,spectral,NMI,deep
