source_role,relative_path,rows,columns,columns_preview
compiled_figure_source_data,compiled_figure_source_package\source_data\Figure_5_clustering_concordance_source_data.csv,40830,8,method_raw; value; method_id; parent_method; dataset_category; dataset_id; clustering_algorithm; metric
compiled_figure_source_data,compiled_figure_source_package\source_data\Figure_6_sensitivity_controls_source_data.csv,1623,45,n_labels; ari; nmi; homogeneity; completeness; silhouette_label; trustworthiness_k30; work_package; dataset_id; method; environment; dimension
compiled_figure_source_data,compiled_figure_source_package\source_data\Figure_7_simulated_robustness_source_data.csv,252,6,method_raw; method_id; parent_method; perturbation_axis; score; family
compiled_figure_source_data,compiled_figure_source_package\source_data\Figure_8_scalability_reproducibility_source_data.csv,291,16,method_raw; method_id; parent_method; n_cells; peak_memory_gb; runtime_seconds; source; method; language; role; install_channel; package_or_repo
compiled_figure_source_data,compiled_figure_source_package\source_data\Figure_9_practical_method_selection_source_data.csv,45,7,criterion; rank; method_id; score; source; workflow_delta; hvg_ari_iqr
compiled_figure_source_data,compiled_figure_source_package\source_data\Supplementary_Figure_S10_stability_source_data.csv,252,5,method_raw; method_id; parent_method; perturbation_axis; score
compiled_figure_source_data,compiled_figure_source_package\source_data\Supplementary_Figure_S11_scVI_reference_source_data.csv,215,24,n_labels; ari; nmi; homogeneity; completeness; silhouette_label; trustworthiness_k30; work_package; dataset_id; method; environment; dimension
compiled_figure_source_data,compiled_figure_source_package\source_data\Supplementary_Figure_S12_dimension_source_data.csv,640,37,metric_sample_size; n_labels; ari; nmi; homogeneity; completeness; silhouette_label; trustworthiness_k30; work_package; dataset_id; method; environment
compiled_figure_source_data,compiled_figure_source_package\source_data\Supplementary_Figure_S13_workflow_comparison_source_data.csv,192,26,metric_sample_size; n_labels; ari; nmi; homogeneity; completeness; silhouette_label; trustworthiness_k30; work_package; dataset_id; method; environment
compiled_figure_source_data,compiled_figure_source_package\source_data\Supplementary_Figure_S14_input_gene_source_data.csv,576,33,metric_sample_size; n_labels; ari; nmi; homogeneity; completeness; silhouette_label; trustworthiness_k30; work_package; dataset_id; method; environment
compiled_figure_source_data,compiled_figure_source_package\source_data\Supplementary_Figure_S15_reproducibility_audit_source_data.csv,74,23,method; language; role; source; install_channel; package_or_repo; environment; status; notes; commit; method_id; parent_method
compiled_figure_source_data,compiled_figure_source_package\source_data\Supplementary_Figure_S1_method_catalog_source_data.csv,30,13,method_id; parent_method; benchmark_scope; method_family_raw; method_family; implementation_principle; implementation_language; source_or_url; publication_year; reference; is_variant; variant_note
compiled_figure_source_data,compiled_figure_source_package\source_data\Supplementary_Figure_S2_full_dataset_atlas_source_data.csv,100,23,atlas_layer; dataset_type; source_table; source_row; dataset_label; dataset_group; source_repository; species; tissue_or_cell_type; condition; cells; cell_count_text
compiled_figure_source_data,compiled_figure_source_package\source_data\Supplementary_Figure_S3_real_dataset_landscape_source_data.csv,49,10,category; dataset; cells; genes; sparsity_pct; cell_types; size_mb; Unnamed: 7; dataset_type; atlas_layer
compiled_figure_source_data,compiled_figure_source_package\source_data\Supplementary_Figure_S4_simulated_parameter_landscape_source_data.csv,50,11,param_group; param_value; cells; genes; sparsity_pct; n_batches; n_groups; size_mb; dataset_type; atlas_layer; dataset_label
compiled_figure_source_data,compiled_figure_source_package\source_data\Supplementary_Figure_S5_full_score_matrix_source_data.csv,225,5,method_raw; method_id; parent_method; score_domain; score
compiled_figure_source_data,compiled_figure_source_package\source_data\Supplementary_Figure_S6_local_neighborhood_source_data.csv,29,26,method_id; C_10; C_20; C_30; Mrre_false_10; Mrre_false_20; Mrre_false_30; Mrre_missing_10; Mrre_missing_20; Mrre_missing_30; T_10; T_20
compiled_figure_source_data,compiled_figure_source_package\source_data\Supplementary_Figure_S7_global_geometry_source_data.csv,29,8,method_id; AUC; Pearson; Qglobal; centroid_distance; k-nearest; random_triplet; spearman
compiled_figure_source_data,compiled_figure_source_package\source_data\Supplementary_Figure_S8_clustering_metrics_source_data.csv,40830,8,method_raw; value; method_id; parent_method; dataset_category; dataset_id; clustering_algorithm; metric
compiled_figure_source_data,compiled_figure_source_package\source_data\Supplementary_Figure_S9_efficiency_scaling_source_data.csv,247,6,method_raw; method_id; parent_method; n_cells; peak_memory_gb; runtime_seconds
supplementary_table_source_data,supplementary_table_source_archive\source_tables\Supplementary_Table_S1_revised_method_catalog.csv,30,13,method_id; parent_method; benchmark_scope; method_family_raw; method_family; implementation_principle; implementation_language; source_or_url; publication_year; reference; is_variant; variant_note
supplementary_table_source_data,supplementary_table_source_archive\source_tables\Supplementary_Table_S2_revised_real_dataset_atlas.csv,50,15,atlas_layer; dataset_type; source_table; source_row; dataset_label; dataset_group; source_repository; species; tissue_or_cell_type; condition; cells; cell_count_text
supplementary_table_source_data,supplementary_table_source_archive\source_tables\Supplementary_Table_S3_revised_simulated_dataset_atlas.csv,50,11,param_group; param_value; cells; genes; sparsity_pct; n_batches; n_groups; size_mb; dataset_type; atlas_layer; dataset_label
supplementary_table_source_data,supplementary_table_source_archive\source_tables\Supplementary_Table_S4_dataset_accounting_and_availability.csv,7,4,evidence_layer; source; rows_or_datasets; note
supplementary_table_source_data,supplementary_table_source_archive\source_tables\Supplementary_Table_S5_Figure3_score_component_inventory.csv,16,8,score_domain; metric_component; display_definition; raw_direction; component_order; domain_component_count; profile_weight_per_component; domain_weight_in_profile
supplementary_table_source_data,supplementary_table_source_archive\source_tables\Supplementary_Table_S6_Figure3_completed_score_matrix.csv,26,25,method_id; family; structure_mean; clustering_mean; efficiency_mean; stability_mean_9_components; overall_mean; profile_score_recomputed_16_components; profile_score_abs_diff; local; global; kmeans
supplementary_table_source_data,supplementary_table_source_archive\source_tables\Supplementary_Table_S7_VASC_Figure3_score_construction_audit.csv,25,5,method_id; level; domain; metric; score
supplementary_table_source_data,supplementary_table_source_archive\source_tables\Supplementary_Table_S7_VASC_validation_checks.csv,4,4,check; value; expected; abs_diff
