method_raw,value,method_id,parent_method,dataset_category,dataset_id,clustering_algorithm,metric
TriMap,0.48,TriMap,TriMap,simulate,dropout_0,louvain,COMP
ParametricUMAP50,0.46,Parametric UMAP 50,UMAP,simulate,dropout_0,louvain,COMP
DRA,0.01,DRA,DRA,simulate,dropout_0,louvain,COMP
SIMLR,0.48,SIMLR,SIMLR,simulate,dropout_0,louvain,COMP
SAUCIE,0.01,SAUCIE,SAUCIE,simulate,dropout_0,louvain,COMP
PCA,0.43,PCA,PCA,simulate,dropout_0,louvain,COMP
PHATE,0.49,PHATE,PHATE,simulate,dropout_0,louvain,COMP
ivis,0.64,IVIS,IVIS,simulate,dropout_0,louvain,HOMO
scGAE,0.15,scGAE,scGAE,simulate,dropout_0,louvain,HOMO
scGBM,0.89,scGBM,scGBM,simulate,dropout_0,louvain,HOMO
SPDR,1.0,SPDR,SPDR,simulate,dropout_0,louvain,HOMO
pCMF,0.03,pCMF,pCMF,simulate,dropout_0,louvain,HOMO
SQuaD_MDS_hybrid,0.8,SQuaD-MDS hybrid,SQuaD-MDS,simulate,dropout_0,louvain,HOMO
SCDRHA,0.9,SCDRHA,SCDRHA,simulate,dropout_0,louvain,HOMO
TSNE,1.0,t-SNE,t-SNE,simulate,dropout_0,louvain,HOMO
UMAP,0.96,UMAP,UMAP,simulate,dropout_0,louvain,HOMO
VAE,0.9,VAE,VAE,simulate,dropout_0,louvain,HOMO
DREAM,0.18,DREAM,DREAM,simulate,dropout_0,louvain,HOMO
ZIFA,0.95,ZIFA,ZIFA,simulate,dropout_0,louvain,HOMO
SSNMDI,0.02,SSNMDI,SSNMDI,simulate,dropout_0,louvain,HOMO
tGPLVM,0.73,tGPLVM,tGPLVM,simulate,dropout_0,louvain,HOMO
SQuaD_MDS,0.41,SQuaD-MDS,SQuaD-MDS,simulate,dropout_0,louvain,HOMO
GLMPCA,0.83,GLMPCA,GLMPCA,simulate,dropout_0,louvain,HOMO
PaCMAP,0.02,PaCMAP,PaCMAP,simulate,dropout_0,louvain,HOMO
ParametricUMAP200,0.98,Parametric UMAP 200,UMAP,simulate,dropout_0,louvain,HOMO
scScope,0.11,scScope,scScope,simulate,dropout_0,louvain,HOMO
scvis,0.04,scvis,scvis,simulate,dropout_0,louvain,HOMO
EDGE,0.79,EDGE,EDGE,simulate,dropout_0,louvain,HOMO
TriMap,1.0,TriMap,TriMap,simulate,dropout_0,louvain,HOMO
ParametricUMAP50,0.98,Parametric UMAP 50,UMAP,simulate,dropout_0,louvain,HOMO
DRA,0.02,DRA,DRA,simulate,dropout_0,louvain,HOMO
SIMLR,0.99,SIMLR,SIMLR,simulate,dropout_0,louvain,HOMO
SAUCIE,0.02,SAUCIE,SAUCIE,simulate,dropout_0,louvain,HOMO
PCA,0.9,PCA,PCA,simulate,dropout_0,louvain,HOMO
PHATE,0.99,PHATE,PHATE,simulate,dropout_0,louvain,HOMO
ivis,0.41,IVIS,IVIS,simulate,dropout_0,louvain,NMI
scGAE,0.1,scGAE,scGAE,simulate,dropout_0,louvain,NMI
scGBM,0.57,scGBM,scGBM,simulate,dropout_0,louvain,NMI
SPDR,0.64,SPDR,SPDR,simulate,dropout_0,louvain,NMI
pCMF,0.02,pCMF,pCMF,simulate,dropout_0,louvain,NMI
SQuaD_MDS_hybrid,0.53,SQuaD-MDS hybrid,SQuaD-MDS,simulate,dropout_0,louvain,NMI
SCDRHA,0.54,SCDRHA,SCDRHA,simulate,dropout_0,louvain,NMI
TSNE,0.66,t-SNE,t-SNE,simulate,dropout_0,louvain,NMI
UMAP,0.64,UMAP,UMAP,simulate,dropout_0,louvain,NMI
VAE,0.59,VAE,VAE,simulate,dropout_0,louvain,NMI
DREAM,0.12,DREAM,DREAM,simulate,dropout_0,louvain,NMI
ZIFA,0.63,ZIFA,ZIFA,simulate,dropout_0,louvain,NMI
SSNMDI,0.01,SSNMDI,SSNMDI,simulate,dropout_0,louvain,NMI
tGPLVM,0.47,tGPLVM,tGPLVM,simulate,dropout_0,louvain,NMI
SQuaD_MDS,0.26,SQuaD-MDS,SQuaD-MDS,simulate,dropout_0,louvain,NMI
GLMPCA,0.53,GLMPCA,GLMPCA,simulate,dropout_0,louvain,NMI
PaCMAP,0.01,PaCMAP,PaCMAP,simulate,dropout_0,louvain,NMI
ParametricUMAP200,0.62,Parametric UMAP 200,UMAP,simulate,dropout_0,louvain,NMI
scScope,0.07,scScope,scScope,simulate,dropout_0,louvain,NMI
scvis,0.03,scvis,scvis,simulate,dropout_0,louvain,NMI
EDGE,0.51,EDGE,EDGE,simulate,dropout_0,louvain,NMI
TriMap,0.65,TriMap,TriMap,simulate,dropout_0,louvain,NMI
ParametricUMAP50,0.63,Parametric UMAP 50,UMAP,simulate,dropout_0,louvain,NMI
DRA,0.01,DRA,DRA,simulate,dropout_0,louvain,NMI
SIMLR,0.64,SIMLR,SIMLR,simulate,dropout_0,louvain,NMI
SAUCIE,0.02,SAUCIE,SAUCIE,simulate,dropout_0,louvain,NMI
PCA,0.58,PCA,PCA,simulate,dropout_0,louvain,NMI
PHATE,0.66,PHATE,PHATE,simulate,dropout_0,louvain,NMI
ivis,0.28,IVIS,IVIS,simulate,dropout_0,louvain,SIL
scGAE,0.38,scGAE,scGAE,simulate,dropout_0,louvain,SIL
scGBM,0.23,scGBM,scGBM,simulate,dropout_0,louvain,SIL
SPDR,0.21,SPDR,SPDR,simulate,dropout_0,louvain,SIL
pCMF,-0.44,pCMF,pCMF,simulate,dropout_0,louvain,SIL
SQuaD_MDS_hybrid,0.21,SQuaD-MDS hybrid,SQuaD-MDS,simulate,dropout_0,louvain,SIL
SCDRHA,0.34,SCDRHA,SCDRHA,simulate,dropout_0,louvain,SIL
TSNE,0.26,t-SNE,t-SNE,simulate,dropout_0,louvain,SIL
UMAP,0.26,UMAP,UMAP,simulate,dropout_0,louvain,SIL
VAE,0.28,VAE,VAE,simulate,dropout_0,louvain,SIL
DREAM,0.22,DREAM,DREAM,simulate,dropout_0,louvain,SIL
ZIFA,0.24,ZIFA,ZIFA,simulate,dropout_0,louvain,SIL
SSNMDI,0.41,SSNMDI,SSNMDI,simulate,dropout_0,louvain,SIL
tGPLVM,0.24,tGPLVM,tGPLVM,simulate,dropout_0,louvain,SIL
SQuaD_MDS,0.24,SQuaD-MDS,SQuaD-MDS,simulate,dropout_0,louvain,SIL
GLMPCA,0.21,GLMPCA,GLMPCA,simulate,dropout_0,louvain,SIL
PaCMAP,0.37,PaCMAP,PaCMAP,simulate,dropout_0,louvain,SIL
ParametricUMAP200,0.28,Parametric UMAP 200,UMAP,simulate,dropout_0,louvain,SIL
scScope,0.29,scScope,scScope,simulate,dropout_0,louvain,SIL
scvis,0.34,scvis,scvis,simulate,dropout_0,louvain,SIL
EDGE,0.28,EDGE,EDGE,simulate,dropout_0,louvain,SIL
TriMap,0.28,TriMap,TriMap,simulate,dropout_0,louvain,SIL
ParametricUMAP50,0.27,Parametric UMAP 50,UMAP,simulate,dropout_0,louvain,SIL
DRA,0.26,DRA,DRA,simulate,dropout_0,louvain,SIL
SIMLR,0.32,SIMLR,SIMLR,simulate,dropout_0,louvain,SIL
SAUCIE,0.27,SAUCIE,SAUCIE,simulate,dropout_0,louvain,SIL
PCA,0.22,PCA,PCA,simulate,dropout_0,louvain,SIL
PHATE,0.23,PHATE,PHATE,simulate,dropout_0,louvain,SIL
ivis,0.41,IVIS,IVIS,simulate,dropout_0,spectral,ARI
scGAE,-0.0,scGAE,scGAE,simulate,dropout_0,spectral,ARI
scGBM,0.78,scGBM,scGBM,simulate,dropout_0,spectral,ARI
SPDR,0.68,SPDR,SPDR,simulate,dropout_0,spectral,ARI
pCMF,0.0,pCMF,pCMF,simulate,dropout_0,spectral,ARI
SQuaD_MDS_hybrid,0.72,SQuaD-MDS hybrid,SQuaD-MDS,simulate,dropout_0,spectral,ARI
SCDRHA,0.33,SCDRHA,SCDRHA,simulate,dropout_0,spectral,ARI
TSNE,0.53,t-SNE,t-SNE,simulate,dropout_0,spectral,ARI
UMAP,0.85,UMAP,UMAP,simulate,dropout_0,spectral,ARI
VAE,0.87,VAE,VAE,simulate,dropout_0,spectral,ARI
DREAM,0.12,DREAM,DREAM,simulate,dropout_0,spectral,ARI
ZIFA,0.96,ZIFA,ZIFA,simulate,dropout_0,spectral,ARI
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,dropout_0,spectral,ARI
tGPLVM,0.64,tGPLVM,tGPLVM,simulate,dropout_0,spectral,ARI
SQuaD_MDS,0.24,SQuaD-MDS,SQuaD-MDS,simulate,dropout_0,spectral,ARI
GLMPCA,0.74,GLMPCA,GLMPCA,simulate,dropout_0,spectral,ARI
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,dropout_0,spectral,ARI
ParametricUMAP200,0.97,Parametric UMAP 200,UMAP,simulate,dropout_0,spectral,ARI
scScope,0.06,scScope,scScope,simulate,dropout_0,spectral,ARI
scvis,0.01,scvis,scvis,simulate,dropout_0,spectral,ARI
EDGE,0.64,EDGE,EDGE,simulate,dropout_0,spectral,ARI
TriMap,0.46,TriMap,TriMap,simulate,dropout_0,spectral,ARI
ParametricUMAP50,0.99,Parametric UMAP 50,UMAP,simulate,dropout_0,spectral,ARI
DRA,0.0,DRA,DRA,simulate,dropout_0,spectral,ARI
SIMLR,1.0,SIMLR,SIMLR,simulate,dropout_0,spectral,ARI
SAUCIE,0.0,SAUCIE,SAUCIE,simulate,dropout_0,spectral,ARI
PCA,0.78,PCA,PCA,simulate,dropout_0,spectral,ARI
PHATE,0.96,PHATE,PHATE,simulate,dropout_0,spectral,ARI
ivis,0.53,IVIS,IVIS,simulate,dropout_0,spectral,COMP
scGAE,0.01,scGAE,scGAE,simulate,dropout_0,spectral,COMP
scGBM,0.86,scGBM,scGBM,simulate,dropout_0,spectral,COMP
SPDR,0.86,SPDR,SPDR,simulate,dropout_0,spectral,COMP
pCMF,0.01,pCMF,pCMF,simulate,dropout_0,spectral,COMP
SQuaD_MDS_hybrid,0.71,SQuaD-MDS hybrid,SQuaD-MDS,simulate,dropout_0,spectral,COMP
SCDRHA,0.48,SCDRHA,SCDRHA,simulate,dropout_0,spectral,COMP
TSNE,0.74,t-SNE,t-SNE,simulate,dropout_0,spectral,COMP
UMAP,0.86,UMAP,UMAP,simulate,dropout_0,spectral,COMP
VAE,0.85,VAE,VAE,simulate,dropout_0,spectral,COMP
DREAM,0.14,DREAM,DREAM,simulate,dropout_0,spectral,COMP
ZIFA,0.94,ZIFA,ZIFA,simulate,dropout_0,spectral,COMP
SSNMDI,0.01,SSNMDI,SSNMDI,simulate,dropout_0,spectral,COMP
tGPLVM,0.7,tGPLVM,tGPLVM,simulate,dropout_0,spectral,COMP
SQuaD_MDS,0.29,SQuaD-MDS,SQuaD-MDS,simulate,dropout_0,spectral,COMP
GLMPCA,0.78,GLMPCA,GLMPCA,simulate,dropout_0,spectral,COMP
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,dropout_0,spectral,COMP
ParametricUMAP200,0.95,Parametric UMAP 200,UMAP,simulate,dropout_0,spectral,COMP
scScope,0.06,scScope,scScope,simulate,dropout_0,spectral,COMP
scvis,0.01,scvis,scvis,simulate,dropout_0,spectral,COMP
EDGE,0.65,EDGE,EDGE,simulate,dropout_0,spectral,COMP
TriMap,0.75,TriMap,TriMap,simulate,dropout_0,spectral,COMP
ParametricUMAP50,0.98,Parametric UMAP 50,UMAP,simulate,dropout_0,spectral,COMP
DRA,0.0,DRA,DRA,simulate,dropout_0,spectral,COMP
SIMLR,0.99,SIMLR,SIMLR,simulate,dropout_0,spectral,COMP
SAUCIE,0.01,SAUCIE,SAUCIE,simulate,dropout_0,spectral,COMP
PCA,0.87,PCA,PCA,simulate,dropout_0,spectral,COMP
PHATE,0.95,PHATE,PHATE,simulate,dropout_0,spectral,COMP
ivis,0.55,IVIS,IVIS,simulate,dropout_0,spectral,HOMO
scGAE,0.01,scGAE,scGAE,simulate,dropout_0,spectral,HOMO
scGBM,0.88,scGBM,scGBM,simulate,dropout_0,spectral,HOMO
SPDR,0.83,SPDR,SPDR,simulate,dropout_0,spectral,HOMO
pCMF,0.01,pCMF,pCMF,simulate,dropout_0,spectral,HOMO
SQuaD_MDS_hybrid,0.73,SQuaD-MDS hybrid,SQuaD-MDS,simulate,dropout_0,spectral,HOMO
SCDRHA,0.48,SCDRHA,SCDRHA,simulate,dropout_0,spectral,HOMO
TSNE,0.74,t-SNE,t-SNE,simulate,dropout_0,spectral,HOMO
UMAP,0.89,UMAP,UMAP,simulate,dropout_0,spectral,HOMO
VAE,0.87,VAE,VAE,simulate,dropout_0,spectral,HOMO
DREAM,0.14,DREAM,DREAM,simulate,dropout_0,spectral,HOMO
ZIFA,0.94,ZIFA,ZIFA,simulate,dropout_0,spectral,HOMO
SSNMDI,0.01,SSNMDI,SSNMDI,simulate,dropout_0,spectral,HOMO
tGPLVM,0.71,tGPLVM,tGPLVM,simulate,dropout_0,spectral,HOMO
SQuaD_MDS,0.3,SQuaD-MDS,SQuaD-MDS,simulate,dropout_0,spectral,HOMO
GLMPCA,0.8,GLMPCA,GLMPCA,simulate,dropout_0,spectral,HOMO
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,dropout_0,spectral,HOMO
ParametricUMAP200,0.96,Parametric UMAP 200,UMAP,simulate,dropout_0,spectral,HOMO
scScope,0.07,scScope,scScope,simulate,dropout_0,spectral,HOMO
scvis,0.01,scvis,scvis,simulate,dropout_0,spectral,HOMO
EDGE,0.68,EDGE,EDGE,simulate,dropout_0,spectral,HOMO
TriMap,0.67,TriMap,TriMap,simulate,dropout_0,spectral,HOMO
ParametricUMAP50,0.98,Parametric UMAP 50,UMAP,simulate,dropout_0,spectral,HOMO
DRA,0.0,DRA,DRA,simulate,dropout_0,spectral,HOMO
SIMLR,0.99,SIMLR,SIMLR,simulate,dropout_0,spectral,HOMO
SAUCIE,0.01,SAUCIE,SAUCIE,simulate,dropout_0,spectral,HOMO
PCA,0.89,PCA,PCA,simulate,dropout_0,spectral,HOMO
PHATE,0.96,PHATE,PHATE,simulate,dropout_0,spectral,HOMO
ivis,0.54,IVIS,IVIS,simulate,dropout_0,spectral,NMI
scGAE,0.01,scGAE,scGAE,simulate,dropout_0,spectral,NMI
scGBM,0.87,scGBM,scGBM,simulate,dropout_0,spectral,NMI
SPDR,0.85,SPDR,SPDR,simulate,dropout_0,spectral,NMI
pCMF,0.01,pCMF,pCMF,simulate,dropout_0,spectral,NMI
SQuaD_MDS_hybrid,0.72,SQuaD-MDS hybrid,SQuaD-MDS,simulate,dropout_0,spectral,NMI
SCDRHA,0.48,SCDRHA,SCDRHA,simulate,dropout_0,spectral,NMI
TSNE,0.74,t-SNE,t-SNE,simulate,dropout_0,spectral,NMI
UMAP,0.88,UMAP,UMAP,simulate,dropout_0,spectral,NMI
VAE,0.86,VAE,VAE,simulate,dropout_0,spectral,NMI
DREAM,0.14,DREAM,DREAM,simulate,dropout_0,spectral,NMI
ZIFA,0.94,ZIFA,ZIFA,simulate,dropout_0,spectral,NMI
SSNMDI,0.01,SSNMDI,SSNMDI,simulate,dropout_0,spectral,NMI
tGPLVM,0.7,tGPLVM,tGPLVM,simulate,dropout_0,spectral,NMI
SQuaD_MDS,0.3,SQuaD-MDS,SQuaD-MDS,simulate,dropout_0,spectral,NMI
GLMPCA,0.79,GLMPCA,GLMPCA,simulate,dropout_0,spectral,NMI
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,dropout_0,spectral,NMI
ParametricUMAP200,0.95,Parametric UMAP 200,UMAP,simulate,dropout_0,spectral,NMI
scScope,0.06,scScope,scScope,simulate,dropout_0,spectral,NMI
scvis,0.01,scvis,scvis,simulate,dropout_0,spectral,NMI
EDGE,0.66,EDGE,EDGE,simulate,dropout_0,spectral,NMI
TriMap,0.71,TriMap,TriMap,simulate,dropout_0,spectral,NMI
ParametricUMAP50,0.98,Parametric UMAP 50,UMAP,simulate,dropout_0,spectral,NMI
DRA,0.0,DRA,DRA,simulate,dropout_0,spectral,NMI
SIMLR,0.99,SIMLR,SIMLR,simulate,dropout_0,spectral,NMI
SAUCIE,0.01,SAUCIE,SAUCIE,simulate,dropout_0,spectral,NMI
PCA,0.88,PCA,PCA,simulate,dropout_0,spectral,NMI
PHATE,0.95,PHATE,PHATE,simulate,dropout_0,spectral,NMI
ivis,0.5,IVIS,IVIS,simulate,dropout_0,spectral,SIL
scGAE,0.48,scGAE,scGAE,simulate,dropout_0,spectral,SIL
scGBM,0.56,scGBM,scGBM,simulate,dropout_0,spectral,SIL
SPDR,0.38,SPDR,SPDR,simulate,dropout_0,spectral,SIL
pCMF,-0.06,pCMF,pCMF,simulate,dropout_0,spectral,SIL
SQuaD_MDS_hybrid,0.45,SQuaD-MDS hybrid,SQuaD-MDS,simulate,dropout_0,spectral,SIL
SCDRHA,0.37,SCDRHA,SCDRHA,simulate,dropout_0,spectral,SIL
TSNE,0.24,t-SNE,t-SNE,simulate,dropout_0,spectral,SIL
UMAP,0.57,UMAP,UMAP,simulate,dropout_0,spectral,SIL
VAE,0.5,VAE,VAE,simulate,dropout_0,spectral,SIL
DREAM,0.31,DREAM,DREAM,simulate,dropout_0,spectral,SIL
ZIFA,0.71,ZIFA,ZIFA,simulate,dropout_0,spectral,SIL
SSNMDI,0.41,SSNMDI,SSNMDI,simulate,dropout_0,spectral,SIL
tGPLVM,0.57,tGPLVM,tGPLVM,simulate,dropout_0,spectral,SIL
SQuaD_MDS,0.32,SQuaD-MDS,SQuaD-MDS,simulate,dropout_0,spectral,SIL
GLMPCA,0.5,GLMPCA,GLMPCA,simulate,dropout_0,spectral,SIL
PaCMAP,0.65,PaCMAP,PaCMAP,simulate,dropout_0,spectral,SIL
ParametricUMAP200,0.74,Parametric UMAP 200,UMAP,simulate,dropout_0,spectral,SIL
scScope,0.36,scScope,scScope,simulate,dropout_0,spectral,SIL
scvis,0.43,scvis,scvis,simulate,dropout_0,spectral,SIL
EDGE,0.41,EDGE,EDGE,simulate,dropout_0,spectral,SIL
TriMap,0.36,TriMap,TriMap,simulate,dropout_0,spectral,SIL
ParametricUMAP50,0.74,Parametric UMAP 50,UMAP,simulate,dropout_0,spectral,SIL
DRA,0.29,DRA,DRA,simulate,dropout_0,spectral,SIL
SIMLR,0.76,SIMLR,SIMLR,simulate,dropout_0,spectral,SIL
SAUCIE,0.43,SAUCIE,SAUCIE,simulate,dropout_0,spectral,SIL
PCA,0.59,PCA,PCA,simulate,dropout_0,spectral,SIL
PHATE,0.77,PHATE,PHATE,simulate,dropout_0,spectral,SIL
ivis,0.67,IVIS,IVIS,simulate,dropout_1,kmeans,ARI
scGAE,0.0,scGAE,scGAE,simulate,dropout_1,kmeans,ARI
scGBM,0.76,scGBM,scGBM,simulate,dropout_1,kmeans,ARI
SPDR,1.0,SPDR,SPDR,simulate,dropout_1,kmeans,ARI
pCMF,0.01,pCMF,pCMF,simulate,dropout_1,kmeans,ARI
SQuaD_MDS_hybrid,0.78,SQuaD-MDS hybrid,SQuaD-MDS,simulate,dropout_1,kmeans,ARI
SCDRHA,0.0,SCDRHA,SCDRHA,simulate,dropout_1,kmeans,ARI
TSNE,0.99,t-SNE,t-SNE,simulate,dropout_1,kmeans,ARI
UMAP,0.95,UMAP,UMAP,simulate,dropout_1,kmeans,ARI
VAE,0.81,VAE,VAE,simulate,dropout_1,kmeans,ARI
DREAM,0.1,DREAM,DREAM,simulate,dropout_1,kmeans,ARI
ZIFA,0.92,ZIFA,ZIFA,simulate,dropout_1,kmeans,ARI
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,dropout_1,kmeans,ARI
tGPLVM,0.0,tGPLVM,tGPLVM,simulate,dropout_1,kmeans,ARI
SQuaD_MDS,0.27,SQuaD-MDS,SQuaD-MDS,simulate,dropout_1,kmeans,ARI
GLMPCA,0.9,GLMPCA,GLMPCA,simulate,dropout_1,kmeans,ARI
PaCMAP,-0.0,PaCMAP,PaCMAP,simulate,dropout_1,kmeans,ARI
ParametricUMAP200,0.97,Parametric UMAP 200,UMAP,simulate,dropout_1,kmeans,ARI
scScope,0.1,scScope,scScope,simulate,dropout_1,kmeans,ARI
scvis,0.01,scvis,scvis,simulate,dropout_1,kmeans,ARI
EDGE,0.75,EDGE,EDGE,simulate,dropout_1,kmeans,ARI
TriMap,1.0,TriMap,TriMap,simulate,dropout_1,kmeans,ARI
ParametricUMAP50,0.97,Parametric UMAP 50,UMAP,simulate,dropout_1,kmeans,ARI
DRA,0.0,DRA,DRA,simulate,dropout_1,kmeans,ARI
SIMLR,0.96,SIMLR,SIMLR,simulate,dropout_1,kmeans,ARI
SAUCIE,0.0,SAUCIE,SAUCIE,simulate,dropout_1,kmeans,ARI
PCA,0.77,PCA,PCA,simulate,dropout_1,kmeans,ARI
PHATE,0.98,PHATE,PHATE,simulate,dropout_1,kmeans,ARI
ivis,0.72,IVIS,IVIS,simulate,dropout_1,kmeans,COMP
scGAE,0.0,scGAE,scGAE,simulate,dropout_1,kmeans,COMP
scGBM,0.82,scGBM,scGBM,simulate,dropout_1,kmeans,COMP
SPDR,1.0,SPDR,SPDR,simulate,dropout_1,kmeans,COMP
pCMF,0.01,pCMF,pCMF,simulate,dropout_1,kmeans,COMP
SQuaD_MDS_hybrid,0.72,SQuaD-MDS hybrid,SQuaD-MDS,simulate,dropout_1,kmeans,COMP
SCDRHA,0.02,SCDRHA,SCDRHA,simulate,dropout_1,kmeans,COMP
TSNE,0.98,t-SNE,t-SNE,simulate,dropout_1,kmeans,COMP
UMAP,0.92,UMAP,UMAP,simulate,dropout_1,kmeans,COMP
VAE,0.75,VAE,VAE,simulate,dropout_1,kmeans,COMP
DREAM,0.13,DREAM,DREAM,simulate,dropout_1,kmeans,COMP
ZIFA,0.89,ZIFA,ZIFA,simulate,dropout_1,kmeans,COMP
SSNMDI,0.01,SSNMDI,SSNMDI,simulate,dropout_1,kmeans,COMP
tGPLVM,0.0,tGPLVM,tGPLVM,simulate,dropout_1,kmeans,COMP
SQuaD_MDS,0.31,SQuaD-MDS,SQuaD-MDS,simulate,dropout_1,kmeans,COMP
GLMPCA,0.85,GLMPCA,GLMPCA,simulate,dropout_1,kmeans,COMP
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,dropout_1,kmeans,COMP
ParametricUMAP200,0.94,Parametric UMAP 200,UMAP,simulate,dropout_1,kmeans,COMP
scScope,0.09,scScope,scScope,simulate,dropout_1,kmeans,COMP
scvis,0.01,scvis,scvis,simulate,dropout_1,kmeans,COMP
EDGE,0.71,EDGE,EDGE,simulate,dropout_1,kmeans,COMP
TriMap,1.0,TriMap,TriMap,simulate,dropout_1,kmeans,COMP
ParametricUMAP50,0.94,Parametric UMAP 50,UMAP,simulate,dropout_1,kmeans,COMP
DRA,0.0,DRA,DRA,simulate,dropout_1,kmeans,COMP
SIMLR,0.94,SIMLR,SIMLR,simulate,dropout_1,kmeans,COMP
SAUCIE,0.0,SAUCIE,SAUCIE,simulate,dropout_1,kmeans,COMP
PCA,0.84,PCA,PCA,simulate,dropout_1,kmeans,COMP
PHATE,0.97,PHATE,PHATE,simulate,dropout_1,kmeans,COMP
ivis,0.74,IVIS,IVIS,simulate,dropout_1,kmeans,HOMO
scGAE,0.0,scGAE,scGAE,simulate,dropout_1,kmeans,HOMO
scGBM,0.85,scGBM,scGBM,simulate,dropout_1,kmeans,HOMO
SPDR,1.0,SPDR,SPDR,simulate,dropout_1,kmeans,HOMO
pCMF,0.01,pCMF,pCMF,simulate,dropout_1,kmeans,HOMO
SQuaD_MDS_hybrid,0.74,SQuaD-MDS hybrid,SQuaD-MDS,simulate,dropout_1,kmeans,HOMO
SCDRHA,0.02,SCDRHA,SCDRHA,simulate,dropout_1,kmeans,HOMO
TSNE,0.98,t-SNE,t-SNE,simulate,dropout_1,kmeans,HOMO
UMAP,0.92,UMAP,UMAP,simulate,dropout_1,kmeans,HOMO
VAE,0.77,VAE,VAE,simulate,dropout_1,kmeans,HOMO
DREAM,0.14,DREAM,DREAM,simulate,dropout_1,kmeans,HOMO
ZIFA,0.89,ZIFA,ZIFA,simulate,dropout_1,kmeans,HOMO
SSNMDI,0.01,SSNMDI,SSNMDI,simulate,dropout_1,kmeans,HOMO
tGPLVM,0.0,tGPLVM,tGPLVM,simulate,dropout_1,kmeans,HOMO
SQuaD_MDS,0.32,SQuaD-MDS,SQuaD-MDS,simulate,dropout_1,kmeans,HOMO
GLMPCA,0.86,GLMPCA,GLMPCA,simulate,dropout_1,kmeans,HOMO
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,dropout_1,kmeans,HOMO
ParametricUMAP200,0.94,Parametric UMAP 200,UMAP,simulate,dropout_1,kmeans,HOMO
scScope,0.1,scScope,scScope,simulate,dropout_1,kmeans,HOMO
scvis,0.01,scvis,scvis,simulate,dropout_1,kmeans,HOMO
EDGE,0.74,EDGE,EDGE,simulate,dropout_1,kmeans,HOMO
TriMap,1.0,TriMap,TriMap,simulate,dropout_1,kmeans,HOMO
ParametricUMAP50,0.94,Parametric UMAP 50,UMAP,simulate,dropout_1,kmeans,HOMO
DRA,0.0,DRA,DRA,simulate,dropout_1,kmeans,HOMO
SIMLR,0.95,SIMLR,SIMLR,simulate,dropout_1,kmeans,HOMO
SAUCIE,0.0,SAUCIE,SAUCIE,simulate,dropout_1,kmeans,HOMO
PCA,0.87,PCA,PCA,simulate,dropout_1,kmeans,HOMO
PHATE,0.97,PHATE,PHATE,simulate,dropout_1,kmeans,HOMO
ivis,0.73,IVIS,IVIS,simulate,dropout_1,kmeans,NMI
scGAE,0.0,scGAE,scGAE,simulate,dropout_1,kmeans,NMI
scGBM,0.83,scGBM,scGBM,simulate,dropout_1,kmeans,NMI
SPDR,1.0,SPDR,SPDR,simulate,dropout_1,kmeans,NMI
pCMF,0.01,pCMF,pCMF,simulate,dropout_1,kmeans,NMI
SQuaD_MDS_hybrid,0.73,SQuaD-MDS hybrid,SQuaD-MDS,simulate,dropout_1,kmeans,NMI
SCDRHA,0.02,SCDRHA,SCDRHA,simulate,dropout_1,kmeans,NMI
TSNE,0.98,t-SNE,t-SNE,simulate,dropout_1,kmeans,NMI
UMAP,0.92,UMAP,UMAP,simulate,dropout_1,kmeans,NMI
VAE,0.76,VAE,VAE,simulate,dropout_1,kmeans,NMI
DREAM,0.13,DREAM,DREAM,simulate,dropout_1,kmeans,NMI
ZIFA,0.89,ZIFA,ZIFA,simulate,dropout_1,kmeans,NMI
SSNMDI,0.01,SSNMDI,SSNMDI,simulate,dropout_1,kmeans,NMI
tGPLVM,0.0,tGPLVM,tGPLVM,simulate,dropout_1,kmeans,NMI
SQuaD_MDS,0.31,SQuaD-MDS,SQuaD-MDS,simulate,dropout_1,kmeans,NMI
GLMPCA,0.86,GLMPCA,GLMPCA,simulate,dropout_1,kmeans,NMI
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,dropout_1,kmeans,NMI
ParametricUMAP200,0.94,Parametric UMAP 200,UMAP,simulate,dropout_1,kmeans,NMI
scScope,0.1,scScope,scScope,simulate,dropout_1,kmeans,NMI
scvis,0.01,scvis,scvis,simulate,dropout_1,kmeans,NMI
EDGE,0.73,EDGE,EDGE,simulate,dropout_1,kmeans,NMI
TriMap,1.0,TriMap,TriMap,simulate,dropout_1,kmeans,NMI
ParametricUMAP50,0.94,Parametric UMAP 50,UMAP,simulate,dropout_1,kmeans,NMI
DRA,0.0,DRA,DRA,simulate,dropout_1,kmeans,NMI
SIMLR,0.94,SIMLR,SIMLR,simulate,dropout_1,kmeans,NMI
SAUCIE,0.0,SAUCIE,SAUCIE,simulate,dropout_1,kmeans,NMI
PCA,0.85,PCA,PCA,simulate,dropout_1,kmeans,NMI
