n_labels,ari,nmi,homogeneity,completeness,silhouette_label,trustworthiness_k30,work_package,dataset_id,method,environment,dimension,seed,max_epochs,n_cells,n_genes,runtime_seconds,max_rss_mb,metric_sample_size,metric_sample_size_requested,method_raw,method_id,parent_method,control_layer,source,standardized,explained_variance_ratio_sum,analysis_inclusion,method_class,max_iter,min_iter,iter_max,iter_min,pseudocount,zero_inflation,sparsity,training_steps,layers,workflow,pca_components,hvg_requested,hvg_actual,n_genes_total,n_genes_input,model_input
5,0.0465628205238815,0.0531147286090743,0.0543404021093835,0.0519431267887561,-0.0152587229291846,0.54557522810608,Latent-dimension sensitivity,default,GLMPCA,R benchmark,10,0,,2000,3000.0,11.17406439781189,342.6953125,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
5,0.0579403829270018,0.066038108070151,0.0675240279708825,0.0646161777251137,-0.0129351975114186,0.5542431141809498,Latent-dimension sensitivity,default,GLMPCA,R benchmark,10,1,,2000,3000.0,11.095580101013184,342.6953125,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
5,0.0284569142429314,0.0331196616476732,0.0338780577635884,0.0323944770533899,-0.0115201054494726,0.5481496120064808,Latent-dimension sensitivity,default,GLMPCA,R benchmark,10,2,,2000,3000.0,11.073742866516112,342.6953125,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
5,0.1044354982547001,0.1145137112484229,0.1170490104608961,0.1120859134650975,-0.0037952019972679,0.5845753730706915,Latent-dimension sensitivity,default,GLMPCA,R benchmark,20,0,,2000,3000.0,11.230302333831789,343.05078125,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
5,0.1276468690652985,0.1295125917512847,0.1323864709005367,0.1267608353284853,0.0008777246831648,0.5790495608425001,Latent-dimension sensitivity,default,GLMPCA,R benchmark,20,1,,2000,3000.0,11.167165279388428,343.05078125,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
5,0.100094316629749,0.1008683440031359,0.1031967575513361,0.0986426833734092,0.0026828079184438,0.5810739660612262,Latent-dimension sensitivity,default,GLMPCA,R benchmark,20,2,,2000,3000.0,11.116435766220093,343.91015625,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
5,0.30216723916025,0.2802317440318134,0.2854384344012403,0.275211601602074,0.0143634159346465,0.6522283618998892,Latent-dimension sensitivity,default,GLMPCA,R benchmark,50,0,,2000,3000.0,11.4138765335083,343.91015625,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
5,0.2833723115231087,0.2699319324276021,0.2755979131349623,0.2644942308422978,0.0146147602840951,0.6402031551121343,Latent-dimension sensitivity,default,GLMPCA,R benchmark,50,1,,2000,3000.0,11.38804817199707,343.91015625,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
5,0.3455041211135291,0.3548332845600543,0.3630308165786472,0.3469977913321398,0.0264552352207176,0.6581430203803189,Latent-dimension sensitivity,default,GLMPCA,R benchmark,50,2,,2000,3000.0,11.443254232406616,343.91015625,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
7,0.0113067161888371,0.0243107914297688,0.0240673636872152,0.0245591937546905,-0.0631676289639399,0.5108784088002046,Latent-dimension sensitivity,celltype_7,GLMPCA,R benchmark,2,0,,2000,3000.0,11.018958806991575,343.93359375,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
7,0.0130408703466156,0.0282631787730159,0.0280129904180582,0.02851787634234,-0.0748310278360464,0.5107600750405048,Latent-dimension sensitivity,celltype_7,GLMPCA,R benchmark,2,1,,2000,3000.0,10.98070240020752,344.0,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
7,0.0037397771992934,0.0105873568926357,0.01055149966226,0.0106234586617505,-0.0541940020431939,0.5096612603393877,Latent-dimension sensitivity,celltype_7,GLMPCA,R benchmark,2,2,,2000,3000.0,10.94573712348938,344.0,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
7,0.0113502338992079,0.0223681649404632,0.0223997783132597,0.0223366406754094,-0.0401420716543995,0.5234492197492965,Latent-dimension sensitivity,celltype_7,GLMPCA,R benchmark,5,0,,2000,3000.0,10.905774593353271,344.109375,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
7,0.0142860128260179,0.0281254572750366,0.0281496149938588,0.0281013409844877,-0.0382719274158445,0.5174357039310992,Latent-dimension sensitivity,celltype_7,GLMPCA,R benchmark,5,1,,2000,3000.0,10.954966068267822,344.109375,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
7,0.0271111420286157,0.0447678407806339,0.0448230092388624,0.0447128079588746,-0.0397982587025045,0.5214430544896393,Latent-dimension sensitivity,celltype_7,GLMPCA,R benchmark,5,2,,2000,3000.0,10.887649774551392,344.109375,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
7,0.025026787118407,0.040543885515033,0.040579367536198,0.0405084654896079,-0.0253610039706826,0.5455423637759018,Latent-dimension sensitivity,celltype_7,GLMPCA,R benchmark,10,0,,2000,3000.0,11.285078763961792,344.109375,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
7,0.0153746426150156,0.0280567136842144,0.0281139866193235,0.0279996736239677,-0.0231888281989487,0.5454425513771638,Latent-dimension sensitivity,celltype_7,GLMPCA,R benchmark,10,1,,2000,3000.0,11.18972635269165,344.109375,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
7,0.0244834586314438,0.0411293420055125,0.0412171528722394,0.0410419044957682,-0.0217620405179996,0.5386314232113925,Latent-dimension sensitivity,celltype_7,GLMPCA,R benchmark,10,2,,2000,3000.0,11.12863302230835,344.109375,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
7,0.0161639395329148,0.0296975222877327,0.0297374800094285,0.0296576718029011,-0.0152074323843045,0.5739226656433871,Latent-dimension sensitivity,celltype_7,GLMPCA,R benchmark,20,0,,2000,3000.0,11.055557250976562,344.25,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
7,0.031878897545833,0.0500062135876716,0.0500991401043742,0.0499136311626986,-0.0107241740972705,0.571373028054916,Latent-dimension sensitivity,celltype_7,GLMPCA,R benchmark,20,1,,2000,3000.0,11.060724973678589,344.4375,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
7,0.0502547966484343,0.0701971255368385,0.0703248015009518,0.0700699123286821,-0.0101625104253217,0.5846995139421847,Latent-dimension sensitivity,celltype_7,GLMPCA,R benchmark,20,2,,2000,3000.0,11.061683893203735,344.4375,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
7,0.1651559781428284,0.1917670620772006,0.1921756453753904,0.191360212465229,0.0036393265843523,0.6383945680907308,Latent-dimension sensitivity,celltype_7,GLMPCA,R benchmark,50,0,,2000,3000.0,11.406593799591064,344.4375,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
7,0.0734071819975015,0.0974318532438593,0.097574264686904,0.0972898568992382,-0.0005476110459043,0.6216146073164492,Latent-dimension sensitivity,celltype_7,GLMPCA,R benchmark,50,1,,2000,3000.0,11.259159088134766,344.4375,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
7,0.1234328554773404,0.1459078866971618,0.1461495128915884,0.1456670581359553,0.0020191767427263,0.6364662658821523,Latent-dimension sensitivity,celltype_7,GLMPCA,R benchmark,50,2,,2000,3000.0,11.22947072982788,344.4375,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
11,0.0085880157754564,0.0321467684188394,0.0319787745489034,0.0323165366520404,-0.1192569283957131,0.5108677496375884,Latent-dimension sensitivity,celltype_11,GLMPCA,R benchmark,2,0,,2000,3000.0,11.140103578567505,347.43359375,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
11,0.0023433669955657,0.017443863622811,0.0173381381498049,0.0175508864040759,-0.0784342252150555,0.5078175151360109,Latent-dimension sensitivity,celltype_11,GLMPCA,R benchmark,2,1,,2000,3000.0,11.246748924255373,347.69140625,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
11,0.0056440887736784,0.0227480313433639,0.0224669882844376,0.0230361946940035,-0.0791897757303796,0.5095634262812313,Latent-dimension sensitivity,celltype_11,GLMPCA,R benchmark,2,2,,2000,3000.0,11.04706621170044,348.01171875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
11,0.0069831955462047,0.0239319926939128,0.0240488954634965,0.0238162209655969,-0.0526822748274187,0.5200121599727126,Latent-dimension sensitivity,celltype_11,GLMPCA,R benchmark,5,0,,2000,3000.0,10.897427082061768,348.0625,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
11,0.0076401440551564,0.0252044240108524,0.0253280197002624,0.0250820287084674,-0.0475958482597115,0.5221153236121769,Latent-dimension sensitivity,celltype_11,GLMPCA,R benchmark,5,1,,2000,3000.0,10.874905109405518,348.0625,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
11,0.008132925050649,0.0267654527184312,0.0268899195821493,0.0266421327991528,-0.0508006347695226,0.5200030357295131,Latent-dimension sensitivity,celltype_11,GLMPCA,R benchmark,5,2,,2000,3000.0,10.950393199920654,348.0625,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
11,0.0126160472145249,0.0362748412582386,0.0364843741361947,0.0360677013675938,-0.0433190334957352,0.5390608169182229,Latent-dimension sensitivity,celltype_11,GLMPCA,R benchmark,10,0,,2000,3000.0,11.24599313735962,348.18359375,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
11,0.0114234197359416,0.0298934073056392,0.0300623602743494,0.0297263427832168,-0.0318258164731341,0.5488257866462011,Latent-dimension sensitivity,celltype_11,GLMPCA,R benchmark,10,1,,2000,3000.0,11.300806045532228,348.18359375,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
11,0.0117903775035726,0.0346825200907872,0.0348629347357096,0.0345039631132784,-0.0323419003241075,0.5450893493647139,Latent-dimension sensitivity,celltype_11,GLMPCA,R benchmark,10,2,,2000,3000.0,11.242505073547363,348.18359375,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
11,0.0217954375675781,0.051955775312191,0.0522369768045609,0.0516775851306425,-0.0210820740312205,0.5805807197066598,Latent-dimension sensitivity,celltype_11,GLMPCA,R benchmark,20,0,,2000,3000.0,11.075277090072632,348.18359375,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
11,0.0143974017200903,0.0399606531878755,0.0401729569259219,0.0397505815947477,-0.0194157197932057,0.5792027799096102,Latent-dimension sensitivity,celltype_11,GLMPCA,R benchmark,20,1,,2000,3000.0,10.98054313659668,348.3046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
11,0.0161116600623576,0.0428659340549837,0.0430972313951113,0.0426371061483269,-0.0188265178258034,0.5692997782894176,Latent-dimension sensitivity,celltype_11,GLMPCA,R benchmark,20,2,,2000,3000.0,10.996514558792114,348.3046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
11,0.0269437984277567,0.0640686083665327,0.0643559111668621,0.0637838593655586,-0.0068554238220348,0.6413699582160826,Latent-dimension sensitivity,celltype_11,GLMPCA,R benchmark,50,0,,2000,3000.0,11.234135150909424,348.3046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
11,0.0205779283709281,0.0514208061976652,0.0517037479796867,0.051140944282909,-0.0072363077965368,0.6240778630510787,Latent-dimension sensitivity,celltype_11,GLMPCA,R benchmark,50,1,,2000,3000.0,11.232536315917969,351.0390625,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
11,0.0217919407061382,0.048620601720711,0.0488782607458083,0.0483656449213388,-0.0078228182042562,0.6400034876780081,Latent-dimension sensitivity,celltype_11,GLMPCA,R benchmark,50,2,,2000,3000.0,11.450751543045044,351.0390625,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
15,0.001594401889735,0.0242638625543944,0.0240913319919032,0.0244388821040601,-0.0904866852568607,0.510040001705466,Latent-dimension sensitivity,celltype_15,GLMPCA,R benchmark,2,0,,2000,3000.0,11.047486305236816,351.0390625,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
15,0.002807445671534,0.0249972382642787,0.0248772459491239,0.0251183937258721,-0.0935069815855082,0.5078449731389102,Latent-dimension sensitivity,celltype_15,GLMPCA,R benchmark,2,1,,2000,3000.0,11.131003856658936,351.0390625,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
15,-0.0002426851698406,0.0195438182968384,0.0195250407496641,0.0195626319961218,-0.074840761537537,0.5082377504903215,Latent-dimension sensitivity,celltype_15,GLMPCA,R benchmark,2,2,,2000,3000.0,10.99966049194336,351.0390625,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
15,0.0053210770375307,0.030426167487918,0.0307882157200009,0.0300725351666958,-0.057264354799359,0.521827423893579,Latent-dimension sensitivity,celltype_15,GLMPCA,R benchmark,5,0,,2000,3000.0,10.935320615768433,351.0390625,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
15,0.0074122385846933,0.0344597654001503,0.0348433364868444,0.034084547404243,-0.0604566178529102,0.5221538927261874,Latent-dimension sensitivity,celltype_15,GLMPCA,R benchmark,5,1,,2000,3000.0,10.955060243606567,351.0390625,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
15,0.0072020969605605,0.0356484605023962,0.0360833325939682,0.0352239456415619,-0.0602237500669583,0.5204498422443933,Latent-dimension sensitivity,celltype_15,GLMPCA,R benchmark,5,2,,2000,3000.0,10.959193706512451,351.1640625,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
15,0.0120961077523661,0.04525283384867,0.0458047256316114,0.0447140829960666,-0.0394815033494134,0.5449673659077343,Latent-dimension sensitivity,celltype_15,GLMPCA,R benchmark,10,0,,2000,3000.0,11.279583930969238,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
15,0.0083585985765578,0.0355714761202432,0.0360268759980201,0.0351274455468039,-0.0382177662008266,0.5453275091668799,Latent-dimension sensitivity,celltype_15,GLMPCA,R benchmark,10,1,,2000,3000.0,11.266846418380736,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
15,0.0057633252397819,0.0306864760927342,0.0310885320708235,0.0302946866113687,-0.0361057511038564,0.5405315170120235,Latent-dimension sensitivity,celltype_15,GLMPCA,R benchmark,10,2,,2000,3000.0,11.202863931655884,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
15,0.0101156151738934,0.0420823627327336,0.0426207344264272,0.041557422460894,-0.0253550705677366,0.5691422614479407,Latent-dimension sensitivity,celltype_15,GLMPCA,R benchmark,20,0,,2000,3000.0,11.028146028518677,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
15,0.0134436607708495,0.0467707821369523,0.0473574647194113,0.0461984577805514,-0.0236326697472331,0.5674433614735226,Latent-dimension sensitivity,celltype_15,GLMPCA,R benchmark,20,1,,2000,3000.0,11.033038139343262,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
15,0.0100503389494438,0.0408358879833562,0.041318122416612,0.0403647802516955,-0.0244370299707126,0.5706920695830136,Latent-dimension sensitivity,celltype_15,GLMPCA,R benchmark,20,2,,2000,3000.0,11.062763452529907,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
15,0.0180532728252427,0.055882194493122,0.0565747718715029,0.0552063688391121,-0.011644702592058,0.6397568346550695,Latent-dimension sensitivity,celltype_15,GLMPCA,R benchmark,50,0,,2000,3000.0,11.19550371170044,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
15,0.0182597942283195,0.0600001249770131,0.0607498757845939,0.0592686548096448,-0.0117245646807775,0.6239088172593161,Latent-dimension sensitivity,celltype_15,GLMPCA,R benchmark,50,1,,2000,3000.0,11.169989824295044,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
15,0.0186172869154067,0.0593867203372427,0.0601304820103634,0.0586611332283688,-0.0109642384439791,0.6476872175321906,Latent-dimension sensitivity,celltype_15,GLMPCA,R benchmark,50,2,,2000,3000.0,11.222951650619509,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
5,0.0135103862274886,0.0204750703216162,0.0207635565095775,0.0201944906614765,-0.0484616147509858,0.5107654643131235,Latent-dimension sensitivity,dropout_0,GLMPCA,R benchmark,2,0,,2000,3000.0,10.516363382339478,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
5,0.0141869328657582,0.0260565905272425,0.026415735808162,0.0257070800478655,-0.0574169825718367,0.5130154429947983,Latent-dimension sensitivity,dropout_0,GLMPCA,R benchmark,2,1,,2000,3000.0,10.876495122909546,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
5,0.0113431203830582,0.019089959521451,0.0194312366803575,0.0187604633733091,-0.0576149937216906,0.5107888291975782,Latent-dimension sensitivity,dropout_0,GLMPCA,R benchmark,2,2,,2000,3000.0,10.629110097885132,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
5,0.042544313632831,0.0504175830664079,0.051566458329773,0.0493187848595956,-0.0255295776793713,0.5298202268269805,Latent-dimension sensitivity,dropout_0,GLMPCA,R benchmark,5,0,,2000,3000.0,10.569464683532717,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
5,0.008018326497392,0.0127103007241275,0.01299969283867,0.0124335126069639,-0.0249105269565258,0.5223902958983542,Latent-dimension sensitivity,dropout_0,GLMPCA,R benchmark,5,1,,2000,3000.0,10.627009630203249,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
5,0.0205255162173533,0.028467538403939,0.0291272195233025,0.0278370767850844,-0.0287886226981148,0.526471288479577,Latent-dimension sensitivity,dropout_0,GLMPCA,R benchmark,5,2,,2000,3000.0,10.628254175186155,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
5,0.0477914889241105,0.0514738379189512,0.0526688035908815,0.0503318927829632,-0.0131373420383872,0.5520402831073591,Latent-dimension sensitivity,dropout_0,GLMPCA,R benchmark,10,0,,2000,3000.0,10.752447366714478,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
5,0.0277802924180715,0.032585402150279,0.0333456965496534,0.0318590048791003,-0.013493009093659,0.5415599471305534,Latent-dimension sensitivity,dropout_0,GLMPCA,R benchmark,10,1,,2000,3000.0,10.62048602104187,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
5,0.0127281334734976,0.019329615298236,0.0197269472652711,0.0189479731047531,-0.0121003896844322,0.5464078195616953,Latent-dimension sensitivity,dropout_0,GLMPCA,R benchmark,10,2,,2000,3000.0,10.647778272628784,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
5,0.0873407639100817,0.0915131391818728,0.0934364249106712,0.0896674339736065,-0.0053367068461504,0.5717789119126802,Latent-dimension sensitivity,dropout_0,GLMPCA,R benchmark,20,0,,2000,3000.0,10.681602239608765,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
5,0.1252614525463751,0.124925883491376,0.1278200657578967,0.1221598630911925,0.0027140066241904,0.5781375799437196,Latent-dimension sensitivity,dropout_0,GLMPCA,R benchmark,20,1,,2000,3000.0,10.683870315551758,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
5,0.1096875937685341,0.1169789132292895,0.1196679509922188,0.1144080693540003,0.001210666913954,0.5721040504817941,Latent-dimension sensitivity,dropout_0,GLMPCA,R benchmark,20,2,,2000,3000.0,10.923794984817505,351.23046875,2000.0,5000.0,GLMPCA,GLMPCA,GLMPCA,Latent-dimension sensitivity,dimension,,,Planned full grid,count-aware generalized linear PCA,25.0,5.0,,,,,,,,,,,,,,
