Method,knn_10,knn_20,knn_30,svm,nkr_10,aji_10,nkr_20,aji_20,nkr_30,aji_30,random_triplet,spearman,k-nearest,centroid_distance
VASC,0.188,0.188,0.188,0.303,0.022,0.012,0.024,0.012,0.05,0.026,0.492,0.0,0.2,0.458
