Method,knn_10,knn_20,knn_30,svm,nkr_10,aji_10,nkr_20,aji_20,nkr_30,aji_30,random_triplet,spearman,k-nearest,centroid_distance
VASC,0.404,0.412,0.412,0.303,0.033,0.018,0.059,0.032,0.084,0.045,0.74,0.729,0.4,0.857
