Method,knn_10,knn_20,knn_30,svm,nkr_10,aji_10,nkr_20,aji_20,nkr_30,aji_30,random_triplet,spearman,k-nearest,centroid_distance
VASC,0.094,0.094,0.094,0.153,0.066,0.035,0.051,0.026,0.053,0.027,0.496,0.0,0.222,0.624
