Method,knn_10,knn_20,knn_30,svm,nkr_10,aji_10,nkr_20,aji_20,nkr_30,aji_30,random_triplet,spearman,k-nearest,centroid_distance
VASC,0.19,0.24,0.23,0.17,0.118,0.068,0.212,0.125,0.33,0.206,0.554,0.196,0.2,0.956
