Method,knn_10,knn_20,knn_30,svm,nkr_10,aji_10,nkr_20,aji_20,nkr_30,aji_30,random_triplet,spearman,k-nearest,centroid_distance
VASC,0.188,0.188,0.188,0.303,0.028,0.015,0.028,0.014,0.056,0.029,0.492,0.0,0.4,0.421
