panel_count,input_rows,scvi_reference_rows_all,scvi_reference_rows_plotted_max_epochs_20,scvi_reference_rows_excluded_non_20_epochs,scvi_reference_configurations_plotted,scvi_reference_dimensions,dimension_rows,dimension_methods,dimension_datasets,dimension_seeds_min_per_method_dimension,workflow_rows,workflow_methods,workflow_datasets,hvg_rows,hvg_methods,hvg_datasets,hvg_requested_values,runtime_rows_plotted,control_sensitivity_rows,control_sensitivity_layers,control_sensitivity_methods,top_dimension_delta_method,top_dimension_delta,workflow_delta_median,input_gene_3000_top_method,input_gene_3000_top_median_ari,max_median_control_response_method,max_median_control_response,max_median_memory_control_layer,max_median_memory_gb,top_ari_runtime_tradeoff_method,top_ari_runtime_tradeoff_source
10,1623,215,210,5,14,"2,5,10,20,50",640,6,8,8,192,4,8,576,6,8,"500,1000,2000,3000",1618,410,4,10,scVI,0.83499442315783,0.03950419462394544,PCA,1.0,scVI,0.7041712796257431,hvg,1.7681694030761719,PCA,dimension
