dimension,median,q25,q75,n,metric,panel,method,median_ari,median_ari_2d,median_ari_50d,delta_50d_minus_2d,dataset_or_summary,pca50_minus_direct_ari,hvg_requested,source,work_package,dataset_id,seed,runtime_seconds,records,methods,median_sensitivity,family
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,5.545263767242432,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,5.465062618255615,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,3.7333483695983887,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,3.3427934646606445,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,3.3320770263671875,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,7.640349626541138,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,7.665385246276855,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,7.663561105728149,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,0.8132884502410889,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,0.8435909748077393,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,0.8439936637878418,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,5.144771337509155,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,4.954150199890137,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,4.9770941734313965,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,14.510318517684937,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,14.606441020965576,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,14.661510467529297,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,7.597529888153076,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,7.634929180145264,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,7.630280017852783,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,3.252449989318848,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,3.2941341400146484,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,3.585029602050781,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,11.864962100982666,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,11.836725234985352,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,11.855565786361694,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,0.772381067276001,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,0.8774805068969727,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,0.7691514492034912,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,5.311341285705566,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,5.501417875289917,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,5.332090139389038,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,25.529397010803223,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,24.85146117210388,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,24.880696773529053,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,9.779561042785645,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,9.945770025253296,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,9.834160089492798,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,3.469379425048828,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,3.5196008682250977,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,3.593188524246216,,,,
,,,,,,g,,,,,,,,,scvi,,,,,42.0,1.0,0.19846053675068676,
,,,,,,g,,,,,,,,,dimension,,,,,128.0,6.0,0.07395653581886015,
,,,,,,g,,,,,,,,,workflow,,,,,96.0,4.0,0.042681877809056856,
,,,,,,g,,,,,,,,,hvg,,,,,144.0,6.0,0.2537133450780556,
,,,,,,h,GLMPCA,,,,,,,,dimension,,,,,,,0.1905684093929079,linear
,,,,,,h,GLMPCA,,,,,,,,hvg,,,,,,,0.3119513825909419,linear
,,,,,,h,PCA,,,,,,,,dimension,,,,,,,0.14366383471637584,linear
,,,,,,h,PCA,,,,,,,,hvg,,,,,,,0.219753187326158,linear
,,,,,,h,PHATE,,,,,,,,workflow,,,,,,,0.008860428063733439,graph
,,,,,,h,PaCMAP,,,,,,,,workflow,,,,,,,0.0028517197716451115,metric
,,,,,,h,SAUCIE,,,,,,,,dimension,,,,,,,0.004721445632354201,deep
,,,,,,h,UMAP,,,,,,,,hvg,,,,,,,0.2523655279571374,graph
,,,,,,h,UMAP,,,,,,,,workflow,,,,,,,0.3461532616972747,graph
,,,,,,h,pCMF,,,,,,,,dimension,,,,,,,0.00270950780803755,linear
,,,,,,h,scGBM,,,,,,,,dimension,,,,,,,0.45675881036683447,linear
,,,,,,h,scGBM,,,,,,,,hvg,,,,,,,0.17133632482339334,linear
,,,,,,h,scVI,,,,,,,,dimension,,,,,,,0.7041712796257431,deep
,,,,,,h,scVI,,,,,,,,hvg,,,,,,,0.2171054024138656,deep
,,,,,,h,scVI,,,,,,,,scvi,,,,,,,0.19846053675068676,deep
,,,,,,h,t-SNE,,,,,,,,hvg,,,,,,,0.3571837144635593,metric
,,,,,,h,t-SNE,,,,,,,,workflow,,,,,,,0.197900045058786,metric
