dimension,median,q25,q75,n,metric,panel,method,median_ari,median_ari_2d,median_ari_50d,delta_50d_minus_2d,dataset_or_summary,pca50_minus_direct_ari,hvg_requested,source,work_package,dataset_id,seed,runtime_seconds,records,methods,median_sensitivity,family
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,default,2.0,0.874211311340332,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,default,0.0,16.745487213134766,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,default,1.0,5.034855365753174,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,default,2.0,5.104198694229126,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,default,0.0,4.836319208145142,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,default,1.0,4.83071756362915,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,default,2.0,4.811013460159302,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,default,0.0,5.859942436218262,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,default,1.0,3.37447452545166,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,default,2.0,3.3389039039611816,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,default,0.0,3.4703798294067383,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,default,1.0,3.644784688949585,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,default,2.0,3.3427741527557373,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,default,0.0,3.8521478176116943,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,default,1.0,3.900524854660034,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,default,2.0,3.9129292964935294,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,default,0.0,0.940227508544922,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,default,1.0,0.9838602542877196,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,default,2.0,0.9600720405578612,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,default,0.0,5.10680890083313,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,default,1.0,5.105658531188965,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,default,2.0,5.102001428604126,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,default,0.0,6.487312078475952,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,default,1.0,6.462228059768677,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,default,2.0,6.5526957511901855,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,default,0.0,5.6966962814331055,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,default,1.0,5.707661867141724,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,default,2.0,5.650528907775879,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,default,0.0,3.816505432128906,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,default,1.0,3.44921350479126,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,default,2.0,3.5007901191711426,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,default,0.0,6.494994640350342,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,default,1.0,6.5190606117248535,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,default,2.0,6.422154426574707,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,default,0.0,1.022592306137085,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,default,1.0,1.0097177028656006,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,default,2.0,0.9235961437225342,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,default,0.0,5.195720434188843,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,default,1.0,5.248464345932007,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,default,2.0,5.149436473846436,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,default,0.0,13.169090032577516,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,default,1.0,15.558840036392212,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,default,2.0,13.292630672454834,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,default,0.0,7.87396764755249,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,default,1.0,7.90265679359436,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,default,2.0,7.868234395980835,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,default,0.0,3.494722843170166,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,default,1.0,3.433113574981689,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,default,2.0,3.5360629558563232,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,default,0.0,13.28516173362732,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,default,1.0,13.34606671333313,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,default,2.0,13.48555326461792,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,default,0.0,1.0377840995788574,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,default,1.0,1.0790727138519287,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,default,2.0,0.9837400913238524,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,default,0.0,5.392667293548584,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,default,1.0,5.2387285232543945,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,default,2.0,5.342270374298096,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,default,0.0,25.22593116760254,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,default,1.0,25.26090812683105,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,default,2.0,24.862363815307617,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,default,0.0,10.290913581848145,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,default,1.0,10.112035989761353,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,default,2.0,10.246499061584473,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,default,0.0,3.4867143630981445,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,default,1.0,3.596757650375366,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,default,2.0,3.473228454589844,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,2.513832330703736,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,3.0762460231781006,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,3.1470649242401123,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,0.8768575191497803,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,0.7923238277435303,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,0.7332730293273926,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,4.992427587509155,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,4.875053405761719,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,4.884755611419678,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,4.417923927307129,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,4.498315572738648,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,4.453195810317993,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,4.89236307144165,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,4.865773916244507,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,4.8851072788238525,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,3.147524356842041,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,3.235844850540161,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,3.141347885131836,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,3.824268579483032,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,3.8429274559021,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,3.847088575363159,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,0.7812347412109375,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,0.8372220993041992,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,0.888268232345581,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,4.910873174667358,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,4.958001136779785,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,4.958246469497681,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,7.020695209503174,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,6.976185321807861,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,6.73379921913147,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,5.535014390945435,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,5.521533727645874,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,5.431626319885254,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,3.521949052810669,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,3.415083408355713,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,3.391940832138061,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,8.177613735198975,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,8.257713317871094,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,8.266918182373047,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,0.8829023838043213,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,0.7691307067871094,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,0.7979471683502197,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,4.948638916015625,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,5.017371654510498,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,5.02229905128479,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,15.10990285873413,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,14.845289707183838,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,15.160370349884031,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,7.648137092590332,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,7.6966552734375,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,7.620599269866943,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,3.33567214012146,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,3.350028276443481,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,3.3044824600219727,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,12.862367391586304,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,12.72510862350464,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,12.741411209106444,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,1.04380464553833,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,0.8625078201293945,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,1.03879714012146,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,5.34238338470459,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,5.267316102981567,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,5.305097341537476,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,25.639222145080566,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,25.780173778533936,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,27.01165223121643,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,10.186054468154907,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,9.82050848007202,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,9.924180746078491,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,dropout_0,0.0,3.781525135040283,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,dropout_0,1.0,3.64335036277771,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,dropout_0,2.0,3.5832436084747314,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,2.492915153503418,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,2.4837026596069336,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,2.489926815032959,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,1.0161762237548828,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,0.8925895690917969,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,0.965233564376831,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,5.41026782989502,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,5.2318291664123535,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,5.488831520080566,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,4.63921046257019,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,4.651530504226685,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,4.723552465438843,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,4.947096824645996,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,4.96258020401001,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,5.0885889530181885,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,3.546696901321411,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,3.47672438621521,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,3.361905813217163,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,3.997515916824341,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,4.023794889450073,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,4.013714551925659,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,0.9079091548919678,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,1.031930685043335,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,0.9805057048797609,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,5.52048134803772,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,5.413120746612549,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,5.421643495559692,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,7.153361082077026,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,7.14164137840271,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,7.177274227142334,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,5.726761341094971,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,5.712635278701782,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,5.763619661331177,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,3.6339869499206543,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,3.424949407577514,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,3.411386013031006,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,6.717105865478516,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,6.874999523162842,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,6.754514694213867,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,0.993577003479004,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,1.0017807483673096,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,1.0651843547821045,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,5.3528923988342285,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,5.298886060714722,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,5.352589130401611,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,16.12949252128601,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,16.379886388778687,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,16.130839824676514,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,7.778576612472534,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,7.90559196472168,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,8.20068621635437,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,3.6410419940948486,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,3.555476188659668,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,3.64850115776062,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,15.497739553451538,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,15.724611520767212,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,14.236947774887083,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,1.0591917037963867,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,1.0991935729980469,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,1.1038661003112793,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,5.380085468292236,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,5.3369245529174805,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,5.4918506145477295,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,29.13626194000244,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,28.229079961776733,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,27.401525735855103,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,10.440759181976318,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,15.686456203460692,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,22.58917617797852,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5k,0.0,3.6249337196350098,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5k,1.0,3.560441493988037,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5k,2.0,3.65458345413208,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,2.2310540676116943,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,2.223562479019165,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,2.2559614181518555,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,0.7674870491027832,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,0.6557729244232178,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,0.7802329063415527,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,4.937958478927612,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,4.901075839996338,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,4.821765661239624,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,4.5331199169158936,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,4.552352428436279,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,4.523248672485352,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,4.690890550613403,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,4.705139875411987,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,4.853588342666626,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,3.5305426120758057,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,3.397866487503052,,,,
2,,,,,,f,t-SNE,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,3.4202380180358887,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,3.542560577392578,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,3.5629196166992188,,,,
20,,,,,,f,GLMPCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,3.5963447093963623,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,0.6620690822601318,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,0.7941668033599854,,,,
20,,,,,,f,PCA,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,0.7856149673461914,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,4.88571047782898,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,4.866805553436279,,,,
2,,,,,,f,UMAP,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,4.849266529083252,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,8.828151941299438,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5w,1.0,8.907625913619995,,,,
20,,,,,,f,scGBM,,,,,,,,hvg,Input-gene sensitivity,gene_5w,2.0,8.586836099624634,,,,
20,,,,,,f,scVI,,,,,,,,hvg,Input-gene sensitivity,gene_5w,0.0,5.450469255447388,,,,
