metric_sample_size,n_labels,ari,nmi,homogeneity,completeness,silhouette_label,trustworthiness_k30,work_package,dataset_id,method,environment,hvg_requested,hvg_actual,seed,n_cells,n_genes_total,n_genes_input,metric_sample_size_requested,runtime_seconds,max_rss_mb,workflow,dimension,pca_components,model_input,max_epochs,max_iter,min_iter,analysis_inclusion,method_raw,method_id,parent_method,control_layer,method_order
2000,5,0.9901227545480228,0.9807123656346248,0.9814226221638324,0.9800031363886864,0.1668731385477187,0.7366498934083738,Input-gene sensitivity,dropout_0,PCA,Python modern,1000,1000,1,2000,3000,1000,5000,0.8372220993041992,1810.60546875,Latent dimension,20,0,Log1p HVG,,,,Planned full grid,PCA,PCA,PCA,input_gene_sensitivity,0
2000,5,0.9919378339667116,0.983796217321972,0.9842794657820088,0.9833134431468988,0.1677674846203155,0.7352839686194252,Input-gene sensitivity,dropout_0,PCA,Python modern,1000,1000,0,2000,3000,1000,5000,0.7812347412109375,1810.60546875,Latent dimension,20,0,Log1p HVG,,,,Planned full grid,PCA,PCA,PCA,input_gene_sensitivity,0
2000,15,1.0,1.0,1.0,1.0000000000000002,0.3825039200729677,0.6759231346465422,Input-gene sensitivity,celltype_15,PCA,Python modern,3000,3000,0,2000,3000,3000,5000,1.035142421722412,1741.37109375,Latent dimension,20,0,Log1p HVG,,,,Planned full grid,PCA,PCA,PCA,input_gene_sensitivity,0
2000,5,0.9760008707747508,0.954866895268359,0.95695139636154,0.9527914556604028,0.1501863152590927,0.783469258975015,Input-gene sensitivity,gene_5w,PCA,Python modern,500,500,2,2000,3000,500,5000,0.7802329063415527,2237.64453125,Latent dimension,20,0,Log1p HVG,,,,Planned full grid,PCA,PCA,PCA,input_gene_sensitivity,0
2000,5,0.9749701686957226,0.953867281293806,0.9559449020225776,0.9517986718519096,0.1502569610202344,0.7841245160740172,Input-gene sensitivity,gene_5w,PCA,Python modern,500,500,1,2000,3000,500,5000,0.6557729244232178,2237.64453125,Latent dimension,20,0,Log1p HVG,,,,Planned full grid,PCA,PCA,PCA,input_gene_sensitivity,0
2000,5,0.977149667851176,0.9571192437484628,0.959118926762916,0.9551278817302268,0.1491884102905907,0.7847229129359597,Input-gene sensitivity,gene_5w,PCA,Python modern,500,500,0,2000,3000,500,5000,0.7674870491027832,2237.64453125,Latent dimension,20,0,Log1p HVG,,,,Planned full grid,PCA,PCA,PCA,input_gene_sensitivity,0
2000,15,0.273553124171729,0.2881525490453378,0.2907139950621804,0.2856358459887175,0.0076415471701661,0.7134755777266137,Input-gene sensitivity,celltype_15,PCA,Python modern,500,500,1,2000,3000,500,5000,0.8333578109741211,1672.6328125,Latent dimension,20,0,Log1p HVG,,,,Planned full grid,PCA,PCA,PCA,input_gene_sensitivity,0
2000,15,0.2723620910882027,0.2827697085813925,0.2849025777712731,0.2806685367378104,0.0086133685488767,0.7111622154003581,Input-gene sensitivity,celltype_15,PCA,Python modern,500,500,0,2000,3000,500,5000,0.9598605632781982,1672.6328125,Latent dimension,20,0,Log1p HVG,,,,Planned full grid,PCA,PCA,PCA,input_gene_sensitivity,0
2000,11,1.0,1.0,1.0,1.0,0.3827529922835666,0.6889742304084592,Input-gene sensitivity,celltype_11,PCA,Python modern,3000,3000,2,2000,3000,3000,5000,0.968419075012207,1573.56640625,Latent dimension,20,0,Log1p HVG,,,,Planned full grid,PCA,PCA,PCA,input_gene_sensitivity,0
2000,11,1.0,0.9999999999999998,1.0,0.9999999999999998,0.3821545030612994,0.6891028225462608,Input-gene sensitivity,celltype_11,PCA,Python modern,3000,3000,1,2000,3000,3000,5000,1.170582294464111,1565.79296875,Latent dimension,20,0,Log1p HVG,,,,Planned full grid,PCA,PCA,PCA,input_gene_sensitivity,0
2000,11,1.0,0.9999999999999998,1.0,0.9999999999999998,0.3821663571611774,0.6886592308348256,Input-gene sensitivity,celltype_11,PCA,Python modern,3000,3000,0,2000,3000,3000,5000,1.1108345985412598,1565.70703125,Latent dimension,20,0,Log1p HVG,,,,Planned full grid,PCA,PCA,PCA,input_gene_sensitivity,0
