method_id,method_raw,parent_method,metric,value,dataset_category,dataset_id,structure_table,method_order,collection,sim_axis
VAE,VAE,VAE,random_triplet,0.607,benchmarker,Pancreatic,dr1,7,curated,other
VAE,VAE,VAE,spearman,0.271,benchmarker,Pancreatic,dr1,7,curated,other
VAE,VAE,VAE,svm,0.317,benchmarker,Pancreatic,dr1,7,curated,other
VAE,VAE,VAE,AUC,0.651,benchmarker,Silver,dr2,7,curated,other
VAE,VAE,VAE,Pearson,0.464,benchmarker,Silver,dr3,7,curated,other
VAE,VAE,VAE,Qglobal,0.739,benchmarker,Silver,dr2,7,curated,other
VAE,VAE,VAE,Qlocal,0.355,benchmarker,Silver,dr2,7,curated,other
VAE,VAE,VAE,centroid_distance,0.907,benchmarker,Silver,dr1,7,curated,other
VAE,VAE,VAE,k-nearest,0.697,benchmarker,Silver,dr1,7,curated,other
VAE,VAE,VAE,kmax,594.0,benchmarker,Silver,dr2,7,curated,other
VAE,VAE,VAE,random_triplet,0.66,benchmarker,Silver,dr1,7,curated,other
VAE,VAE,VAE,spearman,0.466,benchmarker,Silver,dr1,7,curated,other
VAE,VAE,VAE,svm,0.531,benchmarker,Silver,dr1,7,curated,other
VAE,VAE,VAE,AUC,0.615,benchmarker,Zhengmix4eq,dr2,7,curated,other
VAE,VAE,VAE,Pearson,0.272,benchmarker,Zhengmix4eq,dr3,7,curated,other
VAE,VAE,VAE,Qglobal,0.711,benchmarker,Zhengmix4eq,dr2,7,curated,other
VAE,VAE,VAE,Qlocal,0.299,benchmarker,Zhengmix4eq,dr2,7,curated,other
VAE,VAE,VAE,centroid_distance,0.759,benchmarker,Zhengmix4eq,dr1,7,curated,other
VAE,VAE,VAE,k-nearest,0.75,benchmarker,Zhengmix4eq,dr1,7,curated,other
VAE,VAE,VAE,kmax,929.0,benchmarker,Zhengmix4eq,dr2,7,curated,other
VAE,VAE,VAE,random_triplet,0.608,benchmarker,Zhengmix4eq,dr1,7,curated,other
VAE,VAE,VAE,spearman,0.299,benchmarker,Zhengmix4eq,dr1,7,curated,other
VAE,VAE,VAE,svm,0.951,benchmarker,Zhengmix4eq,dr1,7,curated,other
VAE,VAE,VAE,AUC,0.625,scDesign3,ACINAR,dr2,7,scDesign3,other
VAE,VAE,VAE,Pearson,0.133,scDesign3,ACINAR,dr3,7,scDesign3,other
VAE,VAE,VAE,Qglobal,0.661,scDesign3,ACINAR,dr2,7,scDesign3,other
VAE,VAE,VAE,Qlocal,0.263,scDesign3,ACINAR,dr2,7,scDesign3,other
VAE,VAE,VAE,centroid_distance,0.557,scDesign3,ACINAR,dr1,7,scDesign3,other
VAE,VAE,VAE,k-nearest,0.5,scDesign3,ACINAR,dr1,7,scDesign3,other
VAE,VAE,VAE,kmax,277.0,scDesign3,ACINAR,dr2,7,scDesign3,other
VAE,VAE,VAE,random_triplet,0.628,scDesign3,ACINAR,dr1,7,scDesign3,other
VAE,VAE,VAE,spearman,0.286,scDesign3,ACINAR,dr1,7,scDesign3,other
VAE,VAE,VAE,svm,0.693,scDesign3,ACINAR,dr1,7,scDesign3,other
VAE,VAE,VAE,AUC,0.568,scDesign3,ATAC,dr2,7,scDesign3,other
VAE,VAE,VAE,Pearson,0.136,scDesign3,ATAC,dr3,7,scDesign3,other
VAE,VAE,VAE,Qglobal,0.652,scDesign3,ATAC,dr2,7,scDesign3,other
VAE,VAE,VAE,Qlocal,0.216,scDesign3,ATAC,dr2,7,scDesign3,other
VAE,VAE,VAE,centroid_distance,0.57,scDesign3,ATAC,dr1,7,scDesign3,other
VAE,VAE,VAE,k-nearest,0.846,scDesign3,ATAC,dr1,7,scDesign3,other
VAE,VAE,VAE,kmax,1359.0,scDesign3,ATAC,dr2,7,scDesign3,other
VAE,VAE,VAE,random_triplet,0.56,scDesign3,ATAC,dr1,7,scDesign3,other
VAE,VAE,VAE,spearman,0.137,scDesign3,ATAC,dr1,7,scDesign3,other
VAE,VAE,VAE,svm,0.899,scDesign3,ATAC,dr1,7,scDesign3,other
VAE,VAE,VAE,AUC,0.668,scDesign3,BATCH,dr2,7,scDesign3,other
VAE,VAE,VAE,Pearson,0.158,scDesign3,BATCH,dr3,7,scDesign3,other
VAE,VAE,VAE,Qglobal,0.7,scDesign3,BATCH,dr2,7,scDesign3,other
VAE,VAE,VAE,Qlocal,0.377,scDesign3,BATCH,dr2,7,scDesign3,other
VAE,VAE,VAE,centroid_distance,0.393,scDesign3,BATCH,dr1,7,scDesign3,other
VAE,VAE,VAE,k-nearest,0.389,scDesign3,BATCH,dr1,7,scDesign3,other
VAE,VAE,VAE,kmax,616.0,scDesign3,BATCH,dr2,7,scDesign3,other
VAE,VAE,VAE,random_triplet,0.641,scDesign3,BATCH,dr1,7,scDesign3,other
VAE,VAE,VAE,spearman,0.292,scDesign3,BATCH,dr1,7,scDesign3,other
VAE,VAE,VAE,svm,0.93,scDesign3,BATCH,dr1,7,scDesign3,other
VAE,VAE,VAE,AUC,0.624,scDesign3,CITE,dr2,7,scDesign3,other
VAE,VAE,VAE,Pearson,0.114,scDesign3,CITE,dr3,7,scDesign3,other
VAE,VAE,VAE,Qglobal,0.71,scDesign3,CITE,dr2,7,scDesign3,other
VAE,VAE,VAE,Qlocal,0.327,scDesign3,CITE,dr2,7,scDesign3,other
VAE,VAE,VAE,centroid_distance,0.295,scDesign3,CITE,dr1,7,scDesign3,other
VAE,VAE,VAE,k-nearest,0.4,scDesign3,CITE,dr1,7,scDesign3,other
VAE,VAE,VAE,kmax,1942.0,scDesign3,CITE,dr2,7,scDesign3,other
VAE,VAE,VAE,random_triplet,0.62,scDesign3,CITE,dr1,7,scDesign3,other
VAE,VAE,VAE,spearman,0.297,scDesign3,CITE,dr1,7,scDesign3,other
VAE,VAE,VAE,svm,0.819,scDesign3,CITE,dr1,7,scDesign3,other
VAE,VAE,VAE,AUC,0.601,scDesign3,EMBYRO,dr2,7,scDesign3,other
VAE,VAE,VAE,Pearson,0.11,scDesign3,EMBYRO,dr3,7,scDesign3,other
VAE,VAE,VAE,Qglobal,0.604,scDesign3,EMBYRO,dr2,7,scDesign3,other
VAE,VAE,VAE,Qlocal,0.259,scDesign3,EMBYRO,dr2,7,scDesign3,other
VAE,VAE,VAE,centroid_distance,0.826,scDesign3,EMBYRO,dr1,7,scDesign3,other
VAE,VAE,VAE,k-nearest,0.4,scDesign3,EMBYRO,dr1,7,scDesign3,other
VAE,VAE,VAE,kmax,14.0,scDesign3,EMBYRO,dr2,7,scDesign3,other
VAE,VAE,VAE,random_triplet,0.594,scDesign3,EMBYRO,dr1,7,scDesign3,other
VAE,VAE,VAE,spearman,0.211,scDesign3,EMBYRO,dr1,7,scDesign3,other
VAE,VAE,VAE,svm,0.852,scDesign3,EMBYRO,dr1,7,scDesign3,other
VAE,VAE,VAE,AUC,0.629,scDesign3,IFNB,dr2,7,scDesign3,other
VAE,VAE,VAE,Pearson,0.209,scDesign3,IFNB,dr3,7,scDesign3,other
VAE,VAE,VAE,Qglobal,0.68,scDesign3,IFNB,dr2,7,scDesign3,other
VAE,VAE,VAE,Qlocal,0.264,scDesign3,IFNB,dr2,7,scDesign3,other
VAE,VAE,VAE,centroid_distance,0.293,scDesign3,IFNB,dr1,7,scDesign3,other
VAE,VAE,VAE,k-nearest,0.385,scDesign3,IFNB,dr1,7,scDesign3,other
VAE,VAE,VAE,kmax,1728.0,scDesign3,IFNB,dr2,7,scDesign3,other
VAE,VAE,VAE,random_triplet,0.631,scDesign3,IFNB,dr1,7,scDesign3,other
VAE,VAE,VAE,spearman,0.305,scDesign3,IFNB,dr1,7,scDesign3,other
VAE,VAE,VAE,svm,0.888,scDesign3,IFNB,dr1,7,scDesign3,other
VAE,VAE,VAE,AUC,0.745,scDesign3,MARROW,dr2,7,scDesign3,other
VAE,VAE,VAE,Pearson,0.668,scDesign3,MARROW,dr3,7,scDesign3,other
VAE,VAE,VAE,Qglobal,0.847,scDesign3,MARROW,dr2,7,scDesign3,other
VAE,VAE,VAE,Qlocal,0.458,scDesign3,MARROW,dr2,7,scDesign3,other
VAE,VAE,VAE,centroid_distance,0.858,scDesign3,MARROW,dr1,7,scDesign3,other
VAE,VAE,VAE,k-nearest,0.667,scDesign3,MARROW,dr1,7,scDesign3,other
VAE,VAE,VAE,kmax,696.0,scDesign3,MARROW,dr2,7,scDesign3,other
VAE,VAE,VAE,random_triplet,0.79,scDesign3,MARROW,dr1,7,scDesign3,other
VAE,VAE,VAE,spearman,0.687,scDesign3,MARROW,dr1,7,scDesign3,other
VAE,VAE,VAE,svm,0.912,scDesign3,MARROW,dr1,7,scDesign3,other
VAE,VAE,VAE,AUC,0.635,scDesign3,MOBSC,dr2,7,scDesign3,other
VAE,VAE,VAE,Pearson,0.362,scDesign3,MOBSC,dr3,7,scDesign3,other
VAE,VAE,VAE,Qglobal,0.691,scDesign3,MOBSC,dr2,7,scDesign3,other
VAE,VAE,VAE,Qlocal,0.285,scDesign3,MOBSC,dr2,7,scDesign3,other
VAE,VAE,VAE,centroid_distance,0.566,scDesign3,MOBSC,dr1,7,scDesign3,other
VAE,VAE,VAE,k-nearest,0.5,scDesign3,MOBSC,dr1,7,scDesign3,other
VAE,VAE,VAE,kmax,1727.0,scDesign3,MOBSC,dr2,7,scDesign3,other
VAE,VAE,VAE,random_triplet,0.638,scDesign3,MOBSC,dr1,7,scDesign3,other
VAE,VAE,VAE,spearman,0.369,scDesign3,MOBSC,dr1,7,scDesign3,other
VAE,VAE,VAE,svm,0.882,scDesign3,MOBSC,dr1,7,scDesign3,other
VAE,VAE,VAE,AUC,0.633,scDesign3,OVARIAN,dr2,7,scDesign3,other
VAE,VAE,VAE,Pearson,0.137,scDesign3,OVARIAN,dr3,7,scDesign3,other
VAE,VAE,VAE,Qglobal,0.708,scDesign3,OVARIAN,dr2,7,scDesign3,other
VAE,VAE,VAE,Qlocal,0.314,scDesign3,OVARIAN,dr2,7,scDesign3,other
VAE,VAE,VAE,centroid_distance,0.519,scDesign3,OVARIAN,dr1,7,scDesign3,other
VAE,VAE,VAE,k-nearest,0.333,scDesign3,OVARIAN,dr1,7,scDesign3,other
VAE,VAE,VAE,kmax,662.0,scDesign3,OVARIAN,dr2,7,scDesign3,other
VAE,VAE,VAE,random_triplet,0.63,scDesign3,OVARIAN,dr1,7,scDesign3,other
VAE,VAE,VAE,spearman,0.263,scDesign3,OVARIAN,dr1,7,scDesign3,other
VAE,VAE,VAE,svm,0.764,scDesign3,OVARIAN,dr1,7,scDesign3,other
VAE,VAE,VAE,AUC,0.719,scDesign3,PANCREAS,dr2,7,scDesign3,other
VAE,VAE,VAE,Pearson,0.353,scDesign3,PANCREAS,dr3,7,scDesign3,other
VAE,VAE,VAE,Qglobal,0.795,scDesign3,PANCREAS,dr2,7,scDesign3,other
VAE,VAE,VAE,Qlocal,0.414,scDesign3,PANCREAS,dr2,7,scDesign3,other
VAE,VAE,VAE,centroid_distance,0.88,scDesign3,PANCREAS,dr1,7,scDesign3,other
VAE,VAE,VAE,k-nearest,0.75,scDesign3,PANCREAS,dr1,7,scDesign3,other
VAE,VAE,VAE,kmax,417.0,scDesign3,PANCREAS,dr2,7,scDesign3,other
VAE,VAE,VAE,random_triplet,0.736,scDesign3,PANCREAS,dr1,7,scDesign3,other
VAE,VAE,VAE,spearman,0.496,scDesign3,PANCREAS,dr1,7,scDesign3,other
VAE,VAE,VAE,svm,0.927,scDesign3,PANCREAS,dr1,7,scDesign3,other
VAE,VAE,VAE,AUC,0.789,scDesign3,SCGEMMETH,dr2,7,scDesign3,other
VAE,VAE,VAE,Pearson,0.856,scDesign3,SCGEMMETH,dr3,7,scDesign3,other
VAE,VAE,VAE,Qglobal,0.911,scDesign3,SCGEMMETH,dr2,7,scDesign3,other
VAE,VAE,VAE,Qlocal,0.588,scDesign3,SCGEMMETH,dr2,7,scDesign3,other
VAE,VAE,VAE,centroid_distance,0.976,scDesign3,SCGEMMETH,dr1,7,scDesign3,other
VAE,VAE,VAE,k-nearest,1.0,scDesign3,SCGEMMETH,dr1,7,scDesign3,other
VAE,VAE,VAE,kmax,51.0,scDesign3,SCGEMMETH,dr2,7,scDesign3,other
VAE,VAE,VAE,random_triplet,0.82,scDesign3,SCGEMMETH,dr1,7,scDesign3,other
VAE,VAE,VAE,spearman,0.877,scDesign3,SCGEMMETH,dr1,7,scDesign3,other
VAE,VAE,VAE,svm,0.741,scDesign3,SCGEMMETH,dr1,7,scDesign3,other
VAE,VAE,VAE,AUC,0.815,scDesign3,SCGEMRNA,dr2,7,scDesign3,other
VAE,VAE,VAE,Pearson,0.867,scDesign3,SCGEMRNA,dr3,7,scDesign3,other
VAE,VAE,VAE,Qglobal,0.839,scDesign3,SCGEMRNA,dr2,7,scDesign3,other
VAE,VAE,VAE,Qlocal,0.465,scDesign3,SCGEMRNA,dr2,7,scDesign3,other
VAE,VAE,VAE,centroid_distance,0.981,scDesign3,SCGEMRNA,dr1,7,scDesign3,other
VAE,VAE,VAE,k-nearest,0.8,scDesign3,SCGEMRNA,dr1,7,scDesign3,other
VAE,VAE,VAE,kmax,10.0,scDesign3,SCGEMRNA,dr2,7,scDesign3,other
VAE,VAE,VAE,random_triplet,0.854,scDesign3,SCGEMRNA,dr1,7,scDesign3,other
VAE,VAE,VAE,spearman,0.879,scDesign3,SCGEMRNA,dr1,7,scDesign3,other
VAE,VAE,VAE,svm,0.836,scDesign3,SCGEMRNA,dr1,7,scDesign3,other
VAE,VAE,VAE,AUC,0.557,scDesign3,SCIATAC,dr2,7,scDesign3,other
VAE,VAE,VAE,Pearson,0.305,scDesign3,SCIATAC,dr3,7,scDesign3,other
VAE,VAE,VAE,Qglobal,0.763,scDesign3,SCIATAC,dr2,7,scDesign3,other
VAE,VAE,VAE,Qlocal,0.263,scDesign3,SCIATAC,dr2,7,scDesign3,other
VAE,VAE,VAE,centroid_distance,0.418,scDesign3,SCIATAC,dr1,7,scDesign3,other
VAE,VAE,VAE,k-nearest,0.306,scDesign3,SCIATAC,dr1,7,scDesign3,other
VAE,VAE,VAE,kmax,1658.0,scDesign3,SCIATAC,dr2,7,scDesign3,other
VAE,VAE,VAE,random_triplet,0.599,scDesign3,SCIATAC,dr1,7,scDesign3,other
VAE,VAE,VAE,spearman,0.313,scDesign3,SCIATAC,dr1,7,scDesign3,other
VAE,VAE,VAE,svm,0.51,scDesign3,SCIATAC,dr1,7,scDesign3,other
VAE,VAE,VAE,AUC,0.527,scDesign3,SLIDE,dr2,7,scDesign3,other
VAE,VAE,VAE,Pearson,0.174,scDesign3,SLIDE,dr3,7,scDesign3,other
VAE,VAE,VAE,Qglobal,0.828,scDesign3,SLIDE,dr2,7,scDesign3,other
VAE,VAE,VAE,Qlocal,0.34,scDesign3,SLIDE,dr2,7,scDesign3,other
VAE,VAE,VAE,centroid_distance,0.797,scDesign3,SLIDE,dr1,7,scDesign3,other
VAE,VAE,VAE,k-nearest,0.485,scDesign3,SLIDE,dr1,7,scDesign3,other
VAE,VAE,VAE,kmax,14420.0,scDesign3,SLIDE,dr2,7,scDesign3,other
VAE,VAE,VAE,random_triplet,0.542,scDesign3,SLIDE,dr1,7,scDesign3,other
VAE,VAE,VAE,spearman,0.221,scDesign3,SLIDE,dr1,7,scDesign3,other
VAE,VAE,VAE,svm,0.524,scDesign3,SLIDE,dr1,7,scDesign3,other
VAE,VAE,VAE,AUC,0.609,scDesign3,VISIUM,dr2,7,scDesign3,other
VAE,VAE,VAE,Pearson,0.155,scDesign3,VISIUM,dr3,7,scDesign3,other
VAE,VAE,VAE,Qglobal,0.626,scDesign3,VISIUM,dr2,7,scDesign3,other
VAE,VAE,VAE,Qlocal,0.271,scDesign3,VISIUM,dr2,7,scDesign3,other
VAE,VAE,VAE,centroid_distance,0.496,scDesign3,VISIUM,dr1,7,scDesign3,other
VAE,VAE,VAE,k-nearest,0.5,scDesign3,VISIUM,dr1,7,scDesign3,other
VAE,VAE,VAE,kmax,131.0,scDesign3,VISIUM,dr2,7,scDesign3,other
VAE,VAE,VAE,random_triplet,0.584,scDesign3,VISIUM,dr1,7,scDesign3,other
VAE,VAE,VAE,spearman,0.219,scDesign3,VISIUM,dr1,7,scDesign3,other
VAE,VAE,VAE,svm,0.898,scDesign3,VISIUM,dr1,7,scDesign3,other
scvis,scvis,scvis,AUC,0.657,SIMLR,Pollen,dr2,8,SIMLR,other
scvis,scvis,scvis,Pearson,0.324,SIMLR,Pollen,dr3,8,SIMLR,other
scvis,scvis,scvis,Qglobal,0.684,SIMLR,Pollen,dr2,8,SIMLR,other
scvis,scvis,scvis,Qlocal,0.375,SIMLR,Pollen,dr2,8,SIMLR,other
scvis,scvis,scvis,centroid_distance,0.494,SIMLR,Pollen,dr1,8,SIMLR,other
scvis,scvis,scvis,k-nearest,0.606,SIMLR,Pollen,dr1,8,SIMLR,other
scvis,scvis,scvis,kmax,21.0,SIMLR,Pollen,dr2,8,SIMLR,other
scvis,scvis,scvis,random_triplet,0.627,SIMLR,Pollen,dr1,8,SIMLR,other
scvis,scvis,scvis,spearman,0.292,SIMLR,Pollen,dr1,8,SIMLR,other
scvis,scvis,scvis,svm,0.839,SIMLR,Pollen,dr1,8,SIMLR,other
scvis,scvis,scvis,AUC,0.603,SIMLR,Usoskin,dr2,8,SIMLR,other
scvis,scvis,scvis,Pearson,0.354,SIMLR,Usoskin,dr3,8,SIMLR,other
scvis,scvis,scvis,Qglobal,0.708,SIMLR,Usoskin,dr2,8,SIMLR,other
scvis,scvis,scvis,Qlocal,0.245,SIMLR,Usoskin,dr2,8,SIMLR,other
scvis,scvis,scvis,centroid_distance,0.518,SIMLR,Usoskin,dr1,8,SIMLR,other
scvis,scvis,scvis,k-nearest,0.25,SIMLR,Usoskin,dr1,8,SIMLR,other
scvis,scvis,scvis,kmax,140.0,SIMLR,Usoskin,dr2,8,SIMLR,other
scvis,scvis,scvis,random_triplet,0.637,SIMLR,Usoskin,dr1,8,SIMLR,other
scvis,scvis,scvis,spearman,0.36,SIMLR,Usoskin,dr1,8,SIMLR,other
scvis,scvis,scvis,svm,0.859,SIMLR,Usoskin,dr1,8,SIMLR,other
scvis,scvis,scvis,AUC,0.772,TI,DA1_horns,dr2,8,trajectory,other
scvis,scvis,scvis,Pearson,0.584,TI,DA1_horns,dr3,8,trajectory,other
scvis,scvis,scvis,Qglobal,0.845,TI,DA1_horns,dr2,8,trajectory,other
scvis,scvis,scvis,Qlocal,0.388,TI,DA1_horns,dr2,8,trajectory,other
scvis,scvis,scvis,centroid_distance,0.981,TI,DA1_horns,dr1,8,trajectory,other
scvis,scvis,scvis,k-nearest,0.8,TI,DA1_horns,dr1,8,trajectory,other
scvis,scvis,scvis,kmax,43.0,TI,DA1_horns,dr2,8,trajectory,other
scvis,scvis,scvis,random_triplet,0.819,TI,DA1_horns,dr1,8,trajectory,other
scvis,scvis,scvis,spearman,0.836,TI,DA1_horns,dr1,8,trajectory,other
scvis,scvis,scvis,svm,0.946,TI,DA1_horns,dr1,8,trajectory,other
scvis,scvis,scvis,AUC,0.826,TI,DC3_VA1d_horns,dr2,8,trajectory,other
scvis,scvis,scvis,Pearson,0.579,TI,DC3_VA1d_horns,dr3,8,trajectory,other
scvis,scvis,scvis,Qglobal,0.887,TI,DC3_VA1d_horns,dr2,8,trajectory,other
scvis,scvis,scvis,Qlocal,0.57,TI,DC3_VA1d_horns,dr2,8,trajectory,other
scvis,scvis,scvis,centroid_distance,0.943,TI,DC3_VA1d_horns,dr1,8,trajectory,other
scvis,scvis,scvis,k-nearest,0.833,TI,DC3_VA1d_horns,dr1,8,trajectory,other
scvis,scvis,scvis,kmax,30.0,TI,DC3_VA1d_horns,dr2,8,trajectory,other
scvis,scvis,scvis,random_triplet,0.835,TI,DC3_VA1d_horns,dr1,8,trajectory,other
scvis,scvis,scvis,spearman,0.889,TI,DC3_VA1d_horns,dr1,8,trajectory,other
scvis,scvis,scvis,svm,0.858,TI,DC3_VA1d_horns,dr1,8,trajectory,other
scvis,scvis,scvis,AUC,0.824,TI,ICM,dr2,8,trajectory,other
scvis,scvis,scvis,Pearson,0.785,TI,ICM,dr3,8,trajectory,other
scvis,scvis,scvis,Qglobal,0.85,TI,ICM,dr2,8,trajectory,other
scvis,scvis,scvis,Qlocal,0.629,TI,ICM,dr2,8,trajectory,other
scvis,scvis,scvis,centroid_distance,0.862,TI,ICM,dr1,8,trajectory,other
scvis,scvis,scvis,k-nearest,0.767,TI,ICM,dr1,8,trajectory,other
scvis,scvis,scvis,kmax,29.0,TI,ICM,dr2,8,trajectory,other
scvis,scvis,scvis,random_triplet,0.82,TI,ICM,dr1,8,trajectory,other
scvis,scvis,scvis,spearman,0.806,TI,ICM,dr1,8,trajectory,other
scvis,scvis,scvis,svm,0.952,TI,ICM,dr1,8,trajectory,other
scvis,scvis,scvis,AUC,0.789,TI,blastocyst,dr2,8,trajectory,other
scvis,scvis,scvis,Pearson,0.694,TI,blastocyst,dr3,8,trajectory,other
scvis,scvis,scvis,Qglobal,0.815,TI,blastocyst,dr2,8,trajectory,other
scvis,scvis,scvis,Qlocal,0.542,TI,blastocyst,dr2,8,trajectory,other
scvis,scvis,scvis,centroid_distance,0.816,TI,blastocyst,dr1,8,trajectory,other
scvis,scvis,scvis,k-nearest,0.615,TI,blastocyst,dr1,8,trajectory,other
scvis,scvis,scvis,kmax,31.0,TI,blastocyst,dr2,8,trajectory,other
scvis,scvis,scvis,random_triplet,0.791,TI,blastocyst,dr1,8,trajectory,other
scvis,scvis,scvis,spearman,0.751,TI,blastocyst,dr1,8,trajectory,other
scvis,scvis,scvis,svm,0.854,TI,blastocyst,dr1,8,trajectory,other
scvis,scvis,scvis,AUC,0.661,TI,combination-1,dr2,8,trajectory,other
scvis,scvis,scvis,Pearson,0.467,TI,combination-1,dr3,8,trajectory,other
scvis,scvis,scvis,Qglobal,0.806,TI,combination-1,dr2,8,trajectory,other
scvis,scvis,scvis,Qlocal,0.375,TI,combination-1,dr2,8,trajectory,other
scvis,scvis,scvis,centroid_distance,0.868,TI,combination-1,dr1,8,trajectory,other
scvis,scvis,scvis,k-nearest,0.786,TI,combination-1,dr1,8,trajectory,other
scvis,scvis,scvis,kmax,1437.0,TI,combination-1,dr2,8,trajectory,other
scvis,scvis,scvis,random_triplet,0.702,TI,combination-1,dr1,8,trajectory,other
scvis,scvis,scvis,spearman,0.571,TI,combination-1,dr1,8,trajectory,other
scvis,scvis,scvis,svm,0.895,TI,combination-1,dr1,8,trajectory,other
scvis,scvis,scvis,AUC,0.623,TI,combination-2,dr2,8,trajectory,other
scvis,scvis,scvis,Pearson,0.364,TI,combination-2,dr3,8,trajectory,other
scvis,scvis,scvis,Qglobal,0.768,TI,combination-2,dr2,8,trajectory,other
scvis,scvis,scvis,Qlocal,0.33,TI,combination-2,dr2,8,trajectory,other
scvis,scvis,scvis,centroid_distance,0.905,TI,combination-2,dr1,8,trajectory,other
scvis,scvis,scvis,k-nearest,0.639,TI,combination-2,dr1,8,trajectory,other
scvis,scvis,scvis,kmax,1432.0,TI,combination-2,dr2,8,trajectory,other
scvis,scvis,scvis,random_triplet,0.652,TI,combination-2,dr1,8,trajectory,other
scvis,scvis,scvis,spearman,0.397,TI,combination-2,dr1,8,trajectory,other
scvis,scvis,scvis,svm,0.683,TI,combination-2,dr1,8,trajectory,other
scvis,scvis,scvis,AUC,0.639,TI,combination-3,dr2,8,trajectory,other
scvis,scvis,scvis,Pearson,0.399,TI,combination-3,dr3,8,trajectory,other
scvis,scvis,scvis,Qglobal,0.691,TI,combination-3,dr2,8,trajectory,other
scvis,scvis,scvis,Qlocal,0.239,TI,combination-3,dr2,8,trajectory,other
scvis,scvis,scvis,centroid_distance,0.949,TI,combination-3,dr1,8,trajectory,other
scvis,scvis,scvis,k-nearest,0.786,TI,combination-3,dr1,8,trajectory,other
scvis,scvis,scvis,kmax,261.0,TI,combination-3,dr2,8,trajectory,other
scvis,scvis,scvis,random_triplet,0.669,TI,combination-3,dr1,8,trajectory,other
scvis,scvis,scvis,spearman,0.441,TI,combination-3,dr1,8,trajectory,other
scvis,scvis,scvis,svm,0.808,TI,combination-3,dr1,8,trajectory,other
scvis,scvis,scvis,AUC,0.808,TI,epiblast,dr2,8,trajectory,other
scvis,scvis,scvis,Pearson,0.742,TI,epiblast,dr3,8,trajectory,other
scvis,scvis,scvis,Qglobal,0.846,TI,epiblast,dr2,8,trajectory,other
scvis,scvis,scvis,Qlocal,0.584,TI,epiblast,dr2,8,trajectory,other
scvis,scvis,scvis,centroid_distance,0.877,TI,epiblast,dr1,8,trajectory,other
scvis,scvis,scvis,k-nearest,0.857,TI,epiblast,dr1,8,trajectory,other
scvis,scvis,scvis,kmax,24.0,TI,epiblast,dr2,8,trajectory,other
scvis,scvis,scvis,random_triplet,0.797,TI,epiblast,dr1,8,trajectory,other
scvis,scvis,scvis,spearman,0.812,TI,epiblast,dr1,8,trajectory,other
scvis,scvis,scvis,svm,0.945,TI,epiblast,dr1,8,trajectory,other
scvis,scvis,scvis,AUC,0.671,TI,epidermis,dr2,8,trajectory,other
scvis,scvis,scvis,Pearson,0.521,TI,epidermis,dr3,8,trajectory,other
scvis,scvis,scvis,Qglobal,0.804,TI,epidermis,dr2,8,trajectory,other
scvis,scvis,scvis,Qlocal,0.374,TI,epidermis,dr2,8,trajectory,other
scvis,scvis,scvis,centroid_distance,0.95,TI,epidermis,dr1,8,trajectory,other
scvis,scvis,scvis,k-nearest,0.8,TI,epidermis,dr1,8,trajectory,other
scvis,scvis,scvis,kmax,1240.0,TI,epidermis,dr2,8,trajectory,other
scvis,scvis,scvis,random_triplet,0.71,TI,epidermis,dr1,8,trajectory,other
scvis,scvis,scvis,spearman,0.592,TI,epidermis,dr1,8,trajectory,other
scvis,scvis,scvis,svm,0.916,TI,epidermis,dr1,8,trajectory,other
scvis,scvis,scvis,AUC,0.755,TI,horns,dr2,8,trajectory,other
scvis,scvis,scvis,Pearson,0.596,TI,horns,dr3,8,trajectory,other
scvis,scvis,scvis,Qglobal,0.818,TI,horns,dr2,8,trajectory,other
scvis,scvis,scvis,Qlocal,0.388,TI,horns,dr2,8,trajectory,other
scvis,scvis,scvis,centroid_distance,0.872,TI,horns,dr1,8,trajectory,other
scvis,scvis,scvis,k-nearest,0.75,TI,horns,dr1,8,trajectory,other
scvis,scvis,scvis,kmax,65.0,TI,horns,dr2,8,trajectory,other
scvis,scvis,scvis,random_triplet,0.781,TI,horns,dr1,8,trajectory,other
scvis,scvis,scvis,spearman,0.77,TI,horns,dr1,8,trajectory,other
scvis,scvis,scvis,svm,0.773,TI,horns,dr1,8,trajectory,other
scvis,scvis,scvis,AUC,0.627,TI,muscle,dr2,8,trajectory,other
scvis,scvis,scvis,Pearson,0.48,TI,muscle,dr3,8,trajectory,other
scvis,scvis,scvis,Qglobal,0.744,TI,muscle,dr2,8,trajectory,other
scvis,scvis,scvis,Qlocal,0.263,TI,muscle,dr2,8,trajectory,other
scvis,scvis,scvis,centroid_distance,1.0,TI,muscle,dr1,8,trajectory,other
scvis,scvis,scvis,k-nearest,1.0,TI,muscle,dr1,8,trajectory,other
scvis,scvis,scvis,kmax,567.0,TI,muscle,dr2,8,trajectory,other
scvis,scvis,scvis,random_triplet,0.672,TI,muscle,dr1,8,trajectory,other
scvis,scvis,scvis,spearman,0.552,TI,muscle,dr1,8,trajectory,other
scvis,scvis,scvis,svm,0.799,TI,muscle,dr1,8,trajectory,other
scvis,scvis,scvis,AUC,0.603,TI,neuron,dr2,8,trajectory,other
scvis,scvis,scvis,Pearson,0.476,TI,neuron,dr3,8,trajectory,other
scvis,scvis,scvis,Qglobal,0.834,TI,neuron,dr2,8,trajectory,other
scvis,scvis,scvis,Qlocal,0.345,TI,neuron,dr2,8,trajectory,other
