parent_method,score,perturbation_axis,method_order,panel_source,method_id,method_raw,metric,value,dataset_category,dataset_id,structure_table,collection,sim_axis,clustering_algorithm
scvis,,,8,sim_structure,scvis,scvis,nkr_10,0.005,simulate,dropout_3,dr1,simulated,dropout,
scvis,,,8,sim_structure,scvis,scvis,nkr_20,0.011,simulate,dropout_3,dr1,simulated,dropout,
scvis,,,8,sim_structure,scvis,scvis,nkr_30,0.017,simulate,dropout_3,dr1,simulated,dropout,
scvis,,,8,sim_structure,scvis,scvis,random_triplet,0.558,simulate,dropout_3,dr1,simulated,dropout,
scvis,,,8,sim_structure,scvis,scvis,spearman,0.433,simulate,dropout_3,dr1,simulated,dropout,
scvis,,,8,sim_structure,scvis,scvis,svm,0.298,simulate,dropout_3,dr1,simulated,dropout,
scvis,,,8,sim_structure,scvis,scvis,AUC,0.523,simulate,gene_2w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,C_10,0.337,simulate,gene_2w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,C_20,0.347,simulate,gene_2w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,C_30,0.355,simulate,gene_2w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_10,0.51,simulate,gene_2w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_20,0.509,simulate,gene_2w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_30,0.509,simulate,gene_2w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_10,0.331,simulate,gene_2w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_20,0.335,simulate,gene_2w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_30,0.338,simulate,gene_2w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Pearson,0.369,simulate,gene_2w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Qglobal,0.91,simulate,gene_2w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Qlocal,0.378,simulate,gene_2w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,T_10,0.51,simulate,gene_2w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,T_20,0.509,simulate,gene_2w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,T_30,0.51,simulate,gene_2w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,aji_10,0.003,simulate,gene_2w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,aji_20,0.005,simulate,gene_2w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,aji_30,0.009,simulate,gene_2w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,centroid_distance,0.589,simulate,gene_2w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,k-nearest,0.4,simulate,gene_2w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,kmax,1453.0,simulate,gene_2w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,knn_10,0.254,simulate,gene_2w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,knn_20,0.267,simulate,gene_2w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,knn_30,0.288,simulate,gene_2w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nh_10,0.243,simulate,gene_2w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nh_20,0.239,simulate,gene_2w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nh_30,0.237,simulate,gene_2w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nkr_10,0.005,simulate,gene_2w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nkr_20,0.01,simulate,gene_2w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nkr_30,0.015,simulate,gene_2w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,random_triplet,0.538,simulate,gene_2w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,spearman,0.357,simulate,gene_2w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,svm,0.306,simulate,gene_2w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,AUC,0.512,simulate,gene_3w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,C_10,0.248,simulate,gene_3w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,C_20,0.277,simulate,gene_3w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,C_30,0.299,simulate,gene_3w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_10,0.513,simulate,gene_3w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_20,0.513,simulate,gene_3w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_30,0.513,simulate,gene_3w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_10,0.222,simulate,gene_3w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_20,0.237,simulate,gene_3w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_30,0.247,simulate,gene_3w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Pearson,0.173,simulate,gene_3w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Qglobal,0.881,simulate,gene_3w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Qlocal,0.361,simulate,gene_3w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,T_10,0.513,simulate,gene_3w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,T_20,0.515,simulate,gene_3w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,T_30,0.516,simulate,gene_3w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,aji_10,0.003,simulate,gene_3w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,aji_20,0.005,simulate,gene_3w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,aji_30,0.008,simulate,gene_3w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,centroid_distance,0.546,simulate,gene_3w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,k-nearest,0.2,simulate,gene_3w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,kmax,1419.0,simulate,gene_3w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,knn_10,0.264,simulate,gene_3w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,knn_20,0.282,simulate,gene_3w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,knn_30,0.291,simulate,gene_3w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nh_10,0.297,simulate,gene_3w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nh_20,0.271,simulate,gene_3w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nh_30,0.26,simulate,gene_3w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nkr_10,0.004,simulate,gene_3w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nkr_20,0.009,simulate,gene_3w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nkr_30,0.014,simulate,gene_3w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,random_triplet,0.515,simulate,gene_3w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,spearman,0.153,simulate,gene_3w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,svm,0.293,simulate,gene_3w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,AUC,0.543,simulate,gene_4w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,C_10,0.428,simulate,gene_4w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,C_20,0.44,simulate,gene_4w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,C_30,0.448,simulate,gene_4w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_10,0.514,simulate,gene_4w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_20,0.513,simulate,gene_4w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_30,0.512,simulate,gene_4w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_10,0.419,simulate,gene_4w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_20,0.424,simulate,gene_4w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_30,0.427,simulate,gene_4w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Pearson,0.345,simulate,gene_4w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Qglobal,0.894,simulate,gene_4w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Qlocal,0.375,simulate,gene_4w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,T_10,0.511,simulate,gene_4w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,T_20,0.511,simulate,gene_4w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,T_30,0.51,simulate,gene_4w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,aji_10,0.003,simulate,gene_4w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,aji_20,0.006,simulate,gene_4w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,aji_30,0.008,simulate,gene_4w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,centroid_distance,0.371,simulate,gene_4w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,k-nearest,0.2,simulate,gene_4w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,kmax,1351.0,simulate,gene_4w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,knn_10,0.273,simulate,gene_4w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,knn_20,0.283,simulate,gene_4w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,knn_30,0.28,simulate,gene_4w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nh_10,0.241,simulate,gene_4w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nh_20,0.233,simulate,gene_4w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nh_30,0.231,simulate,gene_4w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nkr_10,0.005,simulate,gene_4w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nkr_20,0.011,simulate,gene_4w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nkr_30,0.016,simulate,gene_4w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,random_triplet,0.577,simulate,gene_4w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,spearman,0.31,simulate,gene_4w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,svm,0.306,simulate,gene_4w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,AUC,0.516,simulate,gene_5k,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,C_10,0.182,simulate,gene_5k,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,C_20,0.21,simulate,gene_5k,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,C_30,0.23,simulate,gene_5k,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_10,0.516,simulate,gene_5k,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_20,0.516,simulate,gene_5k,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_30,0.515,simulate,gene_5k,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_10,0.159,simulate,gene_5k,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_20,0.173,simulate,gene_5k,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_30,0.182,simulate,gene_5k,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Pearson,0.185,simulate,gene_5k,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Qglobal,0.898,simulate,gene_5k,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Qlocal,0.366,simulate,gene_5k,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,T_10,0.514,simulate,gene_5k,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,T_20,0.515,simulate,gene_5k,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,T_30,0.516,simulate,gene_5k,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,aji_10,0.002,simulate,gene_5k,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,aji_20,0.005,simulate,gene_5k,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,aji_30,0.007,simulate,gene_5k,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,centroid_distance,0.639,simulate,gene_5k,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,k-nearest,0.6,simulate,gene_5k,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,kmax,1433.0,simulate,gene_5k,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,knn_10,0.292,simulate,gene_5k,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,knn_20,0.312,simulate,gene_5k,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,knn_30,0.319,simulate,gene_5k,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nh_10,0.198,simulate,gene_5k,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nh_20,0.207,simulate,gene_5k,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nh_30,0.213,simulate,gene_5k,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nkr_10,0.004,simulate,gene_5k,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nkr_20,0.009,simulate,gene_5k,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nkr_30,0.012,simulate,gene_5k,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,random_triplet,0.518,simulate,gene_5k,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,spearman,0.171,simulate,gene_5k,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,svm,0.366,simulate,gene_5k,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,AUC,0.53,simulate,gene_5w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,C_10,0.389,simulate,gene_5w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,C_20,0.4,simulate,gene_5w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,C_30,0.409,simulate,gene_5w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_10,0.529,simulate,gene_5w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_20,0.528,simulate,gene_5w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_30,0.527,simulate,gene_5w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_10,0.381,simulate,gene_5w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_20,0.386,simulate,gene_5w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_30,0.39,simulate,gene_5w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Pearson,0.374,simulate,gene_5w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Qglobal,0.901,simulate,gene_5w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,Qlocal,0.378,simulate,gene_5w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,T_10,0.526,simulate,gene_5w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,T_20,0.526,simulate,gene_5w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,T_30,0.525,simulate,gene_5w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,aji_10,0.003,simulate,gene_5w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,aji_20,0.007,simulate,gene_5w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,aji_30,0.01,simulate,gene_5w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,centroid_distance,0.384,simulate,gene_5w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,k-nearest,0.2,simulate,gene_5w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,kmax,1416.0,simulate,gene_5w,dr2,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,knn_10,0.348,simulate,gene_5w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,knn_20,0.361,simulate,gene_5w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,knn_30,0.37,simulate,gene_5w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nh_10,0.291,simulate,gene_5w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nh_20,0.279,simulate,gene_5w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nh_30,0.271,simulate,gene_5w,dr3,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nkr_10,0.006,simulate,gene_5w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nkr_20,0.012,simulate,gene_5w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,nkr_30,0.019,simulate,gene_5w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,random_triplet,0.55,simulate,gene_5w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,spearman,0.399,simulate,gene_5w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,svm,0.294,simulate,gene_5w,dr1,simulated,genes,
scvis,,,8,sim_structure,scvis,scvis,AUC,0.525,simulate,out_0.1,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,C_10,0.35,simulate,out_0.1,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,C_20,0.358,simulate,out_0.1,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,C_30,0.364,simulate,out_0.1,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_10,0.509,simulate,out_0.1,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_20,0.509,simulate,out_0.1,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_30,0.508,simulate,out_0.1,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_10,0.344,simulate,out_0.1,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_20,0.347,simulate,out_0.1,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_30,0.35,simulate,out_0.1,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Pearson,0.387,simulate,out_0.1,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Qglobal,0.909,simulate,out_0.1,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Qlocal,0.377,simulate,out_0.1,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,T_10,0.509,simulate,out_0.1,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,T_20,0.508,simulate,out_0.1,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,T_30,0.509,simulate,out_0.1,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,aji_10,0.003,simulate,out_0.1,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,aji_20,0.005,simulate,out_0.1,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,aji_30,0.008,simulate,out_0.1,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,centroid_distance,0.427,simulate,out_0.1,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,k-nearest,0.0,simulate,out_0.1,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,kmax,1442.0,simulate,out_0.1,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,knn_10,0.267,simulate,out_0.1,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,knn_20,0.271,simulate,out_0.1,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,knn_30,0.282,simulate,out_0.1,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,nh_10,0.236,simulate,out_0.1,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,nh_20,0.233,simulate,out_0.1,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,nh_30,0.232,simulate,out_0.1,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,nkr_10,0.005,simulate,out_0.1,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,nkr_20,0.009,simulate,out_0.1,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,nkr_30,0.015,simulate,out_0.1,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,random_triplet,0.538,simulate,out_0.1,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,spearman,0.355,simulate,out_0.1,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,svm,0.3,simulate,out_0.1,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,AUC,0.505,simulate,out_0.2,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,C_10,0.222,simulate,out_0.2,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,C_20,0.258,simulate,out_0.2,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,C_30,0.283,simulate,out_0.2,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_10,0.508,simulate,out_0.2,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_20,0.508,simulate,out_0.2,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_30,0.508,simulate,out_0.2,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_10,0.19,simulate,out_0.2,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_20,0.208,simulate,out_0.2,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_30,0.22,simulate,out_0.2,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Pearson,0.04,simulate,out_0.2,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Qglobal,0.907,simulate,out_0.2,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Qlocal,0.39,simulate,out_0.2,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,T_10,0.506,simulate,out_0.2,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,T_20,0.509,simulate,out_0.2,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,T_30,0.511,simulate,out_0.2,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,aji_10,0.003,simulate,out_0.2,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,aji_20,0.005,simulate,out_0.2,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,aji_30,0.008,simulate,out_0.2,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,centroid_distance,0.097,simulate,out_0.2,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,k-nearest,0.0,simulate,out_0.2,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,kmax,1551.0,simulate,out_0.2,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,knn_10,0.245,simulate,out_0.2,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,knn_20,0.255,simulate,out_0.2,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,knn_30,0.268,simulate,out_0.2,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,nh_10,0.256,simulate,out_0.2,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,nh_20,0.254,simulate,out_0.2,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,nh_30,0.253,simulate,out_0.2,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,nkr_10,0.005,simulate,out_0.2,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,nkr_20,0.009,simulate,out_0.2,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,nkr_30,0.015,simulate,out_0.2,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,random_triplet,0.501,simulate,out_0.2,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,spearman,0.026,simulate,out_0.2,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,svm,0.312,simulate,out_0.2,dr1,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,AUC,0.502,simulate,out_0.3,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,C_10,0.322,simulate,out_0.3,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,C_20,0.359,simulate,out_0.3,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,C_30,0.379,simulate,out_0.3,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_10,0.52,simulate,out_0.3,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_20,0.52,simulate,out_0.3,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Mrre_false_30,0.52,simulate,out_0.3,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_10,0.279,simulate,out_0.3,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_20,0.299,simulate,out_0.3,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Mrre_missing_30,0.311,simulate,out_0.3,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Pearson,0.023,simulate,out_0.3,dr3,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Qglobal,0.901,simulate,out_0.3,dr2,simulated,outliers,
scvis,,,8,sim_structure,scvis,scvis,Qlocal,0.393,simulate,out_0.3,dr2,simulated,outliers,
