parent_method,score,perturbation_axis,method_order,panel_source,method_id,method_raw,metric,value,dataset_category,dataset_id,structure_table,collection,sim_axis,clustering_algorithm
tGPLVM,0.6700873729382745,de_prob,6,stability,,,,,,,,,,
tGPLVM,0.18441439879532,celltype_number,6,stability,,,,,,,,,,
tGPLVM,0.3417613703557104,dropout,6,stability,,,,,,,,,,
tGPLVM,0.5456419161647857,cell_number,6,stability,,,,,,,,,,
tGPLVM,0.6692129522502144,de_strength,6,stability,,,,,,,,,,
tGPLVM,0.6462262035048215,batch_number,6,stability,,,,,,,,,,
tGPLVM,0.4592160902056647,batch_strength,6,stability,,,,,,,,,,
tGPLVM,0.6642416244269096,gene_number,6,stability,,,,,,,,,,
VAE,0.7811840722340656,gene_number,7,stability,,,,,,,,,,
VAE,0.7733515150444907,de_strength,7,stability,,,,,,,,,,
VAE,0.7531423067743244,de_prob,7,stability,,,,,,,,,,
VAE,0.7376971924369837,batch_strength,7,stability,,,,,,,,,,
VAE,0.5682655393870434,cell_number,7,stability,,,,,,,,,,
VAE,0.761322953186834,celltype_number,7,stability,,,,,,,,,,
VAE,0.6514191590973684,dropout,7,stability,,,,,,,,,,
VAE,0.7068323376386827,batch_number,7,stability,,,,,,,,,,
VAE,0.7693985020114843,out,7,stability,,,,,,,,,,
scvis,0.1879875301954028,dropout,8,stability,,,,,,,,,,
scvis,0.1837238407264874,celltype_number,8,stability,,,,,,,,,,
scvis,0.1524726425462599,gene_number,8,stability,,,,,,,,,,
scvis,0.1443820640681063,de_prob,8,stability,,,,,,,,,,
scvis,0.1751926100784196,batch_number,8,stability,,,,,,,,,,
scvis,0.4425846849451914,de_strength,8,stability,,,,,,,,,,
scvis,0.0901725833339809,out,8,stability,,,,,,,,,,
scvis,0.2117396279888581,cell_number,8,stability,,,,,,,,,,
scvis,0.5199001047311467,batch_strength,8,stability,,,,,,,,,,
