method_id,method_raw,parent_method,metric,value,dataset_category,dataset_id,structure_table,method_order,collection,sim_axis
GLMPCA,GLMPCA,GLMPCA,nh_30,0.838,TI,pair-3,dr3,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,svm,0.876,TI,pair-3,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.721,TI,pair-4,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.706,TI,pair-4,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.697,TI,pair-4,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.554,TI,pair-4,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.554,TI,pair-4,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.555,TI,pair-4,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,knn_10,0.841,TI,pair-4,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,knn_20,0.844,TI,pair-4,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,knn_30,0.846,TI,pair-4,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,nh_10,0.791,TI,pair-4,dr3,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,nh_20,0.791,TI,pair-4,dr3,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,nh_30,0.791,TI,pair-4,dr3,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,svm,0.849,TI,pair-4,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.827,TI,parenchyme,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.812,TI,parenchyme,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.801,TI,parenchyme,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.635,TI,parenchyme,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.64,TI,parenchyme,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.642,TI,parenchyme,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,knn_10,0.882,TI,parenchyme,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,knn_20,0.882,TI,parenchyme,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,knn_30,0.883,TI,parenchyme,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,nh_10,0.844,TI,parenchyme,dr3,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,nh_20,0.84,TI,parenchyme,dr3,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,nh_30,0.837,TI,parenchyme,dr3,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,svm,0.884,TI,parenchyme,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.823,TI,phagocyte,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.815,TI,phagocyte,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.808,TI,phagocyte,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.686,TI,phagocyte,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.691,TI,phagocyte,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.694,TI,phagocyte,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,knn_10,0.944,TI,phagocyte,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,knn_20,0.944,TI,phagocyte,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,knn_30,0.942,TI,phagocyte,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,nh_10,0.94,TI,phagocyte,dr3,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,nh_20,0.936,TI,phagocyte,dr3,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,nh_30,0.935,TI,phagocyte,dr3,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,svm,0.95,TI,phagocyte,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.797,TI,pharynx,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.782,TI,pharynx,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.778,TI,pharynx,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.654,TI,pharynx,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.661,TI,pharynx,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.675,TI,pharynx,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,knn_10,0.983,TI,pharynx,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,knn_20,0.983,TI,pharynx,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,knn_30,0.983,TI,pharynx,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,nh_10,0.972,TI,pharynx,dr3,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,nh_20,0.97,TI,pharynx,dr3,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,nh_30,0.971,TI,pharynx,dr3,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,svm,0.983,TI,pharynx,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.905,TI,trophectoderm,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.921,TI,trophectoderm,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.929,TI,trophectoderm,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.885,TI,trophectoderm,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.898,TI,trophectoderm,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.912,TI,trophectoderm,dr2,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,knn_10,1.0,TI,trophectoderm,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,knn_20,0.89,TI,trophectoderm,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,knn_30,0.867,TI,trophectoderm,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,nh_10,0.977,TI,trophectoderm,dr3,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,nh_20,0.926,TI,trophectoderm,dr3,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,nh_30,0.823,TI,trophectoderm,dr3,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,svm,1.0,TI,trophectoderm,dr1,1,trajectory,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.934,VASC,Baron,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.931,VASC,Baron,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.929,VASC,Baron,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.875,VASC,Baron,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.875,VASC,Baron,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.875,VASC,Baron,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,knn_10,0.272,VASC,Baron,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,knn_20,0.291,VASC,Baron,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,knn_30,0.3,VASC,Baron,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,nh_10,0.225,VASC,Baron,dr3,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,nh_20,0.226,VASC,Baron,dr3,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,nh_30,0.226,VASC,Baron,dr3,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,svm,0.308,VASC,Baron,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.964,VASC,Biase,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.984,VASC,Biase,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.928,VASC,Biase,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.947,VASC,Biase,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.977,VASC,Biase,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.937,VASC,Biase,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,knn_10,0.98,VASC,Biase,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,knn_20,0.72,VASC,Biase,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,knn_30,0.72,VASC,Biase,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,nh_10,0.904,VASC,Biase,dr3,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,nh_20,0.773,VASC,Biase,dr3,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,nh_30,0.52,VASC,Biase,dr3,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,svm,0.98,VASC,Biase,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.948,VASC,Goolam,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.949,VASC,Goolam,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.946,VASC,Goolam,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.934,VASC,Goolam,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.921,VASC,Goolam,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.921,VASC,Goolam,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,knn_10,0.937,VASC,Goolam,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,knn_20,0.904,VASC,Goolam,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,knn_30,0.809,VASC,Goolam,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,nh_10,0.937,VASC,Goolam,dr3,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,nh_20,0.863,VASC,Goolam,dr3,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,nh_30,0.794,VASC,Goolam,dr3,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,svm,0.912,VASC,Goolam,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.747,VASC,Xin,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.741,VASC,Xin,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.738,VASC,Xin,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.696,VASC,Xin,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.695,VASC,Xin,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.695,VASC,Xin,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,knn_10,0.932,VASC,Xin,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,knn_20,0.932,VASC,Xin,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,knn_30,0.929,VASC,Xin,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,nh_10,0.905,VASC,Xin,dr3,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,nh_20,0.9,VASC,Xin,dr3,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,nh_30,0.895,VASC,Xin,dr3,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,svm,0.929,VASC,Xin,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.901,VASC,Zeisel,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.892,VASC,Zeisel,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.886,VASC,Zeisel,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.831,VASC,Zeisel,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.83,VASC,Zeisel,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.829,VASC,Zeisel,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,knn_10,0.826,VASC,Zeisel,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,knn_20,0.831,VASC,Zeisel,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,knn_30,0.832,VASC,Zeisel,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,nh_10,0.797,VASC,Zeisel,dr3,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,nh_20,0.795,VASC,Zeisel,dr3,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,nh_30,0.792,VASC,Zeisel,dr3,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,svm,0.83,VASC,Zeisel,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.977,VASC,yan,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.988,VASC,yan,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.991,VASC,yan,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.972,VASC,yan,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.983,VASC,yan,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.972,VASC,yan,dr2,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,knn_10,0.911,VASC,yan,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,knn_20,0.844,VASC,yan,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,knn_30,0.656,VASC,yan,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,nh_10,0.892,VASC,yan,dr3,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,nh_20,0.716,VASC,yan,dr3,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,nh_30,0.599,VASC,yan,dr3,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,svm,0.889,VASC,yan,dr1,1,VASC,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.863,benchmarker,Baron_mouse,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.856,benchmarker,Baron_mouse,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.852,benchmarker,Baron_mouse,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.751,benchmarker,Baron_mouse,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.75,benchmarker,Baron_mouse,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.751,benchmarker,Baron_mouse,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,knn_10,0.895,benchmarker,Baron_mouse,dr1,1,curated,other
GLMPCA,GLMPCA,GLMPCA,knn_20,0.885,benchmarker,Baron_mouse,dr1,1,curated,other
GLMPCA,GLMPCA,GLMPCA,knn_30,0.884,benchmarker,Baron_mouse,dr1,1,curated,other
GLMPCA,GLMPCA,GLMPCA,nh_10,0.854,benchmarker,Baron_mouse,dr3,1,curated,other
GLMPCA,GLMPCA,GLMPCA,nh_20,0.848,benchmarker,Baron_mouse,dr3,1,curated,other
GLMPCA,GLMPCA,GLMPCA,nh_30,0.845,benchmarker,Baron_mouse,dr3,1,curated,other
GLMPCA,GLMPCA,GLMPCA,svm,0.885,benchmarker,Baron_mouse,dr1,1,curated,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.865,benchmarker,Darmanis,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.862,benchmarker,Darmanis,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.858,benchmarker,Darmanis,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.852,benchmarker,Darmanis,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.849,benchmarker,Darmanis,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.844,benchmarker,Darmanis,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,knn_10,0.905,benchmarker,Darmanis,dr1,1,curated,other
GLMPCA,GLMPCA,GLMPCA,knn_20,0.881,benchmarker,Darmanis,dr1,1,curated,other
GLMPCA,GLMPCA,GLMPCA,knn_30,0.852,benchmarker,Darmanis,dr1,1,curated,other
GLMPCA,GLMPCA,GLMPCA,nh_10,0.889,benchmarker,Darmanis,dr3,1,curated,other
GLMPCA,GLMPCA,GLMPCA,nh_20,0.849,benchmarker,Darmanis,dr3,1,curated,other
GLMPCA,GLMPCA,GLMPCA,nh_30,0.821,benchmarker,Darmanis,dr3,1,curated,other
GLMPCA,GLMPCA,GLMPCA,svm,0.9,benchmarker,Darmanis,dr1,1,curated,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.83,benchmarker,Pancreatic,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.813,benchmarker,Pancreatic,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.766,benchmarker,Pancreatic,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.808,benchmarker,Pancreatic,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.789,benchmarker,Pancreatic,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.734,benchmarker,Pancreatic,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,knn_10,0.6,benchmarker,Pancreatic,dr1,1,curated,other
GLMPCA,GLMPCA,GLMPCA,knn_20,0.567,benchmarker,Pancreatic,dr1,1,curated,other
GLMPCA,GLMPCA,GLMPCA,knn_30,0.467,benchmarker,Pancreatic,dr1,1,curated,other
GLMPCA,GLMPCA,GLMPCA,nh_10,0.528,benchmarker,Pancreatic,dr3,1,curated,other
GLMPCA,GLMPCA,GLMPCA,nh_20,0.371,benchmarker,Pancreatic,dr3,1,curated,other
GLMPCA,GLMPCA,GLMPCA,nh_30,0.301,benchmarker,Pancreatic,dr3,1,curated,other
GLMPCA,GLMPCA,GLMPCA,svm,0.617,benchmarker,Pancreatic,dr1,1,curated,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.853,benchmarker,Silver,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.85,benchmarker,Silver,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.85,benchmarker,Silver,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.807,benchmarker,Silver,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.81,benchmarker,Silver,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.812,benchmarker,Silver,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,knn_10,0.501,benchmarker,Silver,dr1,1,curated,other
GLMPCA,GLMPCA,GLMPCA,knn_20,0.509,benchmarker,Silver,dr1,1,curated,other
GLMPCA,GLMPCA,GLMPCA,knn_30,0.513,benchmarker,Silver,dr1,1,curated,other
GLMPCA,GLMPCA,GLMPCA,nh_10,0.417,benchmarker,Silver,dr3,1,curated,other
GLMPCA,GLMPCA,GLMPCA,nh_20,0.419,benchmarker,Silver,dr3,1,curated,other
GLMPCA,GLMPCA,GLMPCA,nh_30,0.419,benchmarker,Silver,dr3,1,curated,other
GLMPCA,GLMPCA,GLMPCA,svm,0.52,benchmarker,Silver,dr1,1,curated,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.851,benchmarker,Zhengmix4eq,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.846,benchmarker,Zhengmix4eq,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.843,benchmarker,Zhengmix4eq,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.728,benchmarker,Zhengmix4eq,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.729,benchmarker,Zhengmix4eq,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.731,benchmarker,Zhengmix4eq,dr2,1,curated,other
GLMPCA,GLMPCA,GLMPCA,knn_10,0.928,benchmarker,Zhengmix4eq,dr1,1,curated,other
GLMPCA,GLMPCA,GLMPCA,knn_20,0.931,benchmarker,Zhengmix4eq,dr1,1,curated,other
GLMPCA,GLMPCA,GLMPCA,knn_30,0.931,benchmarker,Zhengmix4eq,dr1,1,curated,other
GLMPCA,GLMPCA,GLMPCA,nh_10,0.901,benchmarker,Zhengmix4eq,dr3,1,curated,other
GLMPCA,GLMPCA,GLMPCA,nh_20,0.901,benchmarker,Zhengmix4eq,dr3,1,curated,other
GLMPCA,GLMPCA,GLMPCA,nh_30,0.9,benchmarker,Zhengmix4eq,dr3,1,curated,other
GLMPCA,GLMPCA,GLMPCA,svm,0.93,benchmarker,Zhengmix4eq,dr1,1,curated,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.918,scDesign3,ACINAR,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.909,scDesign3,ACINAR,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.903,scDesign3,ACINAR,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.745,scDesign3,ACINAR,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.747,scDesign3,ACINAR,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.748,scDesign3,ACINAR,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,knn_10,0.577,scDesign3,ACINAR,dr1,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,knn_20,0.59,scDesign3,ACINAR,dr1,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,knn_30,0.594,scDesign3,ACINAR,dr1,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,nh_10,0.475,scDesign3,ACINAR,dr3,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,nh_20,0.471,scDesign3,ACINAR,dr3,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,nh_30,0.467,scDesign3,ACINAR,dr3,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,svm,0.588,scDesign3,ACINAR,dr1,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.823,scDesign3,ATAC,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.817,scDesign3,ATAC,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.813,scDesign3,ATAC,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.681,scDesign3,ATAC,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.679,scDesign3,ATAC,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.679,scDesign3,ATAC,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,knn_10,0.797,scDesign3,ATAC,dr1,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,knn_20,0.808,scDesign3,ATAC,dr1,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,knn_30,0.807,scDesign3,ATAC,dr1,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,nh_10,0.747,scDesign3,ATAC,dr3,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,nh_20,0.746,scDesign3,ATAC,dr3,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,nh_30,0.744,scDesign3,ATAC,dr3,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,svm,0.792,scDesign3,ATAC,dr1,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.933,scDesign3,BATCH,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.927,scDesign3,BATCH,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.923,scDesign3,BATCH,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.76,scDesign3,BATCH,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.758,scDesign3,BATCH,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.758,scDesign3,BATCH,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,knn_10,0.893,scDesign3,BATCH,dr1,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,knn_20,0.894,scDesign3,BATCH,dr1,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,knn_30,0.89,scDesign3,BATCH,dr1,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,nh_10,0.873,scDesign3,BATCH,dr3,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,nh_20,0.871,scDesign3,BATCH,dr3,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,nh_30,0.87,scDesign3,BATCH,dr3,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,svm,0.899,scDesign3,BATCH,dr1,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.923,scDesign3,CITE,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.913,scDesign3,CITE,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.907,scDesign3,CITE,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.749,scDesign3,CITE,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.746,scDesign3,CITE,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.746,scDesign3,CITE,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,knn_10,0.487,scDesign3,CITE,dr1,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,knn_20,0.498,scDesign3,CITE,dr1,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,knn_30,0.505,scDesign3,CITE,dr1,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,nh_10,0.409,scDesign3,CITE,dr3,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,nh_20,0.394,scDesign3,CITE,dr3,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,nh_30,0.39,scDesign3,CITE,dr3,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,svm,0.643,scDesign3,CITE,dr1,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,C_10,0.874,scDesign3,EMBYRO,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,C_20,0.855,scDesign3,EMBYRO,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,C_30,0.84,scDesign3,EMBYRO,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,T_10,0.774,scDesign3,EMBYRO,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,T_20,0.762,scDesign3,EMBYRO,dr2,1,scDesign3,other
GLMPCA,GLMPCA,GLMPCA,T_30,0.755,scDesign3,EMBYRO,dr2,1,scDesign3,other
