method_raw,value,method_id,parent_method,dataset_category,dataset_id,clustering_algorithm,metric,method_order,collection,sim_axis
ZIFA,0.61,ZIFA,ZIFA,VASC,Xin,kmeans,NMI,3,VASC,other
ZIFA,0.37,ZIFA,ZIFA,VASC,Xin,kmeans,SIL,3,VASC,other
ZIFA,0.11,ZIFA,ZIFA,VASC,Xin,louvain,ARI,3,VASC,other
ZIFA,0.32,ZIFA,ZIFA,VASC,Xin,louvain,COMP,3,VASC,other
ZIFA,0.81,ZIFA,ZIFA,VASC,Xin,louvain,HOMO,3,VASC,other
ZIFA,0.45,ZIFA,ZIFA,VASC,Xin,louvain,NMI,3,VASC,other
ZIFA,0.23,ZIFA,ZIFA,VASC,Xin,louvain,SIL,3,VASC,other
ZIFA,0.27,ZIFA,ZIFA,VASC,Xin,spectral,ARI,3,VASC,other
ZIFA,0.43,ZIFA,ZIFA,VASC,Xin,spectral,COMP,3,VASC,other
ZIFA,0.73,ZIFA,ZIFA,VASC,Xin,spectral,HOMO,3,VASC,other
ZIFA,0.54,ZIFA,ZIFA,VASC,Xin,spectral,NMI,3,VASC,other
ZIFA,0.33,ZIFA,ZIFA,VASC,Xin,spectral,SIL,3,VASC,other
ZIFA,0.4,ZIFA,ZIFA,VASC,Zeisel,kmeans,ARI,3,VASC,other
ZIFA,0.52,ZIFA,ZIFA,VASC,Zeisel,kmeans,COMP,3,VASC,other
ZIFA,0.53,ZIFA,ZIFA,VASC,Zeisel,kmeans,HOMO,3,VASC,other
ZIFA,0.53,ZIFA,ZIFA,VASC,Zeisel,kmeans,NMI,3,VASC,other
ZIFA,0.58,ZIFA,ZIFA,VASC,Zeisel,kmeans,SIL,3,VASC,other
ZIFA,0.12,ZIFA,ZIFA,VASC,Zeisel,louvain,ARI,3,VASC,other
ZIFA,0.32,ZIFA,ZIFA,VASC,Zeisel,louvain,COMP,3,VASC,other
ZIFA,0.63,ZIFA,ZIFA,VASC,Zeisel,louvain,HOMO,3,VASC,other
ZIFA,0.42,ZIFA,ZIFA,VASC,Zeisel,louvain,NMI,3,VASC,other
ZIFA,0.26,ZIFA,ZIFA,VASC,Zeisel,louvain,SIL,3,VASC,other
ZIFA,0.32,ZIFA,ZIFA,VASC,Zeisel,spectral,ARI,3,VASC,other
ZIFA,0.45,ZIFA,ZIFA,VASC,Zeisel,spectral,COMP,3,VASC,other
ZIFA,0.54,ZIFA,ZIFA,VASC,Zeisel,spectral,HOMO,3,VASC,other
ZIFA,0.49,ZIFA,ZIFA,VASC,Zeisel,spectral,NMI,3,VASC,other
ZIFA,0.4,ZIFA,ZIFA,VASC,Zeisel,spectral,SIL,3,VASC,other
ZIFA,0.63,ZIFA,ZIFA,VASC,yan,kmeans,ARI,3,VASC,other
ZIFA,0.78,ZIFA,ZIFA,VASC,yan,kmeans,COMP,3,VASC,other
ZIFA,0.8,ZIFA,ZIFA,VASC,yan,kmeans,HOMO,3,VASC,other
ZIFA,0.79,ZIFA,ZIFA,VASC,yan,kmeans,NMI,3,VASC,other
ZIFA,0.75,ZIFA,ZIFA,VASC,yan,kmeans,SIL,3,VASC,other
ZIFA,0.81,ZIFA,ZIFA,VASC,yan,louvain,ARI,3,VASC,other
ZIFA,0.92,ZIFA,ZIFA,VASC,yan,louvain,COMP,3,VASC,other
ZIFA,0.76,ZIFA,ZIFA,VASC,yan,louvain,HOMO,3,VASC,other
ZIFA,0.83,ZIFA,ZIFA,VASC,yan,louvain,NMI,3,VASC,other
ZIFA,0.72,ZIFA,ZIFA,VASC,yan,louvain,SIL,3,VASC,other
ZIFA,0.73,ZIFA,ZIFA,VASC,yan,spectral,ARI,3,VASC,other
ZIFA,0.81,ZIFA,ZIFA,VASC,yan,spectral,COMP,3,VASC,other
ZIFA,0.87,ZIFA,ZIFA,VASC,yan,spectral,HOMO,3,VASC,other
ZIFA,0.84,ZIFA,ZIFA,VASC,yan,spectral,NMI,3,VASC,other
ZIFA,0.53,ZIFA,ZIFA,VASC,yan,spectral,SIL,3,VASC,other
ZIFA,0.26,ZIFA,ZIFA,benchmarker,Baron_mouse,kmeans,ARI,3,curated,other
ZIFA,0.44,ZIFA,ZIFA,benchmarker,Baron_mouse,kmeans,COMP,3,curated,other
ZIFA,0.61,ZIFA,ZIFA,benchmarker,Baron_mouse,kmeans,HOMO,3,curated,other
ZIFA,0.51,ZIFA,ZIFA,benchmarker,Baron_mouse,kmeans,NMI,3,curated,other
ZIFA,0.4,ZIFA,ZIFA,benchmarker,Baron_mouse,kmeans,SIL,3,curated,other
ZIFA,0.12,ZIFA,ZIFA,benchmarker,Baron_mouse,louvain,ARI,3,curated,other
ZIFA,0.34,ZIFA,ZIFA,benchmarker,Baron_mouse,louvain,COMP,3,curated,other
ZIFA,0.65,ZIFA,ZIFA,benchmarker,Baron_mouse,louvain,HOMO,3,curated,other
ZIFA,0.45,ZIFA,ZIFA,benchmarker,Baron_mouse,louvain,NMI,3,curated,other
ZIFA,0.27,ZIFA,ZIFA,benchmarker,Baron_mouse,louvain,SIL,3,curated,other
ZIFA,0.19,ZIFA,ZIFA,benchmarker,Baron_mouse,spectral,ARI,3,curated,other
ZIFA,0.41,ZIFA,ZIFA,benchmarker,Baron_mouse,spectral,COMP,3,curated,other
ZIFA,0.62,ZIFA,ZIFA,benchmarker,Baron_mouse,spectral,HOMO,3,curated,other
ZIFA,0.49,ZIFA,ZIFA,benchmarker,Baron_mouse,spectral,NMI,3,curated,other
ZIFA,0.38,ZIFA,ZIFA,benchmarker,Baron_mouse,spectral,SIL,3,curated,other
ZIFA,0.74,ZIFA,ZIFA,benchmarker,Darmanis,kmeans,ARI,3,curated,other
ZIFA,0.74,ZIFA,ZIFA,benchmarker,Darmanis,kmeans,COMP,3,curated,other
ZIFA,0.74,ZIFA,ZIFA,benchmarker,Darmanis,kmeans,HOMO,3,curated,other
ZIFA,0.74,ZIFA,ZIFA,benchmarker,Darmanis,kmeans,NMI,3,curated,other
ZIFA,0.57,ZIFA,ZIFA,benchmarker,Darmanis,kmeans,SIL,3,curated,other
ZIFA,0.51,ZIFA,ZIFA,benchmarker,Darmanis,louvain,ARI,3,curated,other
ZIFA,0.61,ZIFA,ZIFA,benchmarker,Darmanis,louvain,COMP,3,curated,other
ZIFA,0.76,ZIFA,ZIFA,benchmarker,Darmanis,louvain,HOMO,3,curated,other
ZIFA,0.68,ZIFA,ZIFA,benchmarker,Darmanis,louvain,NMI,3,curated,other
ZIFA,0.41,ZIFA,ZIFA,benchmarker,Darmanis,louvain,SIL,3,curated,other
ZIFA,0.49,ZIFA,ZIFA,benchmarker,Darmanis,spectral,ARI,3,curated,other
ZIFA,0.62,ZIFA,ZIFA,benchmarker,Darmanis,spectral,COMP,3,curated,other
ZIFA,0.7,ZIFA,ZIFA,benchmarker,Darmanis,spectral,HOMO,3,curated,other
ZIFA,0.66,ZIFA,ZIFA,benchmarker,Darmanis,spectral,NMI,3,curated,other
ZIFA,0.4,ZIFA,ZIFA,benchmarker,Darmanis,spectral,SIL,3,curated,other
ZIFA,0.27,ZIFA,ZIFA,benchmarker,Pancreatic,kmeans,ARI,3,curated,other
ZIFA,0.56,ZIFA,ZIFA,benchmarker,Pancreatic,kmeans,COMP,3,curated,other
ZIFA,0.53,ZIFA,ZIFA,benchmarker,Pancreatic,kmeans,HOMO,3,curated,other
ZIFA,0.55,ZIFA,ZIFA,benchmarker,Pancreatic,kmeans,NMI,3,curated,other
ZIFA,0.47,ZIFA,ZIFA,benchmarker,Pancreatic,kmeans,SIL,3,curated,other
ZIFA,0.29,ZIFA,ZIFA,benchmarker,Pancreatic,louvain,ARI,3,curated,other
ZIFA,0.48,ZIFA,ZIFA,benchmarker,Pancreatic,louvain,COMP,3,curated,other
ZIFA,0.4,ZIFA,ZIFA,benchmarker,Pancreatic,louvain,HOMO,3,curated,other
ZIFA,0.44,ZIFA,ZIFA,benchmarker,Pancreatic,louvain,NMI,3,curated,other
ZIFA,0.25,ZIFA,ZIFA,benchmarker,Pancreatic,louvain,SIL,3,curated,other
ZIFA,0.39,ZIFA,ZIFA,benchmarker,Pancreatic,spectral,ARI,3,curated,other
ZIFA,0.56,ZIFA,ZIFA,benchmarker,Pancreatic,spectral,COMP,3,curated,other
ZIFA,0.6,ZIFA,ZIFA,benchmarker,Pancreatic,spectral,HOMO,3,curated,other
ZIFA,0.58,ZIFA,ZIFA,benchmarker,Pancreatic,spectral,NMI,3,curated,other
ZIFA,0.43,ZIFA,ZIFA,benchmarker,Pancreatic,spectral,SIL,3,curated,other
ZIFA,0.27,ZIFA,ZIFA,benchmarker,Silver,kmeans,ARI,3,curated,other
ZIFA,0.39,ZIFA,ZIFA,benchmarker,Silver,kmeans,COMP,3,curated,other
ZIFA,0.39,ZIFA,ZIFA,benchmarker,Silver,kmeans,HOMO,3,curated,other
ZIFA,0.39,ZIFA,ZIFA,benchmarker,Silver,kmeans,NMI,3,curated,other
ZIFA,0.4,ZIFA,ZIFA,benchmarker,Silver,kmeans,SIL,3,curated,other
ZIFA,0.14,ZIFA,ZIFA,benchmarker,Silver,louvain,ARI,3,curated,other
ZIFA,0.27,ZIFA,ZIFA,benchmarker,Silver,louvain,COMP,3,curated,other
ZIFA,0.42,ZIFA,ZIFA,benchmarker,Silver,louvain,HOMO,3,curated,other
ZIFA,0.33,ZIFA,ZIFA,benchmarker,Silver,louvain,NMI,3,curated,other
ZIFA,0.26,ZIFA,ZIFA,benchmarker,Silver,louvain,SIL,3,curated,other
ZIFA,0.23,ZIFA,ZIFA,benchmarker,Silver,spectral,ARI,3,curated,other
ZIFA,0.37,ZIFA,ZIFA,benchmarker,Silver,spectral,COMP,3,curated,other
ZIFA,0.39,ZIFA,ZIFA,benchmarker,Silver,spectral,HOMO,3,curated,other
ZIFA,0.38,ZIFA,ZIFA,benchmarker,Silver,spectral,NMI,3,curated,other
ZIFA,0.36,ZIFA,ZIFA,benchmarker,Silver,spectral,SIL,3,curated,other
ZIFA,0.62,ZIFA,ZIFA,benchmarker,Zhengmix4eq,kmeans,ARI,3,curated,other
ZIFA,0.82,ZIFA,ZIFA,benchmarker,Zhengmix4eq,kmeans,COMP,3,curated,other
ZIFA,0.7,ZIFA,ZIFA,benchmarker,Zhengmix4eq,kmeans,HOMO,3,curated,other
ZIFA,0.76,ZIFA,ZIFA,benchmarker,Zhengmix4eq,kmeans,NMI,3,curated,other
ZIFA,0.72,ZIFA,ZIFA,benchmarker,Zhengmix4eq,kmeans,SIL,3,curated,other
ZIFA,0.12,ZIFA,ZIFA,benchmarker,Zhengmix4eq,louvain,ARI,3,curated,other
ZIFA,0.31,ZIFA,ZIFA,benchmarker,Zhengmix4eq,louvain,COMP,3,curated,other
ZIFA,0.85,ZIFA,ZIFA,benchmarker,Zhengmix4eq,louvain,HOMO,3,curated,other
ZIFA,0.45,ZIFA,ZIFA,benchmarker,Zhengmix4eq,louvain,NMI,3,curated,other
ZIFA,0.19,ZIFA,ZIFA,benchmarker,Zhengmix4eq,louvain,SIL,3,curated,other
ZIFA,0.76,ZIFA,ZIFA,benchmarker,Zhengmix4eq,spectral,ARI,3,curated,other
ZIFA,0.78,ZIFA,ZIFA,benchmarker,Zhengmix4eq,spectral,COMP,3,curated,other
ZIFA,0.78,ZIFA,ZIFA,benchmarker,Zhengmix4eq,spectral,HOMO,3,curated,other
ZIFA,0.78,ZIFA,ZIFA,benchmarker,Zhengmix4eq,spectral,NMI,3,curated,other
ZIFA,0.59,ZIFA,ZIFA,benchmarker,Zhengmix4eq,spectral,SIL,3,curated,other
ZIFA,0.27,ZIFA,ZIFA,scDesign3,ACINAR,kmeans,ARI,3,scDesign3,other
ZIFA,0.44,ZIFA,ZIFA,scDesign3,ACINAR,kmeans,COMP,3,scDesign3,other
ZIFA,0.45,ZIFA,ZIFA,scDesign3,ACINAR,kmeans,HOMO,3,scDesign3,other
ZIFA,0.44,ZIFA,ZIFA,scDesign3,ACINAR,kmeans,NMI,3,scDesign3,other
ZIFA,0.35,ZIFA,ZIFA,scDesign3,ACINAR,kmeans,SIL,3,scDesign3,other
ZIFA,0.15,ZIFA,ZIFA,scDesign3,ACINAR,louvain,ARI,3,scDesign3,other
ZIFA,0.34,ZIFA,ZIFA,scDesign3,ACINAR,louvain,COMP,3,scDesign3,other
ZIFA,0.54,ZIFA,ZIFA,scDesign3,ACINAR,louvain,HOMO,3,scDesign3,other
ZIFA,0.42,ZIFA,ZIFA,scDesign3,ACINAR,louvain,NMI,3,scDesign3,other
ZIFA,0.24,ZIFA,ZIFA,scDesign3,ACINAR,louvain,SIL,3,scDesign3,other
ZIFA,0.26,ZIFA,ZIFA,scDesign3,ACINAR,spectral,ARI,3,scDesign3,other
ZIFA,0.43,ZIFA,ZIFA,scDesign3,ACINAR,spectral,COMP,3,scDesign3,other
ZIFA,0.44,ZIFA,ZIFA,scDesign3,ACINAR,spectral,HOMO,3,scDesign3,other
ZIFA,0.43,ZIFA,ZIFA,scDesign3,ACINAR,spectral,NMI,3,scDesign3,other
ZIFA,0.33,ZIFA,ZIFA,scDesign3,ACINAR,spectral,SIL,3,scDesign3,other
ZIFA,0.39,ZIFA,ZIFA,scDesign3,ATAC,kmeans,ARI,3,scDesign3,other
ZIFA,0.51,ZIFA,ZIFA,scDesign3,ATAC,kmeans,COMP,3,scDesign3,other
ZIFA,0.6,ZIFA,ZIFA,scDesign3,ATAC,kmeans,HOMO,3,scDesign3,other
ZIFA,0.55,ZIFA,ZIFA,scDesign3,ATAC,kmeans,NMI,3,scDesign3,other
ZIFA,0.38,ZIFA,ZIFA,scDesign3,ATAC,kmeans,SIL,3,scDesign3,other
ZIFA,0.05,ZIFA,ZIFA,scDesign3,ATAC,louvain,ARI,3,scDesign3,other
ZIFA,0.29,ZIFA,ZIFA,scDesign3,ATAC,louvain,COMP,3,scDesign3,other
ZIFA,0.64,ZIFA,ZIFA,scDesign3,ATAC,louvain,HOMO,3,scDesign3,other
ZIFA,0.4,ZIFA,ZIFA,scDesign3,ATAC,louvain,NMI,3,scDesign3,other
ZIFA,0.22,ZIFA,ZIFA,scDesign3,ATAC,louvain,SIL,3,scDesign3,other
ZIFA,0.25,ZIFA,ZIFA,scDesign3,ATAC,spectral,ARI,3,scDesign3,other
ZIFA,0.46,ZIFA,ZIFA,scDesign3,ATAC,spectral,COMP,3,scDesign3,other
ZIFA,0.59,ZIFA,ZIFA,scDesign3,ATAC,spectral,HOMO,3,scDesign3,other
ZIFA,0.52,ZIFA,ZIFA,scDesign3,ATAC,spectral,NMI,3,scDesign3,other
ZIFA,0.33,ZIFA,ZIFA,scDesign3,ATAC,spectral,SIL,3,scDesign3,other
ZIFA,0.28,ZIFA,ZIFA,scDesign3,BATCH,kmeans,ARI,3,scDesign3,other
ZIFA,0.42,ZIFA,ZIFA,scDesign3,BATCH,kmeans,COMP,3,scDesign3,other
ZIFA,0.52,ZIFA,ZIFA,scDesign3,BATCH,kmeans,HOMO,3,scDesign3,other
ZIFA,0.47,ZIFA,ZIFA,scDesign3,BATCH,kmeans,NMI,3,scDesign3,other
ZIFA,0.47,ZIFA,ZIFA,scDesign3,BATCH,kmeans,SIL,3,scDesign3,other
ZIFA,0.06,ZIFA,ZIFA,scDesign3,BATCH,louvain,ARI,3,scDesign3,other
ZIFA,0.25,ZIFA,ZIFA,scDesign3,BATCH,louvain,COMP,3,scDesign3,other
ZIFA,0.62,ZIFA,ZIFA,scDesign3,BATCH,louvain,HOMO,3,scDesign3,other
ZIFA,0.35,ZIFA,ZIFA,scDesign3,BATCH,louvain,NMI,3,scDesign3,other
ZIFA,0.23,ZIFA,ZIFA,scDesign3,BATCH,louvain,SIL,3,scDesign3,other
ZIFA,0.26,ZIFA,ZIFA,scDesign3,BATCH,spectral,ARI,3,scDesign3,other
ZIFA,0.4,ZIFA,ZIFA,scDesign3,BATCH,spectral,COMP,3,scDesign3,other
ZIFA,0.52,ZIFA,ZIFA,scDesign3,BATCH,spectral,HOMO,3,scDesign3,other
ZIFA,0.45,ZIFA,ZIFA,scDesign3,BATCH,spectral,NMI,3,scDesign3,other
ZIFA,0.4,ZIFA,ZIFA,scDesign3,BATCH,spectral,SIL,3,scDesign3,other
ZIFA,0.32,ZIFA,ZIFA,scDesign3,CITE,kmeans,ARI,3,scDesign3,other
ZIFA,0.48,ZIFA,ZIFA,scDesign3,CITE,kmeans,COMP,3,scDesign3,other
ZIFA,0.55,ZIFA,ZIFA,scDesign3,CITE,kmeans,HOMO,3,scDesign3,other
ZIFA,0.51,ZIFA,ZIFA,scDesign3,CITE,kmeans,NMI,3,scDesign3,other
ZIFA,0.41,ZIFA,ZIFA,scDesign3,CITE,kmeans,SIL,3,scDesign3,other
ZIFA,0.07,ZIFA,ZIFA,scDesign3,CITE,louvain,ARI,3,scDesign3,other
ZIFA,0.3,ZIFA,ZIFA,scDesign3,CITE,louvain,COMP,3,scDesign3,other
ZIFA,0.63,ZIFA,ZIFA,scDesign3,CITE,louvain,HOMO,3,scDesign3,other
ZIFA,0.4,ZIFA,ZIFA,scDesign3,CITE,louvain,NMI,3,scDesign3,other
ZIFA,0.19,ZIFA,ZIFA,scDesign3,CITE,louvain,SIL,3,scDesign3,other
ZIFA,0.24,ZIFA,ZIFA,scDesign3,CITE,spectral,ARI,3,scDesign3,other
ZIFA,0.43,ZIFA,ZIFA,scDesign3,CITE,spectral,COMP,3,scDesign3,other
ZIFA,0.55,ZIFA,ZIFA,scDesign3,CITE,spectral,HOMO,3,scDesign3,other
ZIFA,0.49,ZIFA,ZIFA,scDesign3,CITE,spectral,NMI,3,scDesign3,other
ZIFA,0.3,ZIFA,ZIFA,scDesign3,CITE,spectral,SIL,3,scDesign3,other
ZIFA,0.51,ZIFA,ZIFA,scDesign3,EMBYRO,kmeans,ARI,3,scDesign3,other
ZIFA,0.59,ZIFA,ZIFA,scDesign3,EMBYRO,kmeans,COMP,3,scDesign3,other
ZIFA,0.59,ZIFA,ZIFA,scDesign3,EMBYRO,kmeans,HOMO,3,scDesign3,other
ZIFA,0.59,ZIFA,ZIFA,scDesign3,EMBYRO,kmeans,NMI,3,scDesign3,other
ZIFA,0.57,ZIFA,ZIFA,scDesign3,EMBYRO,kmeans,SIL,3,scDesign3,other
ZIFA,0.21,ZIFA,ZIFA,scDesign3,EMBYRO,louvain,ARI,3,scDesign3,other
ZIFA,0.36,ZIFA,ZIFA,scDesign3,EMBYRO,louvain,COMP,3,scDesign3,other
ZIFA,0.71,ZIFA,ZIFA,scDesign3,EMBYRO,louvain,HOMO,3,scDesign3,other
ZIFA,0.48,ZIFA,ZIFA,scDesign3,EMBYRO,louvain,NMI,3,scDesign3,other
ZIFA,0.33,ZIFA,ZIFA,scDesign3,EMBYRO,louvain,SIL,3,scDesign3,other
ZIFA,0.53,ZIFA,ZIFA,scDesign3,EMBYRO,spectral,ARI,3,scDesign3,other
ZIFA,0.6,ZIFA,ZIFA,scDesign3,EMBYRO,spectral,COMP,3,scDesign3,other
ZIFA,0.6,ZIFA,ZIFA,scDesign3,EMBYRO,spectral,HOMO,3,scDesign3,other
ZIFA,0.6,ZIFA,ZIFA,scDesign3,EMBYRO,spectral,NMI,3,scDesign3,other
ZIFA,0.56,ZIFA,ZIFA,scDesign3,EMBYRO,spectral,SIL,3,scDesign3,other
ZIFA,0.23,ZIFA,ZIFA,scDesign3,IFNB,kmeans,ARI,3,scDesign3,other
ZIFA,0.37,ZIFA,ZIFA,scDesign3,IFNB,kmeans,COMP,3,scDesign3,other
ZIFA,0.44,ZIFA,ZIFA,scDesign3,IFNB,kmeans,HOMO,3,scDesign3,other
ZIFA,0.4,ZIFA,ZIFA,scDesign3,IFNB,kmeans,NMI,3,scDesign3,other
ZIFA,0.36,ZIFA,ZIFA,scDesign3,IFNB,kmeans,SIL,3,scDesign3,other
ZIFA,0.04,ZIFA,ZIFA,scDesign3,IFNB,louvain,ARI,3,scDesign3,other
ZIFA,0.23,ZIFA,ZIFA,scDesign3,IFNB,louvain,COMP,3,scDesign3,other
ZIFA,0.54,ZIFA,ZIFA,scDesign3,IFNB,louvain,HOMO,3,scDesign3,other
ZIFA,0.32,ZIFA,ZIFA,scDesign3,IFNB,louvain,NMI,3,scDesign3,other
ZIFA,0.18,ZIFA,ZIFA,scDesign3,IFNB,louvain,SIL,3,scDesign3,other
ZIFA,0.19,ZIFA,ZIFA,scDesign3,IFNB,spectral,ARI,3,scDesign3,other
ZIFA,0.35,ZIFA,ZIFA,scDesign3,IFNB,spectral,COMP,3,scDesign3,other
ZIFA,0.43,ZIFA,ZIFA,scDesign3,IFNB,spectral,HOMO,3,scDesign3,other
ZIFA,0.39,ZIFA,ZIFA,scDesign3,IFNB,spectral,NMI,3,scDesign3,other
ZIFA,0.3,ZIFA,ZIFA,scDesign3,IFNB,spectral,SIL,3,scDesign3,other
ZIFA,0.74,ZIFA,ZIFA,scDesign3,MARROW,kmeans,ARI,3,scDesign3,other
ZIFA,0.69,ZIFA,ZIFA,scDesign3,MARROW,kmeans,COMP,3,scDesign3,other
ZIFA,0.73,ZIFA,ZIFA,scDesign3,MARROW,kmeans,HOMO,3,scDesign3,other
ZIFA,0.71,ZIFA,ZIFA,scDesign3,MARROW,kmeans,NMI,3,scDesign3,other
ZIFA,0.66,ZIFA,ZIFA,scDesign3,MARROW,kmeans,SIL,3,scDesign3,other
ZIFA,0.09,ZIFA,ZIFA,scDesign3,MARROW,louvain,ARI,3,scDesign3,other
ZIFA,0.26,ZIFA,ZIFA,scDesign3,MARROW,louvain,COMP,3,scDesign3,other
ZIFA,0.86,ZIFA,ZIFA,scDesign3,MARROW,louvain,HOMO,3,scDesign3,other
ZIFA,0.39,ZIFA,ZIFA,scDesign3,MARROW,louvain,NMI,3,scDesign3,other
ZIFA,0.27,ZIFA,ZIFA,scDesign3,MARROW,louvain,SIL,3,scDesign3,other
ZIFA,0.61,ZIFA,ZIFA,scDesign3,MARROW,spectral,ARI,3,scDesign3,other
ZIFA,0.62,ZIFA,ZIFA,scDesign3,MARROW,spectral,COMP,3,scDesign3,other
ZIFA,0.66,ZIFA,ZIFA,scDesign3,MARROW,spectral,HOMO,3,scDesign3,other
ZIFA,0.64,ZIFA,ZIFA,scDesign3,MARROW,spectral,NMI,3,scDesign3,other
ZIFA,0.62,ZIFA,ZIFA,scDesign3,MARROW,spectral,SIL,3,scDesign3,other
ZIFA,0.16,ZIFA,ZIFA,scDesign3,MOBSC,kmeans,ARI,3,scDesign3,other
ZIFA,0.21,ZIFA,ZIFA,scDesign3,MOBSC,kmeans,COMP,3,scDesign3,other
ZIFA,0.29,ZIFA,ZIFA,scDesign3,MOBSC,kmeans,HOMO,3,scDesign3,other
ZIFA,0.25,ZIFA,ZIFA,scDesign3,MOBSC,kmeans,NMI,3,scDesign3,other
ZIFA,0.47,ZIFA,ZIFA,scDesign3,MOBSC,kmeans,SIL,3,scDesign3,other
ZIFA,0.01,ZIFA,ZIFA,scDesign3,MOBSC,louvain,ARI,3,scDesign3,other
ZIFA,0.09,ZIFA,ZIFA,scDesign3,MOBSC,louvain,COMP,3,scDesign3,other
ZIFA,0.45,ZIFA,ZIFA,scDesign3,MOBSC,louvain,HOMO,3,scDesign3,other
ZIFA,0.15,ZIFA,ZIFA,scDesign3,MOBSC,louvain,NMI,3,scDesign3,other
ZIFA,0.18,ZIFA,ZIFA,scDesign3,MOBSC,louvain,SIL,3,scDesign3,other
ZIFA,0.13,ZIFA,ZIFA,scDesign3,MOBSC,spectral,ARI,3,scDesign3,other
ZIFA,0.19,ZIFA,ZIFA,scDesign3,MOBSC,spectral,COMP,3,scDesign3,other
ZIFA,0.27,ZIFA,ZIFA,scDesign3,MOBSC,spectral,HOMO,3,scDesign3,other
ZIFA,0.23,ZIFA,ZIFA,scDesign3,MOBSC,spectral,NMI,3,scDesign3,other
ZIFA,0.46,ZIFA,ZIFA,scDesign3,MOBSC,spectral,SIL,3,scDesign3,other
ZIFA,0.18,ZIFA,ZIFA,scDesign3,OVARIAN,kmeans,ARI,3,scDesign3,other
ZIFA,0.38,ZIFA,ZIFA,scDesign3,OVARIAN,kmeans,COMP,3,scDesign3,other
ZIFA,0.38,ZIFA,ZIFA,scDesign3,OVARIAN,kmeans,HOMO,3,scDesign3,other
ZIFA,0.38,ZIFA,ZIFA,scDesign3,OVARIAN,kmeans,NMI,3,scDesign3,other
ZIFA,0.38,ZIFA,ZIFA,scDesign3,OVARIAN,kmeans,SIL,3,scDesign3,other
ZIFA,0.1,ZIFA,ZIFA,scDesign3,OVARIAN,louvain,ARI,3,scDesign3,other
ZIFA,0.29,ZIFA,ZIFA,scDesign3,OVARIAN,louvain,COMP,3,scDesign3,other
ZIFA,0.47,ZIFA,ZIFA,scDesign3,OVARIAN,louvain,HOMO,3,scDesign3,other
ZIFA,0.36,ZIFA,ZIFA,scDesign3,OVARIAN,louvain,NMI,3,scDesign3,other
ZIFA,0.24,ZIFA,ZIFA,scDesign3,OVARIAN,louvain,SIL,3,scDesign3,other
ZIFA,0.2,ZIFA,ZIFA,scDesign3,OVARIAN,spectral,ARI,3,scDesign3,other
ZIFA,0.37,ZIFA,ZIFA,scDesign3,OVARIAN,spectral,COMP,3,scDesign3,other
ZIFA,0.38,ZIFA,ZIFA,scDesign3,OVARIAN,spectral,HOMO,3,scDesign3,other
ZIFA,0.38,ZIFA,ZIFA,scDesign3,OVARIAN,spectral,NMI,3,scDesign3,other
ZIFA,0.31,ZIFA,ZIFA,scDesign3,OVARIAN,spectral,SIL,3,scDesign3,other
ZIFA,0.65,ZIFA,ZIFA,scDesign3,PANCREAS,kmeans,ARI,3,scDesign3,other
ZIFA,0.69,ZIFA,ZIFA,scDesign3,PANCREAS,kmeans,COMP,3,scDesign3,other
ZIFA,0.71,ZIFA,ZIFA,scDesign3,PANCREAS,kmeans,HOMO,3,scDesign3,other
ZIFA,0.7,ZIFA,ZIFA,scDesign3,PANCREAS,kmeans,NMI,3,scDesign3,other
ZIFA,0.56,ZIFA,ZIFA,scDesign3,PANCREAS,kmeans,SIL,3,scDesign3,other
ZIFA,0.17,ZIFA,ZIFA,scDesign3,PANCREAS,louvain,ARI,3,scDesign3,other
ZIFA,0.36,ZIFA,ZIFA,scDesign3,PANCREAS,louvain,COMP,3,scDesign3,other
ZIFA,0.87,ZIFA,ZIFA,scDesign3,PANCREAS,louvain,HOMO,3,scDesign3,other
ZIFA,0.5,ZIFA,ZIFA,scDesign3,PANCREAS,louvain,NMI,3,scDesign3,other
ZIFA,0.29,ZIFA,ZIFA,scDesign3,PANCREAS,louvain,SIL,3,scDesign3,other
ZIFA,0.69,ZIFA,ZIFA,scDesign3,PANCREAS,spectral,ARI,3,scDesign3,other
ZIFA,0.72,ZIFA,ZIFA,scDesign3,PANCREAS,spectral,COMP,3,scDesign3,other
ZIFA,0.73,ZIFA,ZIFA,scDesign3,PANCREAS,spectral,HOMO,3,scDesign3,other
ZIFA,0.72,ZIFA,ZIFA,scDesign3,PANCREAS,spectral,NMI,3,scDesign3,other
ZIFA,0.51,ZIFA,ZIFA,scDesign3,PANCREAS,spectral,SIL,3,scDesign3,other
ZIFA,0.04,ZIFA,ZIFA,scDesign3,SCGEMMETH,kmeans,ARI,3,scDesign3,other
ZIFA,0.08,ZIFA,ZIFA,scDesign3,SCGEMMETH,kmeans,COMP,3,scDesign3,other
ZIFA,0.08,ZIFA,ZIFA,scDesign3,SCGEMMETH,kmeans,HOMO,3,scDesign3,other
ZIFA,0.08,ZIFA,ZIFA,scDesign3,SCGEMMETH,kmeans,NMI,3,scDesign3,other
ZIFA,0.48,ZIFA,ZIFA,scDesign3,SCGEMMETH,kmeans,SIL,3,scDesign3,other
ZIFA,0.11,ZIFA,ZIFA,scDesign3,SCGEMMETH,louvain,ARI,3,scDesign3,other
