method_id,method_raw,parent_method,metric,value,dataset_category,dataset_id,structure_table,method_order,collection,sim_axis
scGBM,scGBM,scGBM,nkr_20,0.014,TI,pair-3,dr1,4,trajectory,other
scGBM,scGBM,scGBM,nkr_30,0.018,TI,pair-3,dr1,4,trajectory,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.729,TI,pair-4,dr3,4,trajectory,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.72,TI,pair-4,dr3,4,trajectory,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.715,TI,pair-4,dr3,4,trajectory,other
scGBM,scGBM,scGBM,aji_10,0.003,TI,pair-4,dr1,4,trajectory,other
scGBM,scGBM,scGBM,aji_20,0.004,TI,pair-4,dr1,4,trajectory,other
scGBM,scGBM,scGBM,aji_30,0.006,TI,pair-4,dr1,4,trajectory,other
scGBM,scGBM,scGBM,nkr_10,0.006,TI,pair-4,dr1,4,trajectory,other
scGBM,scGBM,scGBM,nkr_20,0.009,TI,pair-4,dr1,4,trajectory,other
scGBM,scGBM,scGBM,nkr_30,0.012,TI,pair-4,dr1,4,trajectory,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.838,TI,parenchyme,dr3,4,trajectory,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.829,TI,parenchyme,dr3,4,trajectory,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.823,TI,parenchyme,dr3,4,trajectory,other
scGBM,scGBM,scGBM,aji_10,0.015,TI,parenchyme,dr1,4,trajectory,other
scGBM,scGBM,scGBM,aji_20,0.025,TI,parenchyme,dr1,4,trajectory,other
scGBM,scGBM,scGBM,aji_30,0.034,TI,parenchyme,dr1,4,trajectory,other
scGBM,scGBM,scGBM,nkr_10,0.032,TI,parenchyme,dr1,4,trajectory,other
scGBM,scGBM,scGBM,nkr_20,0.05,TI,parenchyme,dr1,4,trajectory,other
scGBM,scGBM,scGBM,nkr_30,0.066,TI,parenchyme,dr1,4,trajectory,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.84,TI,phagocyte,dr3,4,trajectory,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.832,TI,phagocyte,dr3,4,trajectory,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.826,TI,phagocyte,dr3,4,trajectory,other
scGBM,scGBM,scGBM,aji_10,0.036,TI,phagocyte,dr1,4,trajectory,other
scGBM,scGBM,scGBM,aji_20,0.063,TI,phagocyte,dr1,4,trajectory,other
scGBM,scGBM,scGBM,aji_30,0.084,TI,phagocyte,dr1,4,trajectory,other
scGBM,scGBM,scGBM,nkr_10,0.076,TI,phagocyte,dr1,4,trajectory,other
scGBM,scGBM,scGBM,nkr_20,0.122,TI,phagocyte,dr1,4,trajectory,other
scGBM,scGBM,scGBM,nkr_30,0.156,TI,phagocyte,dr1,4,trajectory,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.828,TI,pharynx,dr3,4,trajectory,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.813,TI,pharynx,dr3,4,trajectory,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.803,TI,pharynx,dr3,4,trajectory,other
scGBM,scGBM,scGBM,aji_10,0.055,TI,pharynx,dr1,4,trajectory,other
scGBM,scGBM,scGBM,aji_20,0.089,TI,pharynx,dr1,4,trajectory,other
scGBM,scGBM,scGBM,aji_30,0.122,TI,pharynx,dr1,4,trajectory,other
scGBM,scGBM,scGBM,nkr_10,0.112,TI,pharynx,dr1,4,trajectory,other
scGBM,scGBM,scGBM,nkr_20,0.174,TI,pharynx,dr1,4,trajectory,other
scGBM,scGBM,scGBM,nkr_30,0.226,TI,pharynx,dr1,4,trajectory,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.88,TI,trophectoderm,dr3,4,trajectory,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.868,TI,trophectoderm,dr3,4,trajectory,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.858,TI,trophectoderm,dr3,4,trajectory,other
scGBM,scGBM,scGBM,aji_10,0.289,TI,trophectoderm,dr1,4,trajectory,other
scGBM,scGBM,scGBM,aji_20,0.456,TI,trophectoderm,dr1,4,trajectory,other
scGBM,scGBM,scGBM,aji_30,0.571,TI,trophectoderm,dr1,4,trajectory,other
scGBM,scGBM,scGBM,nkr_10,0.455,TI,trophectoderm,dr1,4,trajectory,other
scGBM,scGBM,scGBM,nkr_20,0.644,TI,trophectoderm,dr1,4,trajectory,other
scGBM,scGBM,scGBM,nkr_30,0.749,TI,trophectoderm,dr1,4,trajectory,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.935,VASC,Baron,dr3,4,VASC,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.934,VASC,Baron,dr3,4,VASC,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.933,VASC,Baron,dr3,4,VASC,other
scGBM,scGBM,scGBM,aji_10,0.014,VASC,Baron,dr1,4,VASC,other
scGBM,scGBM,scGBM,aji_20,0.024,VASC,Baron,dr1,4,VASC,other
scGBM,scGBM,scGBM,aji_30,0.033,VASC,Baron,dr1,4,VASC,other
scGBM,scGBM,scGBM,nkr_10,0.028,VASC,Baron,dr1,4,VASC,other
scGBM,scGBM,scGBM,nkr_20,0.047,VASC,Baron,dr1,4,VASC,other
scGBM,scGBM,scGBM,nkr_30,0.063,VASC,Baron,dr1,4,VASC,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.927,VASC,Biase,dr3,4,VASC,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.919,VASC,Biase,dr3,4,VASC,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.908,VASC,Biase,dr3,4,VASC,other
scGBM,scGBM,scGBM,aji_10,0.51,VASC,Biase,dr1,4,VASC,other
scGBM,scGBM,scGBM,aji_20,0.79,VASC,Biase,dr1,4,VASC,other
scGBM,scGBM,scGBM,aji_30,0.761,VASC,Biase,dr1,4,VASC,other
scGBM,scGBM,scGBM,nkr_10,0.714,VASC,Biase,dr1,4,VASC,other
scGBM,scGBM,scGBM,nkr_20,0.932,VASC,Biase,dr1,4,VASC,other
scGBM,scGBM,scGBM,nkr_30,0.894,VASC,Biase,dr1,4,VASC,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.92,VASC,Goolam,dr3,4,VASC,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.913,VASC,Goolam,dr3,4,VASC,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.905,VASC,Goolam,dr3,4,VASC,other
scGBM,scGBM,scGBM,aji_10,0.315,VASC,Goolam,dr1,4,VASC,other
scGBM,scGBM,scGBM,aji_20,0.418,VASC,Goolam,dr1,4,VASC,other
scGBM,scGBM,scGBM,aji_30,0.517,VASC,Goolam,dr1,4,VASC,other
scGBM,scGBM,scGBM,nkr_10,0.49,VASC,Goolam,dr1,4,VASC,other
scGBM,scGBM,scGBM,nkr_20,0.602,VASC,Goolam,dr1,4,VASC,other
scGBM,scGBM,scGBM,nkr_30,0.692,VASC,Goolam,dr1,4,VASC,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.756,VASC,Xin,dr3,4,VASC,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.751,VASC,Xin,dr3,4,VASC,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.748,VASC,Xin,dr3,4,VASC,other
scGBM,scGBM,scGBM,aji_10,0.017,VASC,Xin,dr1,4,VASC,other
scGBM,scGBM,scGBM,aji_20,0.027,VASC,Xin,dr1,4,VASC,other
scGBM,scGBM,scGBM,aji_30,0.036,VASC,Xin,dr1,4,VASC,other
scGBM,scGBM,scGBM,nkr_10,0.033,VASC,Xin,dr1,4,VASC,other
scGBM,scGBM,scGBM,nkr_20,0.052,VASC,Xin,dr1,4,VASC,other
scGBM,scGBM,scGBM,nkr_30,0.067,VASC,Xin,dr1,4,VASC,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.894,VASC,Zeisel,dr3,4,VASC,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.888,VASC,Zeisel,dr3,4,VASC,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.885,VASC,Zeisel,dr3,4,VASC,other
scGBM,scGBM,scGBM,aji_10,0.022,VASC,Zeisel,dr1,4,VASC,other
scGBM,scGBM,scGBM,aji_20,0.039,VASC,Zeisel,dr1,4,VASC,other
scGBM,scGBM,scGBM,aji_30,0.053,VASC,Zeisel,dr1,4,VASC,other
scGBM,scGBM,scGBM,nkr_10,0.045,VASC,Zeisel,dr1,4,VASC,other
scGBM,scGBM,scGBM,nkr_20,0.074,VASC,Zeisel,dr1,4,VASC,other
scGBM,scGBM,scGBM,nkr_30,0.098,VASC,Zeisel,dr1,4,VASC,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.952,VASC,yan,dr3,4,VASC,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.947,VASC,yan,dr3,4,VASC,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.944,VASC,yan,dr3,4,VASC,other
scGBM,scGBM,scGBM,aji_10,0.528,VASC,yan,dr1,4,VASC,other
scGBM,scGBM,scGBM,aji_20,0.726,VASC,yan,dr1,4,VASC,other
scGBM,scGBM,scGBM,aji_30,0.806,VASC,yan,dr1,4,VASC,other
scGBM,scGBM,scGBM,nkr_10,0.709,VASC,yan,dr1,4,VASC,other
scGBM,scGBM,scGBM,nkr_20,0.861,VASC,yan,dr1,4,VASC,other
scGBM,scGBM,scGBM,nkr_30,0.927,VASC,yan,dr1,4,VASC,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.831,benchmarker,Baron_mouse,dr3,4,curated,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.827,benchmarker,Baron_mouse,dr3,4,curated,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.824,benchmarker,Baron_mouse,dr3,4,curated,other
scGBM,scGBM,scGBM,aji_10,0.033,benchmarker,Baron_mouse,dr1,4,curated,other
scGBM,scGBM,scGBM,aji_20,0.054,benchmarker,Baron_mouse,dr1,4,curated,other
scGBM,scGBM,scGBM,aji_30,0.075,benchmarker,Baron_mouse,dr1,4,curated,other
scGBM,scGBM,scGBM,nkr_10,0.062,benchmarker,Baron_mouse,dr1,4,curated,other
scGBM,scGBM,scGBM,nkr_20,0.097,benchmarker,Baron_mouse,dr1,4,curated,other
scGBM,scGBM,scGBM,nkr_30,0.128,benchmarker,Baron_mouse,dr1,4,curated,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.866,benchmarker,Darmanis,dr3,4,curated,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.859,benchmarker,Darmanis,dr3,4,curated,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.855,benchmarker,Darmanis,dr3,4,curated,other
scGBM,scGBM,scGBM,aji_10,0.116,benchmarker,Darmanis,dr1,4,curated,other
scGBM,scGBM,scGBM,aji_20,0.188,benchmarker,Darmanis,dr1,4,curated,other
scGBM,scGBM,scGBM,aji_30,0.252,benchmarker,Darmanis,dr1,4,curated,other
scGBM,scGBM,scGBM,nkr_10,0.198,benchmarker,Darmanis,dr1,4,curated,other
scGBM,scGBM,scGBM,nkr_20,0.3,benchmarker,Darmanis,dr1,4,curated,other
scGBM,scGBM,scGBM,nkr_30,0.379,benchmarker,Darmanis,dr1,4,curated,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.789,benchmarker,Pancreatic,dr3,4,curated,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.771,benchmarker,Pancreatic,dr3,4,curated,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.751,benchmarker,Pancreatic,dr3,4,curated,other
scGBM,scGBM,scGBM,aji_10,0.301,benchmarker,Pancreatic,dr1,4,curated,other
scGBM,scGBM,scGBM,aji_20,0.41,benchmarker,Pancreatic,dr1,4,curated,other
scGBM,scGBM,scGBM,aji_30,0.551,benchmarker,Pancreatic,dr1,4,curated,other
scGBM,scGBM,scGBM,nkr_10,0.495,benchmarker,Pancreatic,dr1,4,curated,other
scGBM,scGBM,scGBM,nkr_20,0.602,benchmarker,Pancreatic,dr1,4,curated,other
scGBM,scGBM,scGBM,nkr_30,0.723,benchmarker,Pancreatic,dr1,4,curated,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.854,benchmarker,Silver,dr3,4,curated,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.851,benchmarker,Silver,dr3,4,curated,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.85,benchmarker,Silver,dr3,4,curated,other
scGBM,scGBM,scGBM,aji_10,0.013,benchmarker,Silver,dr1,4,curated,other
scGBM,scGBM,scGBM,aji_20,0.024,benchmarker,Silver,dr1,4,curated,other
scGBM,scGBM,scGBM,aji_30,0.034,benchmarker,Silver,dr1,4,curated,other
scGBM,scGBM,scGBM,nkr_10,0.027,benchmarker,Silver,dr1,4,curated,other
scGBM,scGBM,scGBM,nkr_20,0.044,benchmarker,Silver,dr1,4,curated,other
scGBM,scGBM,scGBM,nkr_30,0.064,benchmarker,Silver,dr1,4,curated,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.858,benchmarker,Zhengmix4eq,dr3,4,curated,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.855,benchmarker,Zhengmix4eq,dr3,4,curated,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.853,benchmarker,Zhengmix4eq,dr3,4,curated,other
scGBM,scGBM,scGBM,aji_10,0.01,benchmarker,Zhengmix4eq,dr1,4,curated,other
scGBM,scGBM,scGBM,aji_20,0.018,benchmarker,Zhengmix4eq,dr1,4,curated,other
scGBM,scGBM,scGBM,aji_30,0.025,benchmarker,Zhengmix4eq,dr1,4,curated,other
scGBM,scGBM,scGBM,nkr_10,0.018,benchmarker,Zhengmix4eq,dr1,4,curated,other
scGBM,scGBM,scGBM,nkr_20,0.032,benchmarker,Zhengmix4eq,dr1,4,curated,other
scGBM,scGBM,scGBM,nkr_30,0.042,benchmarker,Zhengmix4eq,dr1,4,curated,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.935,scDesign3,ACINAR,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.93,scDesign3,ACINAR,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.926,scDesign3,ACINAR,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,aji_10,0.032,scDesign3,ACINAR,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_20,0.05,scDesign3,ACINAR,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_30,0.065,scDesign3,ACINAR,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_10,0.065,scDesign3,ACINAR,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_20,0.098,scDesign3,ACINAR,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_30,0.124,scDesign3,ACINAR,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.828,scDesign3,ATAC,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.825,scDesign3,ATAC,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.823,scDesign3,ATAC,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,aji_10,0.004,scDesign3,ATAC,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_20,0.008,scDesign3,ATAC,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_30,0.011,scDesign3,ATAC,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_10,0.009,scDesign3,ATAC,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_20,0.015,scDesign3,ATAC,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_30,0.021,scDesign3,ATAC,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.943,scDesign3,BATCH,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.94,scDesign3,BATCH,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.938,scDesign3,BATCH,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,aji_10,0.024,scDesign3,BATCH,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_20,0.039,scDesign3,BATCH,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_30,0.05,scDesign3,BATCH,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_10,0.049,scDesign3,BATCH,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_20,0.074,scDesign3,BATCH,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_30,0.095,scDesign3,BATCH,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.975,scDesign3,CITE,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.972,scDesign3,CITE,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.97,scDesign3,CITE,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,aji_10,0.051,scDesign3,CITE,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_20,0.075,scDesign3,CITE,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_30,0.094,scDesign3,CITE,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_10,0.101,scDesign3,CITE,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_20,0.141,scDesign3,CITE,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_30,0.169,scDesign3,CITE,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.913,scDesign3,EMBYRO,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.899,scDesign3,EMBYRO,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.889,scDesign3,EMBYRO,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,aji_10,0.071,scDesign3,EMBYRO,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_20,0.1,scDesign3,EMBYRO,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_30,0.122,scDesign3,EMBYRO,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_10,0.145,scDesign3,EMBYRO,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_20,0.185,scDesign3,EMBYRO,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_30,0.215,scDesign3,EMBYRO,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.941,scDesign3,IFNB,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.938,scDesign3,IFNB,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.935,scDesign3,IFNB,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,aji_10,0.014,scDesign3,IFNB,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_20,0.023,scDesign3,IFNB,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_30,0.03,scDesign3,IFNB,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_10,0.028,scDesign3,IFNB,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_20,0.044,scDesign3,IFNB,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_30,0.056,scDesign3,IFNB,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.917,scDesign3,MARROW,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.915,scDesign3,MARROW,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.913,scDesign3,MARROW,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,aji_10,0.024,scDesign3,MARROW,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_20,0.04,scDesign3,MARROW,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_30,0.055,scDesign3,MARROW,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_10,0.046,scDesign3,MARROW,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_20,0.077,scDesign3,MARROW,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_30,0.104,scDesign3,MARROW,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.851,scDesign3,MOBSC,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.849,scDesign3,MOBSC,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.848,scDesign3,MOBSC,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,aji_10,0.004,scDesign3,MOBSC,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_20,0.008,scDesign3,MOBSC,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_30,0.011,scDesign3,MOBSC,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_10,0.009,scDesign3,MOBSC,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_20,0.015,scDesign3,MOBSC,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_30,0.021,scDesign3,MOBSC,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.934,scDesign3,OVARIAN,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.928,scDesign3,OVARIAN,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.924,scDesign3,OVARIAN,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,aji_10,0.033,scDesign3,OVARIAN,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_20,0.053,scDesign3,OVARIAN,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_30,0.068,scDesign3,OVARIAN,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_10,0.068,scDesign3,OVARIAN,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_20,0.103,scDesign3,OVARIAN,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_30,0.129,scDesign3,OVARIAN,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.951,scDesign3,PANCREAS,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.948,scDesign3,PANCREAS,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.946,scDesign3,PANCREAS,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,aji_10,0.06,scDesign3,PANCREAS,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_20,0.093,scDesign3,PANCREAS,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_30,0.119,scDesign3,PANCREAS,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_10,0.115,scDesign3,PANCREAS,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_20,0.172,scDesign3,PANCREAS,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_30,0.213,scDesign3,PANCREAS,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.888,scDesign3,SCGEMMETH,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.881,scDesign3,SCGEMMETH,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.876,scDesign3,SCGEMMETH,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,aji_10,0.205,scDesign3,SCGEMMETH,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_20,0.333,scDesign3,SCGEMMETH,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_30,0.433,scDesign3,SCGEMMETH,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_10,0.373,scDesign3,SCGEMMETH,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_20,0.514,scDesign3,SCGEMMETH,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_30,0.613,scDesign3,SCGEMMETH,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.911,scDesign3,SCGEMRNA,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.903,scDesign3,SCGEMRNA,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.898,scDesign3,SCGEMRNA,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,aji_10,0.209,scDesign3,SCGEMRNA,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_20,0.308,scDesign3,SCGEMRNA,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_30,0.43,scDesign3,SCGEMRNA,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_10,0.372,scDesign3,SCGEMRNA,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_20,0.483,scDesign3,SCGEMRNA,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_30,0.598,scDesign3,SCGEMRNA,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.664,scDesign3,SCIATAC,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.649,scDesign3,SCIATAC,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.64,scDesign3,SCIATAC,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,aji_10,0.002,scDesign3,SCIATAC,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_20,0.003,scDesign3,SCIATAC,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_30,0.005,scDesign3,SCIATAC,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_10,0.004,scDesign3,SCIATAC,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_20,0.007,scDesign3,SCIATAC,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_30,0.01,scDesign3,SCIATAC,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.645,scDesign3,SLIDE,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.639,scDesign3,SLIDE,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.635,scDesign3,SLIDE,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,aji_10,0.001,scDesign3,SLIDE,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_20,0.002,scDesign3,SLIDE,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_30,0.003,scDesign3,SLIDE,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_10,0.002,scDesign3,SLIDE,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_20,0.004,scDesign3,SLIDE,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_30,0.005,scDesign3,SLIDE,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_10,0.948,scDesign3,VISIUM,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_20,0.939,scDesign3,VISIUM,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,Mrre_missing_30,0.933,scDesign3,VISIUM,dr3,4,scDesign3,other
scGBM,scGBM,scGBM,aji_10,0.05,scDesign3,VISIUM,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_20,0.075,scDesign3,VISIUM,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,aji_30,0.091,scDesign3,VISIUM,dr1,4,scDesign3,other
scGBM,scGBM,scGBM,nkr_10,0.101,scDesign3,VISIUM,dr1,4,scDesign3,other
