atlas_layer,dataset_type,source_table,source_row,dataset_label,dataset_group,source_repository,species,tissue_or_cell_type,condition,cells,cell_count_text,sequencing_technology,year,counting_rule,source,category,dataset,genes,sparsity_pct,cell_types,size_mb,Unnamed: 7,param_group,param_value,n_batches,n_groups,dataset_id,matrix_path_or_source,n_cells,n_genes,label_status,availability,planned_use
manuscript_100_dataset_atlas,simulated,,,de_0.8,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,53.5,,62.0,,de,0.8,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,de_1.0,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,55.2,,61.0,,de,1.0,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,de_prob_0.05,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,46.0,,69.0,,de_prob,0.05,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,de_prob_0.15,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,46.4,,68.0,,de_prob,0.15,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,de_prob_0.20,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,47.2,,68.0,,de_prob,0.20,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,de_prob_0.25,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,46.7,,68.0,,de_prob,0.25,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,de_prob_0.30,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,46.7,,68.0,,de_prob,0.30,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,dropout_-1,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,54.7,,61.0,,dropout,-1,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,dropout_0,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,62.2,,55.0,,dropout,0,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,dropout_1,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,71.2,,47.0,,dropout,1,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,dropout_2,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,81.3,,39.0,,dropout,2,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,dropout_3,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,88.6,,33.0,,dropout,3,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,gene_5k,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,32.4,,80.0,,gene,5k,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,gene_2w,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,59.3,,58.0,,gene,2w,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,gene_3w,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,65.6,,52.0,,gene,3w,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,gene_4w,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,70.1,,49.0,,gene,4w,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,gene_5w,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,73.9,,45.0,,gene,5w,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,out_0.1,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,52.7,,63.0,,out,0.1,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,out_0.2,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,56.9,,59.0,,out,0.2,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,out_0.3,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,54.8,,61.0,,out,0.3,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,out_0.4,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,49.2,,66.0,,out,0.4,1.0,5.0,,,,,,,
manuscript_100_dataset_atlas,simulated,,,out_0.5,,,,,,2000.0,,,,,simulated_atlas,,,3000.0,42.9,,71.0,,out,0.5,1.0,5.0,,,,,,,
targeted_sensitivity_subset,downsampling,,,,downsampling,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,cell_100,datasets/downsampling/cell_100.csv,100.0,720.0,10 observed classes,locally_available,"scalability,scVI smoke,workflow sanity"
targeted_sensitivity_subset,downsampling,,,,downsampling,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,cell_500,datasets/downsampling/cell_500.csv,500.0,720.0,10 observed classes,locally_available,"scalability,scVI smoke,workflow sanity"
targeted_sensitivity_subset,downsampling,,,,downsampling,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,cell_1000,datasets/downsampling/cell_1000.csv,1000.0,720.0,10 observed classes,locally_available,"scalability,scVI smoke,workflow sanity"
targeted_sensitivity_subset,downsampling,,,,downsampling,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,cell_2000,datasets/downsampling/cell_2000.csv,2000.0,720.0,10 observed classes,locally_available,"scalability,scVI smoke,workflow sanity"
targeted_sensitivity_subset,downsampling,,,,downsampling,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,cell_5000,datasets/downsampling/cell_5000.csv,5000.0,720.0,10 observed classes,locally_available,"scalability,scVI smoke,workflow sanity"
targeted_sensitivity_subset,downsampling,,,,downsampling,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,cell_10000,datasets/downsampling/cell_10000.csv,10000.0,720.0,10 observed classes,locally_available,"scalability,scVI smoke,workflow sanity"
targeted_sensitivity_subset,downsampling,,,,downsampling,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,cell_20000,datasets/downsampling/cell_20000.csv,20000.0,720.0,10 observed classes,locally_available,"scalability,scVI smoke,workflow sanity"
targeted_sensitivity_subset,downsampling,,,,downsampling,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,cell_30000,datasets/downsampling/cell_30000.csv,30000.0,720.0,10 observed classes,locally_available,"scalability,scVI smoke,workflow sanity"
targeted_sensitivity_subset,downsampling,,,,downsampling,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,cell_50000,datasets/downsampling/cell_50000.csv,50000.0,720.0,10 observed classes,locally_available,"scalability,scVI smoke,workflow sanity"
targeted_sensitivity_subset,downsampling,,,,downsampling,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,cell_73233,datasets/downsampling/cell_73233.csv,73233.0,720.0,10 observed classes,locally_available,"scalability,scVI smoke,workflow sanity"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,default,datasets/simulate/default/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,cell_100,datasets/simulate/cell_100/counts_matrix.csv,100.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,cell_500,datasets/simulate/cell_500/counts_matrix.csv,500.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,cell_1k,datasets/simulate/cell_1k/counts_matrix.csv,1000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,cell_5k,datasets/simulate/cell_5k/counts_matrix.csv,5000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,cell_1w,datasets/simulate/cell_1w/counts_matrix.csv,10000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,cell_2w,datasets/simulate/cell_2w/counts_matrix.csv,20000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,cell_3w,datasets/simulate/cell_3w/counts_matrix.csv,30000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,cell_4w,datasets/simulate/cell_4w/counts_matrix.csv,40000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,cell_5w,datasets/simulate/cell_5w/counts_matrix.csv,50000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,celltype_7,datasets/simulate/celltype_7/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,celltype_9,datasets/simulate/celltype_9/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,celltype_11,datasets/simulate/celltype_11/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,celltype_13,datasets/simulate/celltype_13/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,celltype_15,datasets/simulate/celltype_15/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,dropout_-1,datasets/simulate/dropout_-1/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,dropout_0,datasets/simulate/dropout_0/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,dropout_1,datasets/simulate/dropout_1/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,dropout_2,datasets/simulate/dropout_2/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,dropout_3,datasets/simulate/dropout_3/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,batch_0.2,datasets/simulate/batch_0.2/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,batch_0.4,datasets/simulate/batch_0.4/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,batch_0.6,datasets/simulate/batch_0.6/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,batch_0.8,datasets/simulate/batch_0.8/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,batch_1.0,datasets/simulate/batch_1.0/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,batch_2,datasets/simulate/batch_2/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,batch_4,datasets/simulate/batch_4/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,batch_6,datasets/simulate/batch_6/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,batch_8,datasets/simulate/batch_8/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,batch_10,datasets/simulate/batch_10/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,de_0.2,datasets/simulate/de_0.2/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,de_0.4,datasets/simulate/de_0.4/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,de_0.6,datasets/simulate/de_0.6/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,de_0.8,datasets/simulate/de_0.8/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,de_1.0,datasets/simulate/de_1.0/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,de_prob_0.05,datasets/simulate/de_prob_0.05/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,de_prob_0.15,datasets/simulate/de_prob_0.15/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,de_prob_0.2,datasets/simulate/de_prob_0.2/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,de_prob_0.25,datasets/simulate/de_prob_0.25/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,de_prob_0.3,datasets/simulate/de_prob_0.3/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,gene_5k,datasets/simulate/gene_5k/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,gene_2w,datasets/simulate/gene_2w/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,gene_3w,datasets/simulate/gene_3w/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,gene_4w,datasets/simulate/gene_4w/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,gene_5w,datasets/simulate/gene_5w/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,out_0.1,datasets/simulate/out_0.1/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,out_0.2,datasets/simulate/out_0.2/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,out_0.3,datasets/simulate/out_0.3/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,out_0.4,datasets/simulate/out_0.4/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
targeted_sensitivity_subset,simulated,,,,synthetic,,,,,,,,,,targeted_sensitivity_subset,,,,,,,,,,,,out_0.5,datasets/simulate/out_0.5/counts_matrix.csv,2000.0,3000.0,simulation labels and batch metadata,locally_available,"dimension sensitivity,variability,circularity-safe label evaluation"
